run_id,checkpoint_index,checkpoint,basis_index,basis_label,energy,magnitude,probability,phase,feasible,exact_optimal
grover_global_p2_seed2601,0,Initial,155,11011001000000,50.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,156,00111001000000,75.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,157,10111001000000,65.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,158,01111001000000,91.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,159,11111001000000,93.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,160,00000101000000,58.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,161,10000101000000,48.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,162,01000101000000,50.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,163,11000101000000,52.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,164,00100101000000,65.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,165,10100101000000,67.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,166,01100101000000,69.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,167,11100101000000,83.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,168,00010101000000,71.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,169,10010101000000,49.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,170,01010101000000,75.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,171,11010101000000,65.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,172,00110101000000,78.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,173,10110101000000,68.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,174,01110101000000,94.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,175,11110101000000,96.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,176,00001101000000,86.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,177,10001101000000,64.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,178,01001101000000,78.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,179,11001101000000,68.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,180,00101101000000,105.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,181,10101101000000,95.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,182,01101101000000,109.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,183,11101101000000,111.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,184,00011101000000,111.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,185,10011101000000,77.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,186,01011101000000,115.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,187,11011101000000,93.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,188,00111101000000,130.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,189,10111101000000,108.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,190,01111101000000,146.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,191,11111101000000,136.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,192,00000011000000,53.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,193,10000011000000,55.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,194,01000011000000,33.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,195,11000011000000,47.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,196,00100011000000,72.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,197,10100011000000,86.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,198,01100011000000,64.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,199,11100011000000,90.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,200,00010011000000,42.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,201,10010011000000,32.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,202,01010011000000,34.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,203,11010011000000,36.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,204,00110011000000,61.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,205,10110011000000,63.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,206,01110011000000,65.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,207,11110011000000,79.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,208,00001011000000,81.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,209,10001011000000,71.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,210,01001011000000,61.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,211,11001011000000,63.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,212,00101011000000,112.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,213,10101011000000,114.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,214,01101011000000,104.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,215,11101011000000,118.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,216,00011011000000,82.0,0.0078125,6.103515625e-05,0.0,False,False
grover_global_p2_seed2601,0,Initial,217,10011011000000,60.0,0.0078125,6.103515625e-05,0.0,False,False
