run_id,method,depth,seed,initialization_mode,mixer_kind,phase_kind,loss_kind,incumbent_raw_cost_threshold,better_route_ids,evaluation_budget,optimizer_evaluations,optimizer_success,optimizer_reason,optimizer_message,optimizer_runtime_seconds,p_feas,p_opt,bsp,expected_route_cost,expected_normalized_cost,top3_lowest_cost_mass,top5_lowest_cost_mass,probability_entropy,optimal_state_rank,most_probable_route_id,most_probable_route,most_probable_route_cost,most_probable_route_probability,initial_p_opt,p_opt_amplification,probability_sum
bsp_path_exchange_p4_seed2602,bsp_path_exchange,4,2602,incumbent_biased_feasible,logical_path_exchange_mixer,normalized_route_cost_phase,negative_better_solution_probability,11.0,[0],150,150,False,evaluation_budget_exhausted,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.2783634699881077,1.0,0.4492364507733347,0.4492364507733347,11.370958961428427,0.34273974035710675,0.49561738127597516,0.5495047956341242,2.172463942985601,1,0,0->1->2->4->5->6,10,0.4492364507733347,0.03764544463697589,11.933354888099483,1.0000000000000002
bsp_path_exchange_p4_seed2603,bsp_path_exchange,4,2603,incumbent_biased_feasible,logical_path_exchange_mixer,normalized_route_cost_phase,negative_better_solution_probability,11.0,[0],150,150,False,evaluation_budget_exhausted,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.2821847968734801,0.9999999999999999,0.23324204629831408,0.23324204629831408,11.822363676051964,0.4555909190129914,0.28249994349826446,0.4298789949667191,2.470328642567878,1,0,0->1->2->4->5->6,10,0.23324204629831408,0.03764544463697589,6.195757509242444,0.9999999999999999
gm_qaoa_expectation_p1_seed2601,gm_qaoa_expectation,1,2601,uniform_feasible,logical_grover_feasible_mixer,normalized_route_cost_phase,normalized_route_cost_expectation,11.0,[0],150,23,True,converged,Return from COBYLA because the trust region radius reaches its lower bound.,0.036676212679594755,1.0,0.049999999999999996,0.049999999999999996,12.2,0.5499999999999999,0.15,0.24999999999999997,2.995732273553991,1,0,0->1->2->4->5->6,10,0.049999999999999996,0.05,0.9999999999999999,0.9999999999999999
gm_qaoa_expectation_p1_seed2602,gm_qaoa_expectation,1,2602,uniform_feasible,logical_grover_feasible_mixer,normalized_route_cost_phase,normalized_route_cost_expectation,11.0,[0],150,84,True,converged,Return from COBYLA because the trust region radius reaches its lower bound.,0.13079904532060027,1.0,0.18209012890107854,0.18209012890107854,12.073888527266073,0.5184721318165179,0.3402478299676456,0.4984055310342126,2.478292769061629,1,0,0->1->2->4->5->6,10,0.18209012890107854,0.05,3.6418025780215704,1.0
gm_qaoa_expectation_p1_seed2603,gm_qaoa_expectation,1,2603,uniform_feasible,logical_grover_feasible_mixer,normalized_route_cost_phase,normalized_route_cost_expectation,11.0,[0],150,26,True,converged,Return from COBYLA because the trust region radius reaches its lower bound.,0.04556574812158942,1.0,0.049999999999999996,0.049999999999999996,12.199999999999998,0.5499999999999998,0.15000000000000002,0.25000000000000006,2.9957322735539904,1,0,0->1->2->4->5->6,10,0.049999999999999996,0.05,0.9999999999999999,0.9999999999999999
gm_qaoa_expectation_p2_seed2601,gm_qaoa_expectation,2,2601,uniform_feasible,logical_grover_feasible_mixer,normalized_route_cost_phase,normalized_route_cost_expectation,11.0,[0],150,144,True,converged,Return from COBYLA because the trust region radius reaches its lower bound.,0.2351500210352242,1.0000000000000002,0.17092725086994087,0.17092725086994087,11.306631295506946,0.3266578238767365,0.38481753186748713,0.5987078128650334,2.5934969788855122,1,0,0->1->2->4->5->6,10,0.17092725086994087,0.05,3.4185450173988174,1.0
gm_qaoa_expectation_p2_seed2602,gm_qaoa_expectation,2,2602,uniform_feasible,logical_grover_feasible_mixer,normalized_route_cost_phase,normalized_route_cost_expectation,11.0,[0],150,96,True,converged,Return from COBYLA because the trust region radius reaches its lower bound.,0.13521939981728792,1.0,0.05183031279463621,0.05183031279463621,12.285040339575133,0.5712600848937828,0.1381035850024588,0.22437685721028142,2.9899274821238087,9,12,0->1->3->4->6,13,0.05631754003693646,0.05,1.036606255892724,1.0
gm_qaoa_expectation_p2_seed2603,gm_qaoa_expectation,2,2603,uniform_feasible,logical_grover_feasible_mixer,normalized_route_cost_phase,normalized_route_cost_expectation,11.0,[0],150,76,True,converged,Return from COBYLA because the trust region radius reaches its lower bound.,0.13322944520041347,1.0,0.18764919874864866,0.18764919874864866,11.235654135534993,0.3089135338837491,0.42229125834293807,0.6569333179372275,2.4712503029830106,1,0,0->1->2->4->5->6,10,0.18764919874864866,0.05,3.752983974972973,1.0
gm_qaoa_expectation_p3_seed2601,gm_qaoa_expectation,3,2601,uniform_feasible,logical_grover_feasible_mixer,normalized_route_cost_phase,normalized_route_cost_expectation,11.0,[0],150,136,True,converged,Return from COBYLA because the trust region radius reaches its lower bound.,0.27796190278604627,1.0000000000000002,0.12180008627831207,0.12180008627831207,12.145993030610438,0.536498257652609,0.2334991145108825,0.34519814274345295,2.819245256605328,1,0,0->1->2->4->5->6,10,0.12180008627831207,0.05,2.4360017255662414,1.0
gm_qaoa_expectation_p3_seed2602,gm_qaoa_expectation,3,2602,uniform_feasible,logical_grover_feasible_mixer,normalized_route_cost_phase,normalized_route_cost_expectation,11.0,[0],150,129,True,converged,Return from COBYLA because the trust region radius reaches its lower bound.,0.25473887706175447,1.0,0.2911546050616289,0.2911546050616289,11.976606604360605,0.4941516510901507,0.3316092362853858,0.3720638675091427,2.3310727628156163,1,0,0->1->2->4->5->6,10,0.2911546050616289,0.05,5.823092101232577,1.0
gm_qaoa_expectation_p3_seed2603,gm_qaoa_expectation,3,2603,uniform_feasible,logical_grover_feasible_mixer,normalized_route_cost_phase,normalized_route_cost_expectation,11.0,[0],150,104,True,converged,Return from COBYLA because the trust region radius reaches its lower bound.,0.23613894497975707,1.0000000000000002,0.18241037088491963,0.18241037088491963,11.239436560073454,0.30985914001836357,0.4161347950893143,0.6498592192937088,2.481900393635873,1,0,0->1->2->4->5->6,10,0.18241037088491963,0.05,3.6482074176983925,1.0
gm_qaoa_expectation_p4_seed2601,gm_qaoa_expectation,4,2601,uniform_feasible,logical_grover_feasible_mixer,normalized_route_cost_phase,normalized_route_cost_expectation,11.0,[0],150,136,True,converged,Return from COBYLA because the trust region radius reaches its lower bound.,0.315277342684567,0.9999999999999998,0.1896558108717678,0.1896558108717678,12.021825762755059,0.5054564406887653,0.3559050848217527,0.5221543587717377,2.44480061053825,1,0,0->1->2->4->5->6,10,0.1896558108717678,0.05,3.793116217435356,0.9999999999999999
gm_qaoa_expectation_p4_seed2602,gm_qaoa_expectation,4,2602,uniform_feasible,logical_grover_feasible_mixer,normalized_route_cost_phase,normalized_route_cost_expectation,11.0,[0],150,150,False,evaluation_budget_exhausted,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.30974748404696584,1.0,0.17196222814253656,0.17196222814253656,12.140939180756797,0.5352347951891987,0.31115215063060264,0.4503420731186688,2.589393218630298,1,0,0->1->2->4->5->6,10,0.17196222814253656,0.05,3.439244562850731,1.0000000000000002
gm_qaoa_expectation_p4_seed2603,gm_qaoa_expectation,4,2603,uniform_feasible,logical_grover_feasible_mixer,normalized_route_cost_phase,normalized_route_cost_expectation,11.0,[0],150,150,False,evaluation_budget_exhausted,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.27045200392603874,1.0,0.17561522358754758,0.17561522358754758,11.289461966292643,0.3223654915731606,0.39786739361468487,0.6201195636418222,2.533631035134222,1,0,0->1->2->4->5->6,10,0.17561522358754758,0.05,3.5123044717509515,1.0
gm_th_qaoa_p1_seed2601,gm_th_qaoa,1,2601,uniform_feasible,logical_grover_feasible_mixer,strict_incumbent_threshold_phase,negative_better_solution_probability,11.0,[0],150,81,True,converged,Return from COBYLA because the trust region radius reaches its lower bound.,0.11667074682191014,1.0,0.39199999999999985,0.39199999999999985,11.408000000000001,0.35200000000000015,0.4559999999999999,0.5199999999999999,2.459853208882042,1,0,0->1->2->4->5->6,10,0.39199999999999985,0.05,7.839999999999996,1.0
gm_th_qaoa_p1_seed2602,gm_th_qaoa,1,2602,uniform_feasible,logical_grover_feasible_mixer,strict_incumbent_threshold_phase,negative_better_solution_probability,11.0,[0],150,69,True,converged,Return from COBYLA because the trust region radius reaches its lower bound.,0.10643714899197221,1.0,0.39199999999999985,0.39199999999999985,11.408000000000001,0.35200000000000015,0.4559999999999999,0.5199999999999999,2.459853208882042,1,0,0->1->2->4->5->6,10,0.39199999999999985,0.05,7.839999999999996,1.0
gm_th_qaoa_p1_seed2603,gm_th_qaoa,1,2603,uniform_feasible,logical_grover_feasible_mixer,strict_incumbent_threshold_phase,negative_better_solution_probability,11.0,[0],150,66,True,converged,Return from COBYLA because the trust region radius reaches its lower bound.,0.10831384127959609,1.0,0.39199999999999985,0.39199999999999985,11.408000000000001,0.35200000000000015,0.4559999999999999,0.5199999999999999,2.459853208882042,1,0,0->1->2->4->5->6,10,0.39199999999999985,0.05,7.839999999999996,1.0
gm_th_qaoa_p2_seed2601,gm_th_qaoa,2,2601,uniform_feasible,logical_grover_feasible_mixer,strict_incumbent_threshold_phase,negative_better_solution_probability,11.0,[0],150,150,False,evaluation_budget_exhausted,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.2502779299393296,1.0,0.8160799995493735,0.8160799995493735,10.425920001043563,0.10648000026088916,0.8354399995968078,0.8547999996442421,1.0188270253748917,1,0,0->1->2->4->5->6,10,0.8160799995493735,0.05,16.32159999098747,1.0000000000000002
gm_th_qaoa_p2_seed2602,gm_th_qaoa,2,2602,uniform_feasible,logical_grover_feasible_mixer,strict_incumbent_threshold_phase,negative_better_solution_probability,11.0,[0],150,150,False,evaluation_budget_exhausted,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.2600926635786891,0.9999999999999999,0.8160798566685643,0.8160798566685643,10.42592033192543,0.1064800829813575,0.8354398717560838,0.8547998868436033,1.0188276589726963,1,0,0->1->2->4->5->6,10,0.8160798566685643,0.05,16.321597133371284,1.0
gm_th_qaoa_p2_seed2603,gm_th_qaoa,2,2603,uniform_feasible,logical_grover_feasible_mixer,strict_incumbent_threshold_phase,negative_better_solution_probability,11.0,[0],150,150,False,evaluation_budget_exhausted,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.24883238598704338,1.0,0.8160799494182859,0.8160799494182859,10.425920117136604,0.10648002928415032,0.8354399547426768,0.8547999600670678,1.0188272476787086,1,0,0->1->2->4->5->6,10,0.8160799494182859,0.05,16.321598988365718,1.0
gm_th_qaoa_p3_seed2601,gm_th_qaoa,3,2601,uniform_feasible,logical_grover_feasible_mixer,strict_incumbent_threshold_phase,negative_better_solution_probability,11.0,[0],150,150,False,evaluation_budget_exhausted,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.26338224671781063,1.0,0.9998041830857457,0.9998041830857457,10.000453470748797,0.0001133676871998318,0.9998247953925093,0.999845407699273,0.002444318216846016,1,0,0->1->2->4->5->6,10,0.9998041830857457,0.05,19.996083661714913,1.0
gm_th_qaoa_p3_seed2602,gm_th_qaoa,3,2602,uniform_feasible,logical_grover_feasible_mixer,strict_incumbent_threshold_phase,negative_better_solution_probability,11.0,[0],150,150,False,evaluation_budget_exhausted,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.3710465091280639,1.0,0.8160340271205632,0.8160340271205632,10.426026463510272,0.10650661587756863,0.8353988663710302,0.8547637056214973,1.0190308807940882,1,0,0->1->2->4->5->6,10,0.8160340271205632,0.05,16.320680542411264,0.9999999999999999
gm_th_qaoa_p3_seed2603,gm_th_qaoa,3,2603,uniform_feasible,logical_grover_feasible_mixer,strict_incumbent_threshold_phase,negative_better_solution_probability,11.0,[0],150,150,False,evaluation_budget_exhausted,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.3231624448671937,1.0,0.998712003756065,0.998712003756065,10.00298272814385,0.0007456820359624135,0.9988475823080581,0.9989831608600513,0.013650779597670238,1,0,0->1->2->4->5->6,10,0.998712003756065,0.05,19.974240075121298,1.0
gm_th_qaoa_p4_seed2601,gm_th_qaoa,4,2601,uniform_feasible,logical_grover_feasible_mixer,strict_incumbent_threshold_phase,negative_better_solution_probability,11.0,[0],150,150,False,evaluation_budget_exhausted,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.44294165819883347,1.0,0.9997057889682204,0.9997057889682204,10.000681330810435,0.00017033270260914158,0.999736758550513,0.9997677281328057,0.0035527468183097523,1,0,0->1->2->4->5->6,10,0.9997057889682204,0.05,19.994115779364407,0.9999999999999998
gm_th_qaoa_p4_seed2602,gm_th_qaoa,4,2602,uniform_feasible,logical_grover_feasible_mixer,strict_incumbent_threshold_phase,negative_better_solution_probability,11.0,[0],150,150,False,evaluation_budget_exhausted,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.36767132207751274,1.0,0.9638911388723858,0.9638911388723858,10.083620520506052,0.020905130126513433,0.967692071622661,0.9714930043729363,0.26169464564950023,1,0,0->1->2->4->5->6,10,0.9638911388723858,0.05,19.277822777447714,0.9999999999999999
gm_th_qaoa_p4_seed2603,gm_th_qaoa,4,2603,uniform_feasible,logical_grover_feasible_mixer,strict_incumbent_threshold_phase,negative_better_solution_probability,11.0,[0],150,150,False,evaluation_budget_exhausted,Return from COBYLA because the objective function has been evaluated MAXFUN times.,0.44166233902797103,1.0,0.9984288372768082,0.9984288372768082,10.00363848209581,0.0009096205239532116,0.9985942228266178,0.9987596083764274,0.016339451808049764,1,0,0->1->2->4->5->6,10,0.9984288372768082,0.05,19.96857674553616,1.0000000000000002
