run_id,algorithm,depth,seed,objective_kind,p_opt,p_feas,p_opt_given_feas,P_feasible_top1,P_feasible_top3,P_feasible_top5,P_feasible_top10,P_feasible_all,Q_feasible_top1,Q_feasible_top3,Q_feasible_top5,Q_feasible_top10,energy_top1_mass,energy_top5_mass,energy_top10_mass,energy_top20_mass,energy_top50_mass,energy_top100_mass,shannon_entropy_full,shannon_entropy_feasible_conditional
cvarr-844d5244f5027a32a717dfdac2c6d58e7f45c857b01f9a5303da5125ce4b1a2d,penalty_x,110,8609,cvar_0.05,0.0008023458323560177,0.009865064525149616,0.0813320409927931,0.0008023458323560177,0.0015787099974590125,0.004661762499750498,0.005996545900637905,0.009865064525149616,0.0813320409927931,0.16003037724024105,0.47255266175563065,0.6078567337649482,0.0008023458323560177,0.004661762499750498,0.006616861303323352,0.010152646068483985,0.016061193857537657,0.02197435991213121,9.268134685926263,2.554280775768634
cvarr-81343f74aafd948ab9de434dea66467074c55e3dbd7cbf0ef76ac9b38611940b,penalty_x,110,8609,cvar_0.10,0.000439243313711043,0.005545692988787271,0.07920440503993649,0.000439243313711043,0.0007205646609962153,0.000868984214081447,0.002081137052353005,0.005545692988787271,0.07920440503993649,0.12993230286153795,0.1566953338092154,0.37527087355192856,0.000439243313711043,0.000868984214081447,0.002193183147001344,0.005876244061093498,0.01010279863766298,0.016966242257581376,9.266625916194531,2.4962001266061957
cvarr-5995fc29bf5f820f1526b3393f81e462c2a34f1b11fc7340ce0bca1bad50b4b8,penalty_x,110,8609,cvar_0.25,2.8114392422765094e-06,0.001986739652199801,0.0014151019934411468,2.8114392422765094e-06,0.00014600622421616355,0.0004827427369987557,0.0006635568860498411,0.001986739652199801,0.0014151019934411468,0.07349036601474147,0.24298238395969132,0.33399287386000637,2.8114392422765094e-06,0.0004827427369987557,0.0006947903848217558,0.0019970527490818413,0.005862082688375544,0.01096280636211637,9.27665134567128,2.2669676165179458
cvarr-671ec867edabbea9c1557001bf25cdf35dc0a2b17a26a668fd9738df109988f7,penalty_x,110,8609,cvar_0.50,4.593060727521855e-05,0.0026588322785773334,0.01727472907760648,4.593060727521855e-05,0.00034916159130047485,0.00044184712125102505,0.0011568066159354097,0.0026588322785773334,0.01727472907760648,0.13132140530778474,0.16618089257117227,0.43508070262874365,4.593060727521855e-05,0.00044184712125102505,0.001012443254653627,0.002369233275433973,0.006065925975801466,0.011715809911163343,9.269754762131353,2.6853102073214776
cvarr-48c0e81b0e5314e7336022ba5e249666d290bfb28145a741c3c5d45d64be447e,penalty_x,110,8609,expectation,5.577113472055909e-05,0.0012958101138100854,0.04303958900010016,5.577113472055909e-05,0.00027718330579390026,0.00030928940255437457,0.0005416753121343948,0.0012958101138100854,0.04303958900010016,0.21390734864608751,0.23868420168829166,0.4180205929568651,5.577113472055909e-05,0.00030928940255437457,0.0006298770477878555,0.0013538668902479234,0.0027500019551672467,0.006933310636225858,9.272375661321217,2.673060897687314
cvarr-d506e1933d12a826dc7d2b99593c0fda0f72c0d23a2581eead415a26b3923400,penalty_x,110,8610,cvar_0.05,3.432528787015347e-05,0.006640347357688395,0.005169200648880305,3.432528787015347e-05,0.0003938860142787219,0.001164831665137575,0.0028238003483483294,0.006640347357688395,0.005169200648880305,0.059317079824546946,0.17541727900557758,0.42524889079467326,3.432528787015347e-05,0.001164831665137575,0.003693760261273914,0.008428449258364043,0.016105605473297858,0.02180857366041941,9.257816154467495,2.676882603872552
cvarr-76372716480e6ddfdd59698cf47e3e50e90f9687e9f678ca560ba743729ae752,penalty_x,110,8610,cvar_0.10,0.0004889168170338433,0.005324838185366828,0.0918181548459884,0.0004889168170338433,0.0016470855446859447,0.0019026511287512013,0.0036273103883668286,0.005324838185366828,0.0918181548459884,0.30932123894624547,0.3573162343186073,0.6812057497512374,0.0004889168170338433,0.0019026511287512013,0.0036185611377895542,0.0056053544443504895,0.010486677378305491,0.01757201836485504,9.27386943474725,2.6820193938843824
cvarr-40111480f36ae3e6e0b9f108db1a0129df12b935a1717624966ee934d6b850c9,penalty_x,110,8610,cvar_0.25,5.731293927395274e-05,0.00213869590550141,0.02679807780363984,5.731293927395274e-05,0.0003220257305677341,0.0003741510456352401,0.001009100159072765,0.00213869590550141,0.02679807780363984,0.15057106984652702,0.17494354605196744,0.4718296586611666,5.731293927395274e-05,0.0003741510456352401,0.0007749312691338322,0.0021679452264333444,0.005991057352373715,0.011296040261149495,9.263980023827001,2.642308321915901
cvarr-98ce86cf0082b4a6cf7911e6ca5dec97e2dc69e5b550385de57129cafa924392,penalty_x,110,8610,cvar_0.50,8.89179904132386e-05,0.0016726135609138413,0.053161108154986966,8.89179904132386e-05,0.0005173886913288832,0.0006786970447804558,0.0009880936892774205,0.0016726135609138413,0.053161108154986966,0.309329484956588,0.40577038273541566,0.5907483428136086,8.89179904132386e-05,0.0006786970447804558,0.0008803968645212202,0.0017236918613782685,0.004573978533329596,0.007806356449512765,9.274167592448661,2.613342361562796
cvarr-29a0afdd84e636c7821dc92be067cae16c1fc3b5d8bd8a1419915ea36e44ecc4,penalty_x,110,8610,expectation,1.1213519001414508e-05,0.001181056398424036,0.009494482241811205,1.1213519001414508e-05,8.067390413857493e-05,0.0002828392573737011,0.0006297243214287123,0.001181056398424036,0.009494482241811205,0.06830656372229439,0.23947989084273433,0.5331873416620886,1.1213519001414508e-05,0.0002828392573737011,0.0005244381093199803,0.0010689333340860611,0.004577016316015039,0.009186894370624662,9.272059317479847,2.7249058902792864
cvarr-8515b200c01f7523fcb7d1af1cb42e6a62ca5d908f61adad2c0c9351655eb2b0,global_grover,50,8701,cvar_0.10,0.0007705748075382623,0.0156611483765148,0.049202956833855394,0.0007705748075382623,0.0023322069943819607,0.0038938391812256595,0.00779647516622824,0.0156611483765148,0.049202956833855394,0.14891672936828182,0.24863050190270825,0.49782269976572757,0.0007705748075382623,0.0038938391812256595,0.00779647516622824,0.015620462720117825,0.03890662091907999,0.07210188925311774,8.849690050469096,2.9955970041099813
cvarr-e87ec4650d3910efb8d65b62329df4fe0e8ce2cb3379ce8da46cf9957ee49b18,global_grover,50,8701,expectation,0.00023190332200550762,0.004815344447994487,0.048159238557086315,0.00023190332200550762,0.000719128728387135,0.0012063541347687623,0.0023389249057581725,0.004815344447994487,0.048159238557086315,0.1493410774979224,0.25052291643875846,0.4857232812768559,0.00023190332200550762,0.0012063541347687623,0.0023389249057581725,0.004807997748546942,0.011923718835826193,0.023923871631724526,9.087066315827194,2.994151984673005
cvarr-ab4bfc9be451a1e20d97e36e3d81b7d29f6ee24ff9db30d22578bd77d3f90b83,global_grover,50,8702,cvar_0.10,0.0006669179339732751,0.014494659327999319,0.04601128725288427,0.0006669179339732751,0.002104722403072889,0.0035425268721725033,0.007288845211075904,0.014494659327999319,0.04601128725288427,0.14520675204881836,0.24440221684475244,0.5028641961247098,0.0006669179339732751,0.0035425268721725033,0.007288845211075904,0.01461134368011393,0.03140940252936007,0.05520789083146513,8.620604989432447,2.994449760150024
cvarr-3cbb5e94a2ffe119a4116c5aac522fc25f97361c323181aa51894e7ebc46401b,global_grover,50,8702,expectation,0.00039107354391001585,0.007052194538333109,0.05545416278355417,0.00039107354391001585,0.001117090209951833,0.0018431068759936506,0.003608411711023131,0.007052194538333109,0.05545416278355417,0.15840320397852695,0.26135224517349975,0.5116721740174843,0.00039107354391001585,0.0018431068759936506,0.003608411711023131,0.007061746697247429,0.017235962831528274,0.033033391653593196,9.19229412510833,2.995181918766954
cvarr-b087b784a42596aa1a2c170a1c145f98c14866a94b521f4ff096600a8e40f2b2,global_grover,50,8703,cvar_0.10,0.0009482180075458798,0.01920364766824393,0.049376973787844405,0.0009482180075458798,0.002979211870474117,0.005010205733402355,0.009702238938407737,0.01920364766824393,0.049376973787844405,0.15513781141697805,0.2608986490461117,0.5052289599361804,0.0009482180075458798,0.005010205733402355,0.009702238938407737,0.019246247532970502,0.04491394834665387,0.08360397452619152,8.529049815271158,2.995058793200629
cvarr-d789209c606acb2eb97007e4c2a4519c40d7cc5ca51ba79f6a7f5d7fa1d510bd,global_grover,50,8703,expectation,0.0004153656932357031,0.008038357644195755,0.05167295505141222,0.0004153656932357031,0.0012161808107312233,0.0020169959282267435,0.003953108013557635,0.008038357644195755,0.05167295505141222,0.15129717593610545,0.25092139682079867,0.49178055873292104,0.0004153656932357031,0.0020169959282267435,0.003953108013557635,0.00804135341710263,0.01985922471285969,0.03753340924897375,9.008629145711701,2.9949341747895835
cvarr-da82994fbf427526b4d014e77b12c55b6f6b2c7c7aa5f94a2361ac9657558d8d,global_grover,50,8704,cvar_0.10,0.0007327435880853081,0.013672759725174774,0.05359149160912661,0.0007327435880853081,0.0021167951327996813,0.0035008466775140546,0.006862872011308496,0.013672759725174774,0.05359149160912661,0.15481842549329397,0.25604535937746137,0.5019375860655497,0.0007327435880853081,0.0035008466775140546,0.006862872011308496,0.013685683401859845,0.03113302426907283,0.05438494081538159,9.004230640324995,2.995463166197197
