state_index,basis_state,penalized_energy,feasibility,decoded_route_id,decoded_route,true_route_cost,is_optimal_route
3228,00111001001100,81.0,False,,,,False
3229,10111001001100,71.0,False,,,,False
3230,01111001001100,97.0,False,,,,False
3231,11111001001100,99.0,False,,,,False
3232,00000101001100,76.0,False,,,,False
3233,10000101001100,66.0,False,,,,False
3234,01000101001100,68.0,False,,,,False
3235,11000101001100,70.0,False,,,,False
3236,00100101001100,71.0,False,,,,False
3237,10100101001100,73.0,False,,,,False
3238,01100101001100,75.0,False,,,,False
3239,11100101001100,89.0,False,,,,False
3240,00010101001100,89.0,False,,,,False
3241,10010101001100,67.0,False,,,,False
3242,01010101001100,93.0,False,,,,False
3243,11010101001100,83.0,False,,,,False
3244,00110101001100,84.0,False,,,,False
3245,10110101001100,74.0,False,,,,False
3246,01110101001100,100.0,False,,,,False
3247,11110101001100,102.0,False,,,,False
3248,00001101001100,92.0,False,,,,False
3249,10001101001100,70.0,False,,,,False
3250,01001101001100,84.0,False,,,,False
3251,11001101001100,74.0,False,,,,False
3252,00101101001100,99.0,False,,,,False
3253,10101101001100,89.0,False,,,,False
3254,01101101001100,103.0,False,,,,False
3255,11101101001100,105.0,False,,,,False
3256,00011101001100,117.0,False,,,,False
3257,10011101001100,83.0,False,,,,False
3258,01011101001100,121.0,False,,,,False
3259,11011101001100,99.0,False,,,,False
3260,00111101001100,124.0,False,,,,False
3261,10111101001100,102.0,False,,,,False
3262,01111101001100,140.0,False,,,,False
3263,11111101001100,130.0,False,,,,False
3264,00000011001100,71.0,False,,,,False
3265,10000011001100,73.0,False,,,,False
3266,01000011001100,51.0,False,,,,False
3267,11000011001100,65.0,False,,,,False
3268,00100011001100,78.0,False,,,,False
3269,10100011001100,92.0,False,,,,False
3270,01100011001100,70.0,False,,,,False
3271,11100011001100,96.0,False,,,,False
3272,00010011001100,60.0,False,,,,False
3273,10010011001100,50.0,False,,,,False
3274,01010011001100,52.0,False,,,,False
3275,11010011001100,54.0,False,,,,False
3276,00110011001100,67.0,False,,,,False
3277,10110011001100,69.0,False,,,,False
3278,01110011001100,71.0,False,,,,False
3279,11110011001100,85.0,False,,,,False
3280,00001011001100,87.0,False,,,,False
3281,10001011001100,77.0,False,,,,False
3282,01001011001100,67.0,False,,,,False
3283,11001011001100,69.0,False,,,,False
3284,00101011001100,106.0,False,,,,False
3285,10101011001100,108.0,False,,,,False
3286,01101011001100,98.0,False,,,,False
3287,11101011001100,112.0,False,,,,False
3288,00011011001100,88.0,False,,,,False
3289,10011011001100,66.0,False,,,,False
3290,01011011001100,80.0,False,,,,False
3291,11011011001100,70.0,False,,,,False
3292,00111011001100,107.0,False,,,,False
3293,10111011001100,97.0,False,,,,False
3294,01111011001100,111.0,False,,,,False
3295,11111011001100,113.0,False,,,,False
3296,00000111001100,90.0,False,,,,False
3297,10000111001100,80.0,False,,,,False
3298,01000111001100,70.0,False,,,,False
3299,11000111001100,72.0,False,,,,False
3300,00100111001100,97.0,False,,,,False
3301,10100111001100,99.0,False,,,,False
3302,01100111001100,89.0,False,,,,False
3303,11100111001100,103.0,False,,,,False
3304,00010111001100,91.0,False,,,,False
3305,10010111001100,69.0,False,,,,False
3306,01010111001100,83.0,False,,,,False
3307,11010111001100,73.0,False,,,,False
3308,00110111001100,98.0,False,,,,False
3309,10110111001100,88.0,False,,,,False
3310,01110111001100,102.0,False,,,,False
3311,11110111001100,104.0,False,,,,False
3312,00001111001100,118.0,False,,,,False
3313,10001111001100,96.0,False,,,,False
3314,01001111001100,98.0,False,,,,False
3315,11001111001100,88.0,False,,,,False
3316,00101111001100,137.0,False,,,,False
3317,10101111001100,127.0,False,,,,False
3318,01101111001100,129.0,False,,,,False
3319,11101111001100,131.0,False,,,,False
3320,00011111001100,131.0,False,,,,False
3321,10011111001100,97.0,False,,,,False
3322,01011111001100,123.0,False,,,,False
3323,11011111001100,101.0,False,,,,False
3324,00111111001100,150.0,False,,,,False
3325,10111111001100,128.0,False,,,,False
3326,01111111001100,154.0,False,,,,False
3327,11111111001100,144.0,False,,,,False
3328,00000000101100,97.0,False,,,,False
3329,10000000101100,99.0,False,,,,False
3330,01000000101100,89.0,False,,,,False
3331,11000000101100,103.0,False,,,,False
3332,00100000101100,92.0,False,,,,False
3333,10100000101100,106.0,False,,,,False
3334,01100000101100,96.0,False,,,,False
3335,11100000101100,122.0,False,,,,False
3336,00010000101100,98.0,False,,,,False
3337,10010000101100,88.0,False,,,,False
3338,01010000101100,102.0,False,,,,False
3339,11010000101100,104.0,False,,,,False
3340,00110000101100,93.0,False,,,,False
3341,10110000101100,95.0,False,,,,False
3342,01110000101100,109.0,False,,,,False
3343,11110000101100,123.0,False,,,,False
3344,00001000101100,101.0,False,,,,False
3345,10001000101100,91.0,False,,,,False
3346,01001000101100,93.0,False,,,,False
3347,11001000101100,95.0,False,,,,False
3348,00101000101100,108.0,False,,,,False
3349,10101000101100,110.0,False,,,,False
3350,01101000101100,112.0,False,,,,False
3351,11101000101100,126.0,False,,,,False
3352,00011000101100,114.0,False,,,,False
3353,10011000101100,92.0,False,,,,False
3354,01011000101100,118.0,False,,,,False
3355,11011000101100,108.0,False,,,,False
3356,00111000101100,121.0,False,,,,False
3357,10111000101100,111.0,False,,,,False
3358,01111000101100,137.0,False,,,,False
3359,11111000101100,139.0,False,,,,False
3360,00000100101100,104.0,False,,,,False
3361,10000100101100,94.0,False,,,,False
3362,01000100101100,96.0,False,,,,False
3363,11000100101100,98.0,False,,,,False
3364,00100100101100,99.0,False,,,,False
3365,10100100101100,101.0,False,,,,False
3366,01100100101100,103.0,False,,,,False
3367,11100100101100,117.0,False,,,,False
3368,00010100101100,117.0,False,,,,False
3369,10010100101100,95.0,False,,,,False
3370,01010100101100,121.0,False,,,,False
3371,11010100101100,111.0,False,,,,False
3372,00110100101100,112.0,False,,,,False
3373,10110100101100,102.0,False,,,,False
3374,01110100101100,128.0,False,,,,False
3375,11110100101100,130.0,False,,,,False
3376,00001100101100,120.0,False,,,,False
3377,10001100101100,98.0,False,,,,False
3378,01001100101100,112.0,False,,,,False
3379,11001100101100,102.0,False,,,,False
3380,00101100101100,127.0,False,,,,False
3381,10101100101100,117.0,False,,,,False
3382,01101100101100,131.0,False,,,,False
3383,11101100101100,133.0,False,,,,False
3384,00011100101100,145.0,False,,,,False
3385,10011100101100,111.0,False,,,,False
3386,01011100101100,149.0,False,,,,False
3387,11011100101100,127.0,False,,,,False
3388,00111100101100,152.0,False,,,,False
3389,10111100101100,130.0,False,,,,False
3390,01111100101100,168.0,False,,,,False
3391,11111100101100,158.0,False,,,,False
3392,00000010101100,111.0,False,,,,False
3393,10000010101100,113.0,False,,,,False
3394,01000010101100,91.0,False,,,,False
3395,11000010101100,105.0,False,,,,False
3396,00100010101100,118.0,False,,,,False
3397,10100010101100,132.0,False,,,,False
3398,01100010101100,110.0,False,,,,False
3399,11100010101100,136.0,False,,,,False
3400,00010010101100,100.0,False,,,,False
3401,10010010101100,90.0,False,,,,False
3402,01010010101100,92.0,False,,,,False
3403,11010010101100,94.0,False,,,,False
3404,00110010101100,107.0,False,,,,False
3405,10110010101100,109.0,False,,,,False
3406,01110010101100,111.0,False,,,,False
3407,11110010101100,125.0,False,,,,False
3408,00001010101100,127.0,False,,,,False
3409,10001010101100,117.0,False,,,,False
3410,01001010101100,107.0,False,,,,False
3411,11001010101100,109.0,False,,,,False
3412,00101010101100,146.0,False,,,,False
3413,10101010101100,148.0,False,,,,False
3414,01101010101100,138.0,False,,,,False
3415,11101010101100,152.0,False,,,,False
3416,00011010101100,128.0,False,,,,False
3417,10011010101100,106.0,False,,,,False
3418,01011010101100,120.0,False,,,,False
3419,11011010101100,110.0,False,,,,False
3420,00111010101100,147.0,False,,,,False
3421,10111010101100,137.0,False,,,,False
3422,01111010101100,151.0,False,,,,False
3423,11111010101100,153.0,False,,,,False
3424,00000110101100,118.0,False,,,,False
3425,10000110101100,108.0,False,,,,False
3426,01000110101100,98.0,False,,,,False
3427,11000110101100,100.0,False,,,,False
3428,00100110101100,125.0,False,,,,False
3429,10100110101100,127.0,False,,,,False
3430,01100110101100,117.0,False,,,,False
3431,11100110101100,131.0,False,,,,False
3432,00010110101100,119.0,False,,,,False
3433,10010110101100,97.0,False,,,,False
3434,01010110101100,111.0,False,,,,False
3435,11010110101100,101.0,False,,,,False
3436,00110110101100,126.0,False,,,,False
3437,10110110101100,116.0,False,,,,False
3438,01110110101100,130.0,False,,,,False
3439,11110110101100,132.0,False,,,,False
3440,00001110101100,146.0,False,,,,False
3441,10001110101100,124.0,False,,,,False
3442,01001110101100,126.0,False,,,,False
3443,11001110101100,116.0,False,,,,False
3444,00101110101100,165.0,False,,,,False
3445,10101110101100,155.0,False,,,,False
3446,01101110101100,157.0,False,,,,False
3447,11101110101100,159.0,False,,,,False
3448,00011110101100,159.0,False,,,,False
3449,10011110101100,125.0,False,,,,False
3450,01011110101100,151.0,False,,,,False
3451,11011110101100,129.0,False,,,,False
3452,00111110101100,178.0,False,,,,False
3453,10111110101100,156.0,False,,,,False
3454,01111110101100,182.0,False,,,,False
3455,11111110101100,172.0,False,,,,False
3456,00000001101100,112.0,False,,,,False
3457,10000001101100,114.0,False,,,,False
3458,01000001101100,92.0,False,,,,False
3459,11000001101100,106.0,False,,,,False
3460,00100001101100,107.0,False,,,,False
3461,10100001101100,121.0,False,,,,False
3462,01100001101100,99.0,False,,,,False
3463,11100001101100,125.0,False,,,,False
3464,00010001101100,101.0,False,,,,False
3465,10010001101100,91.0,False,,,,False
3466,01010001101100,93.0,False,,,,False
3467,11010001101100,95.0,False,,,,False
3468,00110001101100,96.0,False,,,,False
3469,10110001101100,98.0,False,,,,False
3470,01110001101100,100.0,False,,,,False
3471,11110001101100,114.0,False,,,,False
3472,00001001101100,116.0,False,,,,False
3473,10001001101100,106.0,False,,,,False
3474,01001001101100,96.0,False,,,,False
3475,11001001101100,98.0,False,,,,False
3476,00101001101100,123.0,False,,,,False
3477,10101001101100,125.0,False,,,,False
3478,01101001101100,115.0,False,,,,False
3479,11101001101100,129.0,False,,,,False
3480,00011001101100,117.0,False,,,,False
3481,10011001101100,95.0,False,,,,False
3482,01011001101100,109.0,False,,,,False
3483,11011001101100,99.0,False,,,,False
3484,00111001101100,124.0,False,,,,False
3485,10111001101100,114.0,False,,,,False
3486,01111001101100,128.0,False,,,,False
3487,11111001101100,130.0,False,,,,False
3488,00000101101100,131.0,False,,,,False
3489,10000101101100,121.0,False,,,,False
3490,01000101101100,111.0,False,,,,False
3491,11000101101100,113.0,False,,,,False
3492,00100101101100,126.0,False,,,,False
3493,10100101101100,128.0,False,,,,False
3494,01100101101100,118.0,False,,,,False
3495,11100101101100,132.0,False,,,,False
3496,00010101101100,132.0,False,,,,False
3497,10010101101100,110.0,False,,,,False
3498,01010101101100,124.0,False,,,,False
3499,11010101101100,114.0,False,,,,False
3500,00110101101100,127.0,False,,,,False
3501,10110101101100,117.0,False,,,,False
3502,01110101101100,131.0,False,,,,False
3503,11110101101100,133.0,False,,,,False
3504,00001101101100,147.0,False,,,,False
3505,10001101101100,125.0,False,,,,False
3506,01001101101100,127.0,False,,,,False
3507,11001101101100,117.0,False,,,,False
3508,00101101101100,154.0,False,,,,False
3509,10101101101100,144.0,False,,,,False
3510,01101101101100,146.0,False,,,,False
3511,11101101101100,148.0,False,,,,False
3512,00011101101100,160.0,False,,,,False
3513,10011101101100,126.0,False,,,,False
3514,01011101101100,152.0,False,,,,False
3515,11011101101100,130.0,False,,,,False
3516,00111101101100,167.0,False,,,,False
3517,10111101101100,145.0,False,,,,False
3518,01111101101100,171.0,False,,,,False
3519,11111101101100,161.0,False,,,,False
3520,00000011101100,138.0,False,,,,False
3521,10000011101100,140.0,False,,,,False
3522,01000011101100,106.0,False,,,,False
3523,11000011101100,120.0,False,,,,False
3524,00100011101100,145.0,False,,,,False
3525,10100011101100,159.0,False,,,,False
3526,01100011101100,125.0,False,,,,False
3527,11100011101100,151.0,False,,,,False
3528,00010011101100,115.0,False,,,,False
3529,10010011101100,105.0,False,,,,False
3530,01010011101100,95.0,False,,,,False
3531,11010011101100,97.0,False,,,,False
3532,00110011101100,122.0,False,,,,False
3533,10110011101100,124.0,False,,,,False
3534,01110011101100,114.0,False,,,,False
3535,11110011101100,128.0,False,,,,False
3536,00001011101100,154.0,False,,,,False
3537,10001011101100,144.0,False,,,,False
3538,01001011101100,122.0,False,,,,False
3539,11001011101100,124.0,False,,,,False
3540,00101011101100,173.0,False,,,,False
3541,10101011101100,175.0,False,,,,False
3542,01101011101100,153.0,False,,,,False
3543,11101011101100,167.0,False,,,,False
3544,00011011101100,143.0,False,,,,False
3545,10011011101100,121.0,False,,,,False
3546,01011011101100,123.0,False,,,,False
3547,11011011101100,113.0,False,,,,False
3548,00111011101100,162.0,False,,,,False
3549,10111011101100,152.0,False,,,,False
3550,01111011101100,154.0,False,,,,False
3551,11111011101100,156.0,False,,,,False
3552,00000111101100,157.0,False,,,,False
3553,10000111101100,147.0,False,,,,False
3554,01000111101100,125.0,False,,,,False
3555,11000111101100,127.0,False,,,,False
3556,00100111101100,164.0,False,,,,False
3557,10100111101100,166.0,False,,,,False
3558,01100111101100,144.0,False,,,,False
3559,11100111101100,158.0,False,,,,False
3560,00010111101100,146.0,False,,,,False
3561,10010111101100,124.0,False,,,,False
3562,01010111101100,126.0,False,,,,False
3563,11010111101100,116.0,False,,,,False
3564,00110111101100,153.0,False,,,,False
3565,10110111101100,143.0,False,,,,False
3566,01110111101100,145.0,False,,,,False
3567,11110111101100,147.0,False,,,,False
3568,00001111101100,185.0,False,,,,False
3569,10001111101100,163.0,False,,,,False
3570,01001111101100,153.0,False,,,,False
3571,11001111101100,143.0,False,,,,False
3572,00101111101100,204.0,False,,,,False
3573,10101111101100,194.0,False,,,,False
3574,01101111101100,184.0,False,,,,False
3575,11101111101100,186.0,False,,,,False
3576,00011111101100,186.0,False,,,,False
3577,10011111101100,152.0,False,,,,False
3578,01011111101100,166.0,False,,,,False
3579,11011111101100,144.0,False,,,,False
3580,00111111101100,205.0,False,,,,False
3581,10111111101100,183.0,False,,,,False
3582,01111111101100,197.0,False,,,,False
3583,11111111101100,187.0,False,,,,False
3584,00000000011100,68.0,False,,,,False
3585,10000000011100,70.0,False,,,,False
3586,01000000011100,72.0,False,,,,False
3587,11000000011100,86.0,False,,,,False
3588,00100000011100,51.0,False,,,,False
3589,10100000011100,65.0,False,,,,False
3590,01100000011100,67.0,False,,,,False
3591,11100000011100,93.0,False,,,,False
3592,00010000011100,81.0,False,,,,False
3593,10010000011100,71.0,False,,,,False
3594,01010000011100,97.0,False,,,,False
3595,11010000011100,99.0,False,,,,False
3596,00110000011100,64.0,False,,,,False
3597,10110000011100,66.0,False,,,,False
3598,01110000011100,92.0,False,,,,False
3599,11110000011100,106.0,False,,,,False
3600,00001000011100,60.0,False,,,,False
3601,10001000011100,50.0,False,,,,False
3602,01001000011100,64.0,False,,,,False
3603,11001000011100,66.0,False,,,,False
3604,00101000011100,55.0,False,,,,False
3605,10101000011100,57.0,False,,,,False
3606,01101000011100,71.0,False,,,,False
3607,11101000011100,85.0,False,,,,False
3608,00011000011100,85.0,False,,,,False
3609,10011000011100,63.0,False,,,,False
3610,01011000011100,101.0,False,,,,False
3611,11011000011100,91.0,False,,,,False
3612,00111000011100,80.0,False,,,,False
3613,10111000011100,70.0,False,,,,False
3614,01111000011100,108.0,False,,,,False
3615,11111000011100,110.0,False,,,,False
3616,00000100011100,87.0,False,,,,False
3617,10000100011100,77.0,False,,,,False
3618,01000100011100,91.0,False,,,,False
3619,11000100011100,93.0,False,,,,False
3620,00100100011100,70.0,False,,,,False
3621,10100100011100,72.0,False,,,,False
3622,01100100011100,86.0,False,,,,False
3623,11100100011100,100.0,False,,,,False
3624,00010100011100,112.0,False,,,,False
3625,10010100011100,90.0,False,,,,False
3626,01010100011100,128.0,False,,,,False
3627,11010100011100,118.0,False,,,,False
3628,00110100011100,95.0,False,,,,False
3629,10110100011100,85.0,False,,,,False
3630,01110100011100,123.0,False,,,,False
3631,11110100011100,125.0,False,,,,False
3632,00001100011100,91.0,False,,,,False
3633,10001100011100,69.0,False,,,,False
3634,01001100011100,95.0,False,,,,False
3635,11001100011100,85.0,False,,,,False
3636,00101100011100,86.0,False,,,,False
3637,10101100011100,76.0,False,,,,False
3638,01101100011100,102.0,False,,,,False
3639,11101100011100,104.0,False,,,,False
3640,00011100011100,128.0,False,,,,False
3641,10011100011100,94.0,False,,,,False
3642,01011100011100,144.0,False,,,,False
3643,11011100011100,122.0,False,,,,False
3644,00111100011100,123.0,False,,,,False
3645,10111100011100,101.0,False,,,,False
3646,01111100011100,151.0,False,,,,False
3647,11111100011100,141.0,False,,,,False
3648,00000010011100,58.0,False,,,,False
3649,10000010011100,60.0,False,,,,False
3650,01000010011100,50.0,False,,,,False
3651,11000010011100,64.0,False,,,,False
3652,00100010011100,53.0,False,,,,False
3653,10100010011100,67.0,False,,,,False
3654,01100010011100,57.0,False,,,,False
3655,11100010011100,83.0,False,,,,False
3656,00010010011100,59.0,False,,,,False
3657,10010010011100,49.0,False,,,,False
3658,01010010011100,63.0,False,,,,False
3659,11010010011100,65.0,False,,,,False
3660,00110010011100,54.0,False,,,,False
3661,10110010011100,56.0,False,,,,False
3662,01110010011100,70.0,False,,,,False
3663,11110010011100,84.0,False,,,,False
3664,00001010011100,62.0,False,,,,False
3665,10001010011100,52.0,False,,,,False
3666,01001010011100,54.0,False,,,,False
3667,11001010011100,56.0,False,,,,False
3668,00101010011100,69.0,False,,,,False
3669,10101010011100,71.0,False,,,,False
3670,01101010011100,73.0,False,,,,False
3671,11101010011100,87.0,False,,,,False
3672,00011010011100,75.0,False,,,,False
3673,10011010011100,53.0,False,,,,False
3674,01011010011100,79.0,False,,,,False
3675,11011010011100,69.0,False,,,,False
3676,00111010011100,82.0,False,,,,False
3677,10111010011100,72.0,False,,,,False
3678,01111010011100,98.0,False,,,,False
3679,11111010011100,100.0,False,,,,False
3680,00000110011100,77.0,False,,,,False
3681,10000110011100,67.0,False,,,,False
3682,01000110011100,69.0,False,,,,False
3683,11000110011100,71.0,False,,,,False
3684,00100110011100,72.0,False,,,,False
3685,10100110011100,74.0,False,,,,False
3686,01100110011100,76.0,False,,,,False
3687,11100110011100,90.0,False,,,,False
3688,00010110011100,90.0,False,,,,False
3689,10010110011100,68.0,False,,,,False
3690,01010110011100,94.0,False,,,,False
3691,11010110011100,84.0,False,,,,False
3692,00110110011100,85.0,False,,,,False
3693,10110110011100,75.0,False,,,,False
3694,01110110011100,101.0,False,,,,False
3695,11110110011100,103.0,False,,,,False
3696,00001110011100,93.0,False,,,,False
3697,10001110011100,71.0,False,,,,False
3698,01001110011100,85.0,False,,,,False
3699,11001110011100,75.0,False,,,,False
3700,00101110011100,100.0,False,,,,False
3701,10101110011100,90.0,False,,,,False
3702,01101110011100,104.0,False,,,,False
3703,11101110011100,106.0,False,,,,False
3704,00011110011100,118.0,False,,,,False
3705,10011110011100,84.0,False,,,,False
3706,01011110011100,122.0,False,,,,False
3707,11011110011100,100.0,False,,,,False
3708,00111110011100,125.0,False,,,,False
3709,10111110011100,103.0,False,,,,False
3710,01111110011100,141.0,False,,,,False
3711,11111110011100,131.0,False,,,,False
3712,00000001011100,83.0,False,,,,False
3713,10000001011100,85.0,False,,,,False
3714,01000001011100,75.0,False,,,,False
3715,11000001011100,89.0,False,,,,False
3716,00100001011100,66.0,False,,,,False
3717,10100001011100,80.0,False,,,,False
3718,01100001011100,70.0,False,,,,False
3719,11100001011100,96.0,False,,,,False
3720,00010001011100,84.0,False,,,,False
3721,10010001011100,74.0,False,,,,False
3722,01010001011100,88.0,False,,,,False
3723,11010001011100,90.0,False,,,,False
3724,00110001011100,67.0,False,,,,False
3725,10110001011100,69.0,False,,,,False
3726,01110001011100,83.0,False,,,,False
3727,11110001011100,97.0,False,,,,False
3728,00001001011100,75.0,False,,,,False
3729,10001001011100,65.0,False,,,,False
3730,01001001011100,67.0,False,,,,False
3731,11001001011100,69.0,False,,,,False
3732,00101001011100,70.0,False,,,,False
3733,10101001011100,72.0,False,,,,False
3734,01101001011100,74.0,False,,,,False
3735,11101001011100,88.0,False,,,,False
3736,00011001011100,88.0,False,,,,False
3737,10011001011100,66.0,False,,,,False
3738,01011001011100,92.0,False,,,,False
3739,11011001011100,82.0,False,,,,False
3740,00111001011100,83.0,False,,,,False
3741,10111001011100,73.0,False,,,,False
3742,01111001011100,99.0,False,,,,False
3743,11111001011100,101.0,False,,,,False
3744,00000101011100,114.0,False,,,,False
3745,10000101011100,104.0,False,,,,False
3746,01000101011100,106.0,False,,,,False
3747,11000101011100,108.0,False,,,,False
3748,00100101011100,97.0,False,,,,False
3749,10100101011100,99.0,False,,,,False
3750,01100101011100,101.0,False,,,,False
3751,11100101011100,115.0,False,,,,False
3752,00010101011100,127.0,False,,,,False
3753,10010101011100,105.0,False,,,,False
3754,01010101011100,131.0,False,,,,False
3755,11010101011100,121.0,False,,,,False
3756,00110101011100,110.0,False,,,,False
3757,10110101011100,100.0,False,,,,False
3758,01110101011100,126.0,False,,,,False
3759,11110101011100,128.0,False,,,,False
3760,00001101011100,118.0,False,,,,False
3761,10001101011100,96.0,False,,,,False
3762,01001101011100,110.0,False,,,,False
3763,11001101011100,100.0,False,,,,False
3764,00101101011100,113.0,False,,,,False
3765,10101101011100,103.0,False,,,,False
3766,01101101011100,117.0,False,,,,False
3767,11101101011100,119.0,False,,,,False
3768,00011101011100,143.0,False,,,,False
3769,10011101011100,109.0,False,,,,False
3770,01011101011100,147.0,False,,,,False
3771,11011101011100,125.0,False,,,,False
3772,00111101011100,138.0,False,,,,False
3773,10111101011100,116.0,False,,,,False
3774,01111101011100,154.0,False,,,,False
3775,11111101011100,144.0,False,,,,False
3776,00000011011100,85.0,False,,,,False
3777,10000011011100,87.0,False,,,,False
3778,01000011011100,65.0,False,,,,False
3779,11000011011100,79.0,False,,,,False
3780,00100011011100,80.0,False,,,,False
3781,10100011011100,94.0,False,,,,False
3782,01100011011100,72.0,False,,,,False
3783,11100011011100,98.0,False,,,,False
3784,00010011011100,74.0,False,,,,False
3785,10010011011100,64.0,False,,,,False
3786,01010011011100,66.0,False,,,,False
3787,11010011011100,68.0,False,,,,False
3788,00110011011100,69.0,False,,,,False
3789,10110011011100,71.0,False,,,,False
3790,01110011011100,73.0,False,,,,False
3791,11110011011100,87.0,False,,,,False
3792,00001011011100,89.0,False,,,,False
3793,10001011011100,79.0,False,,,,False
3794,01001011011100,69.0,False,,,,False
3795,11001011011100,71.0,False,,,,False
3796,00101011011100,96.0,False,,,,False
3797,10101011011100,98.0,False,,,,False
3798,01101011011100,88.0,False,,,,False
3799,11101011011100,102.0,False,,,,False
3800,00011011011100,90.0,False,,,,False
3801,10011011011100,68.0,False,,,,False
3802,01011011011100,82.0,False,,,,False
3803,11011011011100,72.0,False,,,,False
3804,00111011011100,97.0,False,,,,False
3805,10111011011100,87.0,False,,,,False
3806,01111011011100,101.0,False,,,,False
3807,11111011011100,103.0,False,,,,False
3808,00000111011100,116.0,False,,,,False
3809,10000111011100,106.0,False,,,,False
3810,01000111011100,96.0,False,,,,False
3811,11000111011100,98.0,False,,,,False
3812,00100111011100,111.0,False,,,,False
3813,10100111011100,113.0,False,,,,False
3814,01100111011100,103.0,False,,,,False
3815,11100111011100,117.0,False,,,,False
3816,00010111011100,117.0,False,,,,False
3817,10010111011100,95.0,False,,,,False
3818,01010111011100,109.0,False,,,,False
3819,11010111011100,99.0,False,,,,False
3820,00110111011100,112.0,False,,,,False
3821,10110111011100,102.0,False,,,,False
3822,01110111011100,116.0,False,,,,False
3823,11110111011100,118.0,False,,,,False
3824,00001111011100,132.0,False,,,,False
3825,10001111011100,110.0,False,,,,False
3826,01001111011100,112.0,False,,,,False
3827,11001111011100,102.0,False,,,,False
3828,00101111011100,139.0,False,,,,False
3829,10101111011100,129.0,False,,,,False
3830,01101111011100,131.0,False,,,,False
3831,11101111011100,133.0,False,,,,False
3832,00011111011100,145.0,False,,,,False
3833,10011111011100,111.0,False,,,,False
3834,01011111011100,137.0,False,,,,False
3835,11011111011100,115.0,False,,,,False
3836,00111111011100,152.0,False,,,,False
3837,10111111011100,130.0,False,,,,False
3838,01111111011100,156.0,False,,,,False
3839,11111111011100,146.0,False,,,,False
3840,00000000111100,111.0,False,,,,False
3841,10000000111100,113.0,False,,,,False
3842,01000000111100,103.0,False,,,,False
3843,11000000111100,117.0,False,,,,False
3844,00100000111100,94.0,False,,,,False
3845,10100000111100,108.0,False,,,,False
3846,01100000111100,98.0,False,,,,False
3847,11100000111100,124.0,False,,,,False
3848,00010000111100,112.0,False,,,,False
3849,10010000111100,102.0,False,,,,False
3850,01010000111100,116.0,False,,,,False
3851,11010000111100,118.0,False,,,,False
3852,00110000111100,95.0,False,,,,False
3853,10110000111100,97.0,False,,,,False
3854,01110000111100,111.0,False,,,,False
3855,11110000111100,125.0,False,,,,False
3856,00001000111100,103.0,False,,,,False
3857,10001000111100,93.0,False,,,,False
3858,01001000111100,95.0,False,,,,False
3859,11001000111100,97.0,False,,,,False
3860,00101000111100,98.0,False,,,,False
3861,10101000111100,100.0,False,,,,False
3862,01101000111100,102.0,False,,,,False
3863,11101000111100,116.0,False,,,,False
3864,00011000111100,116.0,False,,,,False
3865,10011000111100,94.0,False,,,,False
3866,01011000111100,120.0,False,,,,False
3867,11011000111100,110.0,False,,,,False
3868,00111000111100,111.0,False,,,,False
3869,10111000111100,101.0,False,,,,False
3870,01111000111100,127.0,False,,,,False
3871,11111000111100,129.0,False,,,,False
3872,00000100111100,130.0,False,,,,False
3873,10000100111100,120.0,False,,,,False
3874,01000100111100,122.0,False,,,,False
3875,11000100111100,124.0,False,,,,False
3876,00100100111100,113.0,False,,,,False
3877,10100100111100,115.0,False,,,,False
3878,01100100111100,117.0,False,,,,False
3879,11100100111100,131.0,False,,,,False
3880,00010100111100,143.0,False,,,,False
3881,10010100111100,121.0,False,,,,False
3882,01010100111100,147.0,False,,,,False
3883,11010100111100,137.0,False,,,,False
3884,00110100111100,126.0,False,,,,False
3885,10110100111100,116.0,False,,,,False
3886,01110100111100,142.0,False,,,,False
3887,11110100111100,144.0,False,,,,False
3888,00001100111100,134.0,False,,,,False
3889,10001100111100,112.0,False,,,,False
3890,01001100111100,126.0,False,,,,False
3891,11001100111100,116.0,False,,,,False
3892,00101100111100,129.0,False,,,,False
3893,10101100111100,119.0,False,,,,False
3894,01101100111100,133.0,False,,,,False
3895,11101100111100,135.0,False,,,,False
3896,00011100111100,159.0,False,,,,False
3897,10011100111100,125.0,False,,,,False
3898,01011100111100,163.0,False,,,,False
3899,11011100111100,141.0,False,,,,False
3900,00111100111100,154.0,False,,,,False
3901,10111100111100,132.0,False,,,,False
3902,01111100111100,170.0,False,,,,False
3903,11111100111100,160.0,False,,,,False
3904,00000010111100,113.0,False,,,,False
3905,10000010111100,115.0,False,,,,False
3906,01000010111100,93.0,False,,,,False
3907,11000010111100,107.0,False,,,,False
3908,00100010111100,108.0,False,,,,False
3909,10100010111100,122.0,False,,,,False
3910,01100010111100,100.0,False,,,,False
3911,11100010111100,126.0,False,,,,False
3912,00010010111100,102.0,False,,,,False
3913,10010010111100,92.0,False,,,,False
3914,01010010111100,94.0,False,,,,False
3915,11010010111100,96.0,False,,,,False
3916,00110010111100,97.0,False,,,,False
3917,10110010111100,99.0,False,,,,False
3918,01110010111100,101.0,False,,,,False
3919,11110010111100,115.0,False,,,,False
3920,00001010111100,117.0,False,,,,False
3921,10001010111100,107.0,False,,,,False
3922,01001010111100,97.0,False,,,,False
3923,11001010111100,99.0,False,,,,False
3924,00101010111100,124.0,False,,,,False
