run_id,evaluation_index,training_objective,expectation_objective,cvar_0.10,p_opt,p_feas,p_opt_given_feas,incumbent_training_objective,incumbent_evaluation_index,is_incumbent
cscm-6177ac44b5872c7b025b08d1f7825bdd3d4ae76f6265db5af0525a2a45c428f9,0,26.36232708120531,99.54416713317806,26.36232708120531,0.00024591760545622683,0.004403352643046525,0.05584781083671851,26.36232708120531,0,True
cscm-6177ac44b5872c7b025b08d1f7825bdd3d4ae76f6265db5af0525a2a45c428f9,1,26.36232708120531,99.54416713317806,26.36232708120531,0.00024591760545622683,0.004403352643046525,0.05584781083671851,26.36232708120531,0,False
cscm-6177ac44b5872c7b025b08d1f7825bdd3d4ae76f6265db5af0525a2a45c428f9,2,46.63437799242076,108.22672322034963,46.63437799242076,6.18665312295428e-05,0.001178886661439677,0.05247877786147,26.36232708120531,0,False
cscm-6177ac44b5872c7b025b08d1f7825bdd3d4ae76f6265db5af0525a2a45c428f9,3,47.728678387803974,89.88945177631213,47.728678387803974,3.467287811571909e-05,0.0006966794967118747,0.04976876494767684,26.36232708120531,0,False
cscm-6177ac44b5872c7b025b08d1f7825bdd3d4ae76f6265db5af0525a2a45c428f9,4,26.332201004128574,98.80872877153476,26.332201004128574,0.0002553782629965625,0.004443079810981928,0.057477757290189994,26.332201004128574,4,True
cscm-6177ac44b5872c7b025b08d1f7825bdd3d4ae76f6265db5af0525a2a45c428f9,5,36.20331495369623,94.48832763133368,36.20331495369623,0.00017609946560847914,0.0030856148532846838,0.05707111029136335,26.332201004128574,4,False
cscm-6177ac44b5872c7b025b08d1f7825bdd3d4ae76f6265db5af0525a2a45c428f9,6,24.03196530475038,69.89631120121237,24.03196530475038,0.00032526409493663865,0.006199686970465436,0.0524645996622342,24.03196530475038,6,True
cscm-6177ac44b5872c7b025b08d1f7825bdd3d4ae76f6265db5af0525a2a45c428f9,7,29.03542424002883,71.62064268136996,29.03542424002883,0.0001530787576945956,0.0026341538442364665,0.058113066565771095,24.03196530475038,6,False
cscm-6177ac44b5872c7b025b08d1f7825bdd3d4ae76f6265db5af0525a2a45c428f9,8,29.05490887411591,93.79225255470007,29.05490887411591,0.0001790790747925915,0.0028658927417326836,0.062486314363712894,24.03196530475038,6,False
cscm-6177ac44b5872c7b025b08d1f7825bdd3d4ae76f6265db5af0525a2a45c428f9,9,46.59659021174548,87.3572404582658,46.59659021174548,1.3130001525816933e-05,0.0003117320091550114,0.04211951657260814,24.03196530475038,6,False
