A,p,selected_start_id,shots,replicate_id,p_feas_hat,p_opt_hat,invalid_mass_hat,feasible_observation_count,exact_optimum_observation_count,most_frequent_state_index,most_frequent_canonical_bitstring,most_frequent_qiskit_display_bitstring,most_frequent_observation_count
2,2,2,1024,75,0.05078125,0.0029296875,0.94921875,52,3,8193,10000000000001,10000000000001,14
2,2,2,1024,76,0.052734375,0.001953125,0.947265625,54,2,0,00000000000000,00000000000000,15
2,2,2,1024,77,0.037109375,0.001953125,0.962890625,38,2,8192,00000000000001,10000000000000,10
2,2,2,1024,78,0.060546875,0.00390625,0.939453125,62,4,1,10000000000000,00000000000001,11
2,2,2,1024,79,0.05078125,0.0029296875,0.94921875,52,3,8192,00000000000001,10000000000000,15
2,2,2,1024,80,0.05078125,0.0048828125,0.94921875,52,5,8193,10000000000001,10000000000001,14
2,2,2,1024,81,0.0595703125,0.0029296875,0.9404296875,61,3,8192,00000000000001,10000000000000,12
2,2,2,1024,82,0.048828125,0.0009765625,0.951171875,50,1,8192,00000000000001,10000000000000,11
2,2,2,1024,83,0.0576171875,0.0048828125,0.9423828125,59,5,1,10000000000000,00000000000001,14
2,2,2,1024,84,0.04296875,0.0029296875,0.95703125,44,3,1,10000000000000,00000000000001,10
2,2,2,1024,85,0.046875,0.00390625,0.953125,48,4,8192,00000000000001,10000000000000,13
2,2,2,1024,86,0.0478515625,0.0,0.9521484375,49,0,8201,10010000000001,10000000001001,16
2,2,2,1024,87,0.048828125,0.0029296875,0.951171875,50,3,8192,00000000000001,10000000000000,13
2,2,2,1024,88,0.04296875,0.0029296875,0.95703125,44,3,8192,00000000000001,10000000000000,15
2,2,2,1024,89,0.056640625,0.001953125,0.943359375,58,2,8201,10010000000001,10000000001001,10
2,2,2,1024,90,0.0419921875,0.0068359375,0.9580078125,43,7,8192,00000000000001,10000000000000,12
2,2,2,1024,91,0.05859375,0.0048828125,0.94140625,60,5,8192,00000000000001,10000000000000,10
2,2,2,1024,92,0.0478515625,0.0009765625,0.9521484375,49,1,1,10000000000000,00000000000001,10
2,2,2,1024,93,0.0517578125,0.0009765625,0.9482421875,53,1,8192,00000000000001,10000000000000,16
2,2,2,1024,94,0.0458984375,0.00390625,0.9541015625,47,4,8192,00000000000001,10000000000000,13
2,2,2,1024,95,0.044921875,0.0029296875,0.955078125,46,3,0,00000000000000,00000000000000,13
2,2,2,1024,96,0.0537109375,0.0029296875,0.9462890625,55,3,8192,00000000000001,10000000000000,12
2,2,2,1024,97,0.0478515625,0.001953125,0.9521484375,49,2,8201,10010000000001,10000000001001,15
2,2,2,1024,98,0.05078125,0.0009765625,0.94921875,52,1,8193,10000000000001,10000000000001,14
2,2,2,1024,99,0.0439453125,0.00390625,0.9560546875,45,4,0,00000000000000,00000000000000,12
2,2,2,1024,100,0.0546875,0.00390625,0.9453125,56,4,8193,10000000000001,10000000000001,16
2,2,2,1024,101,0.05078125,0.0029296875,0.94921875,52,3,8193,10000000000001,10000000000001,12
2,2,2,1024,102,0.0517578125,0.001953125,0.9482421875,53,2,0,00000000000000,00000000000000,11
2,2,2,1024,103,0.0439453125,0.00390625,0.9560546875,45,4,1,10000000000000,00000000000001,11
2,2,2,1024,104,0.048828125,0.0029296875,0.951171875,50,3,8192,00000000000001,10000000000000,15
2,2,2,1024,105,0.0537109375,0.0029296875,0.9462890625,55,3,0,00000000000000,00000000000000,15
2,2,2,1024,106,0.048828125,0.00390625,0.951171875,50,4,8193,10000000000001,10000000000001,11
2,2,2,1024,107,0.052734375,0.005859375,0.947265625,54,6,0,00000000000000,00000000000000,12
2,2,2,1024,108,0.048828125,0.0009765625,0.951171875,50,1,8192,00000000000001,10000000000000,14
2,2,2,1024,109,0.0419921875,0.001953125,0.9580078125,43,2,9,10010000000000,00000000001001,10
2,2,2,1024,110,0.048828125,0.001953125,0.951171875,50,2,0,00000000000000,00000000000000,13
2,2,2,1024,111,0.0419921875,0.001953125,0.9580078125,43,2,1,10000000000000,00000000000001,14
2,2,2,1024,112,0.0556640625,0.0048828125,0.9443359375,57,5,1,10000000000000,00000000000001,12
2,2,2,1024,113,0.0458984375,0.0029296875,0.9541015625,47,3,1,10000000000000,00000000000001,12
2,2,2,1024,114,0.052734375,0.0078125,0.947265625,54,8,8192,00000000000001,10000000000000,9
2,2,2,1024,115,0.05859375,0.005859375,0.94140625,60,6,8192,00000000000001,10000000000000,16
2,2,2,1024,116,0.05078125,0.001953125,0.94921875,52,2,8194,01000000000001,10000000000010,10
2,2,2,1024,117,0.060546875,0.0009765625,0.939453125,62,1,8201,10010000000001,10000000001001,11
2,2,2,1024,118,0.0703125,0.0029296875,0.9296875,72,3,8192,00000000000001,10000000000000,16
2,2,2,1024,119,0.0556640625,0.00390625,0.9443359375,57,4,8201,10010000000001,10000000001001,11
2,2,2,1024,120,0.044921875,0.0029296875,0.955078125,46,3,10752,00000000010101,10101000000000,11
2,2,2,1024,121,0.0458984375,0.0029296875,0.9541015625,47,3,1,10000000000000,00000000000001,11
2,2,2,1024,122,0.0517578125,0.00390625,0.9482421875,53,4,8193,10000000000001,10000000000001,10
2,2,2,1024,123,0.0537109375,0.0029296875,0.9462890625,55,3,8193,10000000000001,10000000000001,13
2,2,2,1024,124,0.0361328125,0.0029296875,0.9638671875,37,3,8192,00000000000001,10000000000000,12
2,2,2,1024,125,0.0546875,0.0048828125,0.9453125,56,5,1,10000000000000,00000000000001,12
2,2,2,1024,126,0.0537109375,0.0009765625,0.9462890625,55,1,0,00000000000000,00000000000000,14
2,2,2,1024,127,0.0654296875,0.0048828125,0.9345703125,67,5,8457,10010000100001,10000100001001,12
2,2,2,1024,128,0.0419921875,0.0009765625,0.9580078125,43,1,8192,00000000000001,10000000000000,15
2,2,2,1024,129,0.052734375,0.0009765625,0.947265625,54,1,8192,00000000000001,10000000000000,12
2,2,2,1024,130,0.0654296875,0.0078125,0.9345703125,67,8,8192,00000000000001,10000000000000,15
2,2,2,1024,131,0.052734375,0.0048828125,0.947265625,54,5,4097,10000000000010,01000000000001,11
2,2,2,1024,132,0.048828125,0.0048828125,0.951171875,50,5,8201,10010000000001,10000000001001,14
2,2,2,1024,133,0.0556640625,0.00390625,0.9443359375,57,4,0,00000000000000,00000000000000,14
2,2,2,1024,134,0.0556640625,0.0009765625,0.9443359375,57,1,0,00000000000000,00000000000000,13
2,2,2,1024,135,0.046875,0.001953125,0.953125,48,2,8192,00000000000001,10000000000000,13
2,2,2,1024,136,0.0419921875,0.001953125,0.9580078125,43,2,8192,00000000000001,10000000000000,16
2,2,2,1024,137,0.048828125,0.005859375,0.951171875,50,6,8192,00000000000001,10000000000000,9
2,2,2,1024,138,0.05078125,0.0029296875,0.94921875,52,3,8457,10010000100001,10000100001001,10
2,2,2,1024,139,0.052734375,0.0029296875,0.947265625,54,3,8192,00000000000001,10000000000000,10
2,2,2,1024,140,0.0556640625,0.0048828125,0.9443359375,57,5,8192,00000000000001,10000000000000,12
2,2,2,1024,141,0.04296875,0.0029296875,0.95703125,44,3,2,01000000000000,00000000000010,10
2,2,2,1024,142,0.046875,0.001953125,0.953125,48,2,8192,00000000000001,10000000000000,14
2,2,2,1024,143,0.048828125,0.00390625,0.951171875,50,4,9216,00000000001001,10010000000000,11
2,2,2,1024,144,0.0498046875,0.005859375,0.9501953125,51,6,8192,00000000000001,10000000000000,12
2,2,2,1024,145,0.060546875,0.0009765625,0.939453125,62,1,8192,00000000000001,10000000000000,12
2,2,2,1024,146,0.0546875,0.0029296875,0.9453125,56,3,8193,10000000000001,10000000000001,12
2,2,2,1024,147,0.0595703125,0.005859375,0.9404296875,61,6,8192,00000000000001,10000000000000,12
2,2,2,1024,148,0.046875,0.0048828125,0.953125,48,5,8192,00000000000001,10000000000000,14
2,2,2,1024,149,0.052734375,0.0048828125,0.947265625,54,5,9289,10010010001001,10010001001001,10
2,2,2,1024,150,0.0556640625,0.005859375,0.9443359375,57,6,8192,00000000000001,10000000000000,14
2,2,2,1024,151,0.0546875,0.0029296875,0.9453125,56,3,8192,00000000000001,10000000000000,10
2,2,2,1024,152,0.05078125,0.001953125,0.94921875,52,2,8193,10000000000001,10000000000001,12
2,2,2,1024,153,0.060546875,0.0029296875,0.939453125,62,3,8193,10000000000001,10000000000001,12
2,2,2,1024,154,0.0556640625,0.0009765625,0.9443359375,57,1,512,00000000010000,00001000000000,9
2,2,2,1024,155,0.0439453125,0.0,0.9560546875,45,0,8192,00000000000001,10000000000000,16
2,2,2,1024,156,0.0439453125,0.00390625,0.9560546875,45,4,10240,00000000000101,10100000000000,14
2,2,2,1024,157,0.0576171875,0.0029296875,0.9423828125,59,3,8192,00000000000001,10000000000000,12
2,2,2,1024,158,0.0390625,0.0029296875,0.9609375,40,3,8192,00000000000001,10000000000000,17
2,2,2,1024,159,0.0498046875,0.001953125,0.9501953125,51,2,8201,10010000000001,10000000001001,12
2,2,2,1024,160,0.0458984375,0.00390625,0.9541015625,47,4,8193,10000000000001,10000000000001,13
2,2,2,1024,161,0.0537109375,0.00390625,0.9462890625,55,4,0,00000000000000,00000000000000,13
2,2,2,1024,162,0.064453125,0.00390625,0.935546875,66,4,8192,00000000000001,10000000000000,16
2,2,2,1024,163,0.0595703125,0.00390625,0.9404296875,61,4,0,00000000000000,00000000000000,11
2,2,2,1024,164,0.060546875,0.0029296875,0.939453125,62,3,8192,00000000000001,10000000000000,16
2,2,2,1024,165,0.0478515625,0.0068359375,0.9521484375,49,7,8192,00000000000001,10000000000000,13
2,2,2,1024,166,0.0400390625,0.0048828125,0.9599609375,41,5,8192,00000000000001,10000000000000,15
2,2,2,1024,167,0.056640625,0.00390625,0.943359375,58,4,8193,10000000000001,10000000000001,14
2,2,2,1024,168,0.056640625,0.0029296875,0.943359375,58,3,8193,10000000000001,10000000000001,15
2,2,2,1024,169,0.048828125,0.0048828125,0.951171875,50,5,8193,10000000000001,10000000000001,10
2,2,2,1024,170,0.05859375,0.0068359375,0.94140625,60,7,0,00000000000000,00000000000000,13
2,2,2,1024,171,0.05859375,0.0068359375,0.94140625,60,7,8193,10000000000001,10000000000001,13
2,2,2,1024,172,0.0546875,0.00390625,0.9453125,56,4,0,00000000000000,00000000000000,13
2,2,2,1024,173,0.056640625,0.0048828125,0.943359375,58,5,0,00000000000000,00000000000000,13
2,2,2,1024,174,0.0458984375,0.0048828125,0.9541015625,47,5,8192,00000000000001,10000000000000,12
2,2,2,1024,175,0.048828125,0.0029296875,0.951171875,50,3,8192,00000000000001,10000000000000,16
2,2,2,1024,176,0.0478515625,0.0029296875,0.9521484375,49,3,1,10000000000000,00000000000001,14
2,2,2,1024,177,0.0537109375,0.001953125,0.9462890625,55,2,1,10000000000000,00000000000001,14
2,2,2,1024,178,0.0419921875,0.0029296875,0.9580078125,43,3,8193,10000000000001,10000000000001,13
2,2,2,1024,179,0.0625,0.0048828125,0.9375,64,5,8193,10000000000001,10000000000001,11
2,2,2,1024,180,0.041015625,0.0,0.958984375,42,0,8192,00000000000001,10000000000000,14
2,2,2,1024,181,0.0556640625,0.00390625,0.9443359375,57,4,8201,10010000000001,10000000001001,11
2,2,2,1024,182,0.0517578125,0.00390625,0.9482421875,53,4,0,00000000000000,00000000000000,10
2,2,2,1024,183,0.0419921875,0.0029296875,0.9580078125,43,3,8193,10000000000001,10000000000001,13
2,2,2,1024,184,0.0595703125,0.0029296875,0.9404296875,61,3,4608,00000000010010,01001000000000,11
2,2,2,1024,185,0.0517578125,0.0009765625,0.9482421875,53,1,8194,01000000000001,10000000000010,10
2,2,2,1024,186,0.0400390625,0.001953125,0.9599609375,41,2,4096,00000000000010,01000000000000,13
2,2,2,1024,187,0.0498046875,0.0029296875,0.9501953125,51,3,8193,10000000000001,10000000000001,11
2,2,2,1024,188,0.0576171875,0.00390625,0.9423828125,59,4,8193,10000000000001,10000000000001,10
2,2,2,1024,189,0.056640625,0.0009765625,0.943359375,58,1,8192,00000000000001,10000000000000,14
2,2,2,1024,190,0.041015625,0.0009765625,0.958984375,42,1,8193,10000000000001,10000000000001,17
2,2,2,1024,191,0.033203125,0.0009765625,0.966796875,34,1,1,10000000000000,00000000000001,15
2,2,2,1024,192,0.0537109375,0.0029296875,0.9462890625,55,3,8192,00000000000001,10000000000000,11
2,2,2,1024,193,0.046875,0.001953125,0.953125,48,2,1,10000000000000,00000000000001,11
2,2,2,1024,194,0.0361328125,0.001953125,0.9638671875,37,2,8192,00000000000001,10000000000000,13
2,2,2,1024,195,0.0673828125,0.00390625,0.9326171875,69,4,8192,00000000000001,10000000000000,15
2,2,2,1024,196,0.0546875,0.0029296875,0.9453125,56,3,8192,00000000000001,10000000000000,15
2,2,2,1024,197,0.0478515625,0.0048828125,0.9521484375,49,5,0,00000000000000,00000000000000,10
2,2,2,1024,198,0.0478515625,0.0029296875,0.9521484375,49,3,8192,00000000000001,10000000000000,14
2,2,2,1024,199,0.04296875,0.001953125,0.95703125,44,2,1,10000000000000,00000000000001,14
2,2,2,4096,0,0.052001953125,0.003173828125,0.947998046875,213,13,8193,10000000000001,10000000000001,50
2,2,2,4096,1,0.054443359375,0.003173828125,0.945556640625,223,13,8192,00000000000001,10000000000000,35
2,2,2,4096,2,0.0556640625,0.003173828125,0.9443359375,228,13,8193,10000000000001,10000000000001,41
2,2,2,4096,3,0.046630859375,0.00341796875,0.953369140625,191,14,8192,00000000000001,10000000000000,47
2,2,2,4096,4,0.052490234375,0.00390625,0.947509765625,215,16,8193,10000000000001,10000000000001,42
2,2,2,4096,5,0.050537109375,0.00439453125,0.949462890625,207,18,8193,10000000000001,10000000000001,40
2,2,2,4096,6,0.0498046875,0.0029296875,0.9501953125,204,12,0,00000000000000,00000000000000,42
2,2,2,4096,7,0.052001953125,0.0029296875,0.947998046875,213,12,8201,10010000000001,10000000001001,37
2,2,2,4096,8,0.046142578125,0.003173828125,0.953857421875,189,13,8192,00000000000001,10000000000000,44
2,2,2,4096,9,0.049560546875,0.001953125,0.950439453125,203,8,8193,10000000000001,10000000000001,45
2,2,2,4096,10,0.054931640625,0.002685546875,0.945068359375,225,11,8192,00000000000001,10000000000000,48
2,2,2,4096,11,0.048583984375,0.00390625,0.951416015625,199,16,0,00000000000000,00000000000000,38
2,2,2,4096,12,0.0595703125,0.00244140625,0.9404296875,244,10,8192,00000000000001,10000000000000,43
2,2,2,4096,13,0.0517578125,0.003662109375,0.9482421875,212,15,8192,00000000000001,10000000000000,47
2,2,2,4096,14,0.04833984375,0.001953125,0.95166015625,198,8,8192,00000000000001,10000000000000,45
2,2,2,4096,15,0.055908203125,0.002197265625,0.944091796875,229,9,0,00000000000000,00000000000000,37
2,2,2,4096,16,0.05078125,0.001953125,0.94921875,208,8,0,00000000000000,00000000000000,37
2,2,2,4096,17,0.05419921875,0.004150390625,0.94580078125,222,17,8201,10010000000001,10000000001001,36
2,2,2,4096,18,0.04736328125,0.001953125,0.95263671875,194,8,0,00000000000000,00000000000000,37
2,2,2,4096,19,0.043212890625,0.003173828125,0.956787109375,177,13,8192,00000000000001,10000000000000,38
2,2,2,4096,20,0.051513671875,0.00439453125,0.948486328125,211,18,8192,00000000000001,10000000000000,43
2,2,2,4096,21,0.048828125,0.00439453125,0.951171875,200,18,8192,00000000000001,10000000000000,44
2,2,2,4096,22,0.053466796875,0.0048828125,0.946533203125,219,20,8192,00000000000001,10000000000000,43
2,2,2,4096,23,0.05126953125,0.001953125,0.94873046875,210,8,0,00000000000000,00000000000000,43
2,2,2,4096,24,0.0517578125,0.001708984375,0.9482421875,212,7,8193,10000000000001,10000000000001,39
2,2,2,4096,25,0.053466796875,0.00439453125,0.946533203125,219,18,8192,00000000000001,10000000000000,50
2,2,2,4096,26,0.05615234375,0.00439453125,0.94384765625,230,18,8192,00000000000001,10000000000000,50
2,2,2,4096,27,0.04736328125,0.0029296875,0.95263671875,194,12,8192,00000000000001,10000000000000,41
2,2,2,4096,28,0.05419921875,0.00341796875,0.94580078125,222,14,8193,10000000000001,10000000000001,37
2,2,2,4096,29,0.048583984375,0.003173828125,0.951416015625,199,13,8192,00000000000001,10000000000000,45
2,2,2,4096,30,0.046875,0.0029296875,0.953125,192,12,8192,00000000000001,10000000000000,47
2,2,2,4096,31,0.05078125,0.004638671875,0.94921875,208,19,8192,00000000000001,10000000000000,59
2,2,2,4096,32,0.048095703125,0.002685546875,0.951904296875,197,11,8193,10000000000001,10000000000001,54
2,2,2,4096,33,0.0537109375,0.00244140625,0.9462890625,220,10,8192,00000000000001,10000000000000,45
2,2,2,4096,34,0.049560546875,0.003173828125,0.950439453125,203,13,8193,10000000000001,10000000000001,49
2,2,2,4096,35,0.058349609375,0.00341796875,0.941650390625,239,14,8192,00000000000001,10000000000000,56
2,2,2,4096,36,0.0576171875,0.00439453125,0.9423828125,236,18,8193,10000000000001,10000000000001,42
2,2,2,4096,37,0.051025390625,0.002197265625,0.948974609375,209,9,8192,00000000000001,10000000000000,40
2,2,2,4096,38,0.048583984375,0.0029296875,0.951416015625,199,12,8193,10000000000001,10000000000001,41
2,2,2,4096,39,0.04150390625,0.002685546875,0.95849609375,170,11,0,00000000000000,00000000000000,38
2,2,2,4096,40,0.0478515625,0.001708984375,0.9521484375,196,7,8192,00000000000001,10000000000000,51
2,2,2,4096,41,0.0517578125,0.00390625,0.9482421875,212,16,8192,00000000000001,10000000000000,39
2,2,2,4096,42,0.053466796875,0.003173828125,0.946533203125,219,13,8192,00000000000001,10000000000000,41
2,2,2,4096,43,0.05517578125,0.00439453125,0.94482421875,226,18,8192,00000000000001,10000000000000,37
2,2,2,4096,44,0.05322265625,0.003662109375,0.94677734375,218,15,0,00000000000000,00000000000000,39
2,2,2,4096,45,0.054931640625,0.0029296875,0.945068359375,225,12,1,10000000000000,00000000000001,39
2,2,2,4096,46,0.050048828125,0.003173828125,0.949951171875,205,13,1,10000000000000,00000000000001,48
2,2,2,4096,47,0.053955078125,0.0029296875,0.946044921875,221,12,8193,10000000000001,10000000000001,43
2,2,2,4096,48,0.0498046875,0.00341796875,0.9501953125,204,14,8193,10000000000001,10000000000001,46
2,2,2,4096,49,0.0537109375,0.00244140625,0.9462890625,220,10,8192,00000000000001,10000000000000,37
2,2,2,4096,50,0.048828125,0.003173828125,0.951171875,200,13,0,00000000000000,00000000000000,42
2,2,2,4096,51,0.0537109375,0.00244140625,0.9462890625,220,10,8192,00000000000001,10000000000000,42
2,2,2,4096,52,0.06005859375,0.00390625,0.93994140625,246,16,0,00000000000000,00000000000000,39
2,2,2,4096,53,0.05322265625,0.00244140625,0.94677734375,218,10,8201,10010000000001,10000000001001,38
2,2,2,4096,54,0.040771484375,0.004150390625,0.959228515625,167,17,8193,10000000000001,10000000000001,42
2,2,2,4096,55,0.052001953125,0.002197265625,0.947998046875,213,9,8192,00000000000001,10000000000000,42
2,2,2,4096,56,0.05419921875,0.004150390625,0.94580078125,222,17,8192,00000000000001,10000000000000,41
2,2,2,4096,57,0.04931640625,0.004638671875,0.95068359375,202,19,8193,10000000000001,10000000000001,45
2,2,2,4096,58,0.051513671875,0.003662109375,0.948486328125,211,15,0,00000000000000,00000000000000,52
2,2,2,4096,59,0.05078125,0.002685546875,0.94921875,208,11,8192,00000000000001,10000000000000,44
2,2,2,4096,60,0.05419921875,0.00390625,0.94580078125,222,16,8192,00000000000001,10000000000000,39
2,2,2,4096,61,0.053955078125,0.005615234375,0.946044921875,221,23,8193,10000000000001,10000000000001,49
2,2,2,4096,62,0.048583984375,0.002685546875,0.951416015625,199,11,8192,00000000000001,10000000000000,48
2,2,2,4096,63,0.049072265625,0.001953125,0.950927734375,201,8,8192,00000000000001,10000000000000,41
2,2,2,4096,64,0.056640625,0.002197265625,0.943359375,232,9,0,00000000000000,00000000000000,42
2,2,2,4096,65,0.048095703125,0.00341796875,0.951904296875,197,14,8192,00000000000001,10000000000000,52
2,2,2,4096,66,0.05126953125,0.00341796875,0.94873046875,210,14,8192,00000000000001,10000000000000,52
2,2,2,4096,67,0.052978515625,0.003173828125,0.947021484375,217,13,8192,00000000000001,10000000000000,52
2,2,2,4096,68,0.053955078125,0.0029296875,0.946044921875,221,12,8192,00000000000001,10000000000000,40
2,2,2,4096,69,0.0546875,0.0029296875,0.9453125,224,12,8193,10000000000001,10000000000001,51
2,2,2,4096,70,0.05029296875,0.002197265625,0.94970703125,206,9,8192,00000000000001,10000000000000,49
2,2,2,4096,71,0.046630859375,0.00244140625,0.953369140625,191,10,0,00000000000000,00000000000000,51
2,2,2,4096,72,0.052490234375,0.002197265625,0.947509765625,215,9,0,00000000000000,00000000000000,39
2,2,2,4096,73,0.05419921875,0.0048828125,0.94580078125,222,20,0,00000000000000,00000000000000,40
2,2,2,4096,74,0.045166015625,0.004150390625,0.954833984375,185,17,8193,10000000000001,10000000000001,44
2,2,2,4096,75,0.0654296875,0.00390625,0.9345703125,268,16,0,00000000000000,00000000000000,46
2,2,2,4096,76,0.05078125,0.003173828125,0.94921875,208,13,8192,00000000000001,10000000000000,43
2,2,2,4096,77,0.04736328125,0.005126953125,0.95263671875,194,21,8193,10000000000001,10000000000001,38
2,2,2,4096,78,0.0478515625,0.003662109375,0.9521484375,196,15,8192,00000000000001,10000000000000,39
2,2,2,4096,79,0.050048828125,0.0029296875,0.949951171875,205,12,8192,00000000000001,10000000000000,41
2,2,2,4096,80,0.049072265625,0.00341796875,0.950927734375,201,14,8192,00000000000001,10000000000000,46
2,2,2,4096,81,0.05029296875,0.004638671875,0.94970703125,206,19,0,00000000000000,00000000000000,44
2,2,2,4096,82,0.058349609375,0.00390625,0.941650390625,239,16,8192,00000000000001,10000000000000,42
2,2,2,4096,83,0.048828125,0.004638671875,0.951171875,200,19,8201,10010000000001,10000000001001,41
2,2,2,4096,84,0.0546875,0.00390625,0.9453125,224,16,1,10000000000000,00000000000001,46
2,2,2,4096,85,0.053955078125,0.002197265625,0.946044921875,221,9,0,00000000000000,00000000000000,49
2,2,2,4096,86,0.052734375,0.003662109375,0.947265625,216,15,8192,00000000000001,10000000000000,43
2,2,2,4096,87,0.052001953125,0.002197265625,0.947998046875,213,9,8192,00000000000001,10000000000000,42
2,2,2,4096,88,0.046875,0.0029296875,0.953125,192,12,8192,00000000000001,10000000000000,47
2,2,2,4096,89,0.05224609375,0.002685546875,0.94775390625,214,11,8192,00000000000001,10000000000000,44
2,2,2,4096,90,0.05859375,0.005126953125,0.94140625,240,21,8193,10000000000001,10000000000001,39
2,2,2,4096,91,0.05126953125,0.003662109375,0.94873046875,210,15,8192,00000000000001,10000000000000,36
2,2,2,4096,92,0.057861328125,0.0048828125,0.942138671875,237,20,8193,10000000000001,10000000000001,37
2,2,2,4096,93,0.055419921875,0.002197265625,0.944580078125,227,9,8192,00000000000001,10000000000000,42
2,2,2,4096,94,0.049072265625,0.00341796875,0.950927734375,201,14,8201,10010000000001,10000000001001,47
2,2,2,4096,95,0.04833984375,0.0009765625,0.95166015625,198,4,8192,00000000000001,10000000000000,51
2,2,2,4096,96,0.04833984375,0.002197265625,0.95166015625,198,9,8192,00000000000001,10000000000000,40
2,2,2,4096,97,0.0537109375,0.002685546875,0.9462890625,220,11,8192,00000000000001,10000000000000,58
2,2,2,4096,98,0.048095703125,0.00244140625,0.951904296875,197,10,8192,00000000000001,10000000000000,47
2,2,2,4096,99,0.05322265625,0.003173828125,0.94677734375,218,13,8192,00000000000001,10000000000000,42
2,2,2,4096,100,0.060302734375,0.003662109375,0.939697265625,247,15,8192,00000000000001,10000000000000,50
2,2,2,4096,101,0.0458984375,0.0029296875,0.9541015625,188,12,8192,00000000000001,10000000000000,41
2,2,2,4096,102,0.048828125,0.00341796875,0.951171875,200,14,8193,10000000000001,10000000000001,47
2,2,2,4096,103,0.04443359375,0.002197265625,0.95556640625,182,9,8192,00000000000001,10000000000000,38
2,2,2,4096,104,0.055908203125,0.0029296875,0.944091796875,229,12,8201,10010000000001,10000000001001,37
2,2,2,4096,105,0.05322265625,0.003662109375,0.94677734375,218,15,8193,10000000000001,10000000000001,52
2,2,2,4096,106,0.04833984375,0.002197265625,0.95166015625,198,9,0,00000000000000,00000000000000,39
2,2,2,4096,107,0.056396484375,0.003662109375,0.943603515625,231,15,8192,00000000000001,10000000000000,37
2,2,2,4096,108,0.053466796875,0.00244140625,0.946533203125,219,10,8192,00000000000001,10000000000000,44
2,2,2,4096,109,0.0537109375,0.001953125,0.9462890625,220,8,8193,10000000000001,10000000000001,35
2,2,2,4096,110,0.053466796875,0.00341796875,0.946533203125,219,14,8193,10000000000001,10000000000001,45
2,2,2,4096,111,0.0537109375,0.00146484375,0.9462890625,220,6,8192,00000000000001,10000000000000,39
2,2,2,4096,112,0.053955078125,0.00439453125,0.946044921875,221,18,8193,10000000000001,10000000000001,43
2,2,2,4096,113,0.052978515625,0.00341796875,0.947021484375,217,14,8201,10010000000001,10000000001001,39
2,2,2,4096,114,0.051025390625,0.00390625,0.948974609375,209,16,8193,10000000000001,10000000000001,45
2,2,2,4096,115,0.052001953125,0.00390625,0.947998046875,213,16,1,10000000000000,00000000000001,38
2,2,2,4096,116,0.04833984375,0.004638671875,0.95166015625,198,19,8192,00000000000001,10000000000000,48
2,2,2,4096,117,0.049560546875,0.00341796875,0.950439453125,203,14,8192,00000000000001,10000000000000,49
2,2,2,4096,118,0.049072265625,0.0029296875,0.950927734375,201,12,8201,10010000000001,10000000001001,39
2,2,2,4096,119,0.04931640625,0.002685546875,0.95068359375,202,11,8193,10000000000001,10000000000001,37
2,2,2,4096,120,0.050537109375,0.00146484375,0.949462890625,207,6,8201,10010000000001,10000000001001,45
2,2,2,4096,121,0.05224609375,0.004150390625,0.94775390625,214,17,8193,10000000000001,10000000000001,39
2,2,2,4096,122,0.0498046875,0.001220703125,0.9501953125,204,5,0,00000000000000,00000000000000,49
2,2,2,4096,123,0.054931640625,0.001708984375,0.945068359375,225,7,8192,00000000000001,10000000000000,47
2,2,2,4096,124,0.0595703125,0.00439453125,0.9404296875,244,18,8193,10000000000001,10000000000001,44
2,2,2,4096,125,0.053466796875,0.003662109375,0.946533203125,219,15,8192,00000000000001,10000000000000,43
2,2,2,4096,126,0.055419921875,0.002197265625,0.944580078125,227,9,0,00000000000000,00000000000000,34
2,2,2,4096,127,0.0556640625,0.0029296875,0.9443359375,228,12,8192,00000000000001,10000000000000,48
2,2,2,4096,128,0.048583984375,0.003173828125,0.951416015625,199,13,1,10000000000000,00000000000001,38
2,2,2,4096,129,0.052001953125,0.0048828125,0.947998046875,213,20,8192,00000000000001,10000000000000,48
2,2,2,4096,130,0.05615234375,0.00439453125,0.94384765625,230,18,8192,00000000000001,10000000000000,42
2,2,2,4096,131,0.0537109375,0.00244140625,0.9462890625,220,10,0,00000000000000,00000000000000,51
2,2,2,4096,132,0.04833984375,0.00390625,0.95166015625,198,16,8192,00000000000001,10000000000000,44
2,2,2,4096,133,0.0537109375,0.00244140625,0.9462890625,220,10,0,00000000000000,00000000000000,54
2,2,2,4096,134,0.052734375,0.00390625,0.947265625,216,16,8192,00000000000001,10000000000000,45
2,2,2,4096,135,0.048583984375,0.001220703125,0.951416015625,199,5,8192,00000000000001,10000000000000,39
2,2,2,4096,136,0.050048828125,0.00244140625,0.949951171875,205,10,0,00000000000000,00000000000000,39
2,2,2,4096,137,0.052734375,0.00244140625,0.947265625,216,10,8192,00000000000001,10000000000000,49
2,2,2,4096,138,0.0556640625,0.003173828125,0.9443359375,228,13,8192,00000000000001,10000000000000,40
2,2,2,4096,139,0.052001953125,0.00341796875,0.947998046875,213,14,8192,00000000000001,10000000000000,46
2,2,2,4096,140,0.054931640625,0.00244140625,0.945068359375,225,10,8201,10010000000001,10000000001001,41
2,2,2,4096,141,0.0498046875,0.002197265625,0.9501953125,204,9,8192,00000000000001,10000000000000,47
