A,p,selected_start_id,shots,replicate_id,p_feas_hat,p_opt_hat,invalid_mass_hat,feasible_observation_count,exact_optimum_observation_count,most_frequent_state_index,most_frequent_canonical_bitstring,most_frequent_qiskit_display_bitstring,most_frequent_observation_count
2,2,2,4096,142,0.050048828125,0.003662109375,0.949951171875,205,15,8193,10000000000001,10000000000001,45
2,2,2,4096,143,0.056396484375,0.0048828125,0.943603515625,231,20,8192,00000000000001,10000000000000,44
2,2,2,4096,144,0.05078125,0.001708984375,0.94921875,208,7,8192,00000000000001,10000000000000,43
2,2,2,4096,145,0.05810546875,0.00439453125,0.94189453125,238,18,0,00000000000000,00000000000000,39
2,2,2,4096,146,0.05224609375,0.004150390625,0.94775390625,214,17,8192,00000000000001,10000000000000,45
2,2,2,4096,147,0.052734375,0.00390625,0.947265625,216,16,8192,00000000000001,10000000000000,48
2,2,2,4096,148,0.054443359375,0.004638671875,0.945556640625,223,19,8193,10000000000001,10000000000001,54
2,2,2,4096,149,0.05126953125,0.00244140625,0.94873046875,210,10,0,00000000000000,00000000000000,36
2,2,2,4096,150,0.051025390625,0.001220703125,0.948974609375,209,5,8192,00000000000001,10000000000000,44
2,2,2,4096,151,0.049072265625,0.00341796875,0.950927734375,201,14,8192,00000000000001,10000000000000,59
2,2,2,4096,152,0.050537109375,0.004150390625,0.949462890625,207,17,0,00000000000000,00000000000000,39
2,2,2,4096,153,0.053955078125,0.001708984375,0.946044921875,221,7,8192,00000000000001,10000000000000,50
2,2,2,4096,154,0.05126953125,0.003662109375,0.94873046875,210,15,8192,00000000000001,10000000000000,39
2,2,2,4096,155,0.052490234375,0.004150390625,0.947509765625,215,17,0,00000000000000,00000000000000,38
2,2,2,4096,156,0.0517578125,0.00244140625,0.9482421875,212,10,8192,00000000000001,10000000000000,47
2,2,2,4096,157,0.0498046875,0.001953125,0.9501953125,204,8,0,00000000000000,00000000000000,44
2,2,2,4096,158,0.05126953125,0.00341796875,0.94873046875,210,14,0,00000000000000,00000000000000,44
2,2,2,4096,159,0.05224609375,0.00439453125,0.94775390625,214,18,8192,00000000000001,10000000000000,37
2,2,2,4096,160,0.05078125,0.001220703125,0.94921875,208,5,8192,00000000000001,10000000000000,40
2,2,2,4096,161,0.048095703125,0.003173828125,0.951904296875,197,13,8192,00000000000001,10000000000000,48
2,2,2,4096,162,0.0458984375,0.00341796875,0.9541015625,188,14,1,10000000000000,00000000000001,41
2,2,2,4096,163,0.0478515625,0.0029296875,0.9521484375,196,12,8192,00000000000001,10000000000000,41
2,2,2,4096,164,0.04833984375,0.00341796875,0.95166015625,198,14,8192,00000000000001,10000000000000,48
2,2,2,4096,165,0.049560546875,0.00244140625,0.950439453125,203,10,8192,00000000000001,10000000000000,48
2,2,2,4096,166,0.04638671875,0.002685546875,0.95361328125,190,11,8192,00000000000001,10000000000000,43
2,2,2,4096,167,0.053466796875,0.001953125,0.946533203125,219,8,8192,00000000000001,10000000000000,42
2,2,2,4096,168,0.05712890625,0.00634765625,0.94287109375,234,26,0,00000000000000,00000000000000,47
2,2,2,4096,169,0.057373046875,0.003173828125,0.942626953125,235,13,8192,00000000000001,10000000000000,38
2,2,2,4096,170,0.050048828125,0.003173828125,0.949951171875,205,13,0,00000000000000,00000000000000,37
2,2,2,4096,171,0.0546875,0.00244140625,0.9453125,224,10,8193,10000000000001,10000000000001,46
2,2,2,4096,172,0.050048828125,0.0029296875,0.949951171875,205,12,0,00000000000000,00000000000000,41
2,2,2,4096,173,0.046142578125,0.002197265625,0.953857421875,189,9,8192,00000000000001,10000000000000,41
2,2,2,4096,174,0.0537109375,0.003662109375,0.9462890625,220,15,8192,00000000000001,10000000000000,40
2,2,2,4096,175,0.048828125,0.003173828125,0.951171875,200,13,8192,00000000000001,10000000000000,42
2,2,2,4096,176,0.053466796875,0.005615234375,0.946533203125,219,23,8193,10000000000001,10000000000001,44
2,2,2,4096,177,0.045166015625,0.0029296875,0.954833984375,185,12,0,00000000000000,00000000000000,39
2,2,2,4096,178,0.05322265625,0.004638671875,0.94677734375,218,19,8192,00000000000001,10000000000000,46
2,2,2,4096,179,0.0517578125,0.00439453125,0.9482421875,212,18,8192,00000000000001,10000000000000,47
2,2,2,4096,180,0.052978515625,0.004150390625,0.947021484375,217,17,8193,10000000000001,10000000000001,44
2,2,2,4096,181,0.0556640625,0.001953125,0.9443359375,228,8,8192,00000000000001,10000000000000,48
2,2,2,4096,182,0.055908203125,0.002685546875,0.944091796875,229,11,1,10000000000000,00000000000001,36
2,2,2,4096,183,0.05419921875,0.003173828125,0.94580078125,222,13,8192,00000000000001,10000000000000,50
2,2,2,4096,184,0.052734375,0.00341796875,0.947265625,216,14,0,00000000000000,00000000000000,54
2,2,2,4096,185,0.049560546875,0.002685546875,0.950439453125,203,11,8192,00000000000001,10000000000000,41
2,2,2,4096,186,0.044677734375,0.00390625,0.955322265625,183,16,8192,00000000000001,10000000000000,43
2,2,2,4096,187,0.052001953125,0.002685546875,0.947998046875,213,11,8192,00000000000001,10000000000000,40
2,2,2,4096,188,0.047119140625,0.0029296875,0.952880859375,193,12,8193,10000000000001,10000000000001,43
2,2,2,4096,189,0.054931640625,0.002685546875,0.945068359375,225,11,8192,00000000000001,10000000000000,53
2,2,2,4096,190,0.046630859375,0.001708984375,0.953369140625,191,7,8192,00000000000001,10000000000000,45
2,2,2,4096,191,0.050048828125,0.001708984375,0.949951171875,205,7,8192,00000000000001,10000000000000,41
2,2,2,4096,192,0.056884765625,0.00390625,0.943115234375,233,16,8192,00000000000001,10000000000000,43
2,2,2,4096,193,0.04736328125,0.00244140625,0.95263671875,194,10,8192,00000000000001,10000000000000,56
2,2,2,4096,194,0.048095703125,0.001708984375,0.951904296875,197,7,1,10000000000000,00000000000001,48
2,2,2,4096,195,0.047607421875,0.0029296875,0.952392578125,195,12,8193,10000000000001,10000000000001,47
2,2,2,4096,196,0.04931640625,0.00341796875,0.95068359375,202,14,1,10000000000000,00000000000001,41
2,2,2,4096,197,0.052001953125,0.004150390625,0.947998046875,213,17,8192,00000000000001,10000000000000,49
2,2,2,4096,198,0.055419921875,0.001953125,0.944580078125,227,8,0,00000000000000,00000000000000,40
2,2,2,4096,199,0.05029296875,0.00244140625,0.94970703125,206,10,8201,10010000000001,10000000001001,43
2,2,2,16384,0,0.05126953125,0.00323486328125,0.94873046875,840,53,8192,00000000000001,10000000000000,176
2,2,2,16384,1,0.05340576171875,0.00286865234375,0.94659423828125,875,47,8192,00000000000001,10000000000000,157
2,2,2,16384,2,0.04815673828125,0.002685546875,0.95184326171875,789,44,8192,00000000000001,10000000000000,166
2,2,2,16384,3,0.05401611328125,0.00335693359375,0.94598388671875,885,55,8192,00000000000001,10000000000000,156
2,2,2,16384,4,0.05224609375,0.0030517578125,0.94775390625,856,50,8192,00000000000001,10000000000000,164
2,2,2,16384,5,0.05059814453125,0.002685546875,0.94940185546875,829,44,8192,00000000000001,10000000000000,169
2,2,2,16384,6,0.05029296875,0.0028076171875,0.94970703125,824,46,8192,00000000000001,10000000000000,156
2,2,2,16384,7,0.049072265625,0.0030517578125,0.950927734375,804,50,8193,10000000000001,10000000000001,170
2,2,2,16384,8,0.0479736328125,0.00311279296875,0.9520263671875,786,51,8193,10000000000001,10000000000001,161
2,2,2,16384,9,0.05401611328125,0.0037841796875,0.94598388671875,885,62,8192,00000000000001,10000000000000,171
2,2,2,16384,10,0.04766845703125,0.00250244140625,0.95233154296875,781,41,8192,00000000000001,10000000000000,169
2,2,2,16384,11,0.052001953125,0.0035400390625,0.947998046875,852,58,8192,00000000000001,10000000000000,185
2,2,2,16384,12,0.0516357421875,0.00250244140625,0.9483642578125,846,41,8192,00000000000001,10000000000000,147
2,2,2,16384,13,0.0460205078125,0.0029296875,0.9539794921875,754,48,8192,00000000000001,10000000000000,174
2,2,2,16384,14,0.0498046875,0.0030517578125,0.9501953125,816,50,8192,00000000000001,10000000000000,155
2,2,2,16384,15,0.05322265625,0.003662109375,0.94677734375,872,60,8192,00000000000001,10000000000000,181
2,2,2,16384,16,0.05133056640625,0.00341796875,0.94866943359375,841,56,8192,00000000000001,10000000000000,178
2,2,2,16384,17,0.05169677734375,0.0032958984375,0.94830322265625,847,54,8192,00000000000001,10000000000000,163
2,2,2,16384,18,0.05413818359375,0.00439453125,0.94586181640625,887,72,8193,10000000000001,10000000000001,155
2,2,2,16384,19,0.05609130859375,0.00408935546875,0.94390869140625,919,67,8192,00000000000001,10000000000000,180
2,2,2,16384,20,0.05377197265625,0.004150390625,0.94622802734375,881,68,8192,00000000000001,10000000000000,164
2,2,2,16384,21,0.05218505859375,0.003173828125,0.94781494140625,855,52,8192,00000000000001,10000000000000,169
2,2,2,16384,22,0.052490234375,0.00299072265625,0.947509765625,860,49,8192,00000000000001,10000000000000,160
2,2,2,16384,23,0.0526123046875,0.00408935546875,0.9473876953125,862,67,8192,00000000000001,10000000000000,167
2,2,2,16384,24,0.04998779296875,0.0030517578125,0.95001220703125,819,50,8192,00000000000001,10000000000000,153
2,2,2,16384,25,0.051513671875,0.0029296875,0.948486328125,844,48,8192,00000000000001,10000000000000,169
2,2,2,16384,26,0.05181884765625,0.0028076171875,0.94818115234375,849,46,8192,00000000000001,10000000000000,193
2,2,2,16384,27,0.0531005859375,0.0032958984375,0.9468994140625,870,54,8192,00000000000001,10000000000000,157
2,2,2,16384,28,0.0545654296875,0.0032958984375,0.9454345703125,894,54,8192,00000000000001,10000000000000,149
2,2,2,16384,29,0.05133056640625,0.00299072265625,0.94866943359375,841,49,8192,00000000000001,10000000000000,145
2,2,2,16384,30,0.0513916015625,0.00360107421875,0.9486083984375,842,59,8192,00000000000001,10000000000000,171
2,2,2,16384,31,0.05078125,0.0028076171875,0.94921875,832,46,8192,00000000000001,10000000000000,161
2,2,2,16384,32,0.05169677734375,0.00274658203125,0.94830322265625,847,45,8192,00000000000001,10000000000000,178
2,2,2,16384,33,0.0521240234375,0.00311279296875,0.9478759765625,854,51,8193,10000000000001,10000000000001,171
2,2,2,16384,34,0.050537109375,0.0032958984375,0.949462890625,828,54,8192,00000000000001,10000000000000,154
2,2,2,16384,35,0.052978515625,0.00299072265625,0.947021484375,868,49,8192,00000000000001,10000000000000,172
2,2,2,16384,36,0.05303955078125,0.00262451171875,0.94696044921875,869,43,8192,00000000000001,10000000000000,148
2,2,2,16384,37,0.0537109375,0.00390625,0.9462890625,880,64,8192,00000000000001,10000000000000,160
2,2,2,16384,38,0.05096435546875,0.00396728515625,0.94903564453125,835,65,0,00000000000000,00000000000000,160
2,2,2,16384,39,0.052734375,0.00335693359375,0.947265625,864,55,8192,00000000000001,10000000000000,163
2,2,2,16384,40,0.05133056640625,0.0028076171875,0.94866943359375,841,46,8192,00000000000001,10000000000000,166
2,2,2,16384,41,0.05206298828125,0.003662109375,0.94793701171875,853,60,8192,00000000000001,10000000000000,182
2,2,2,16384,42,0.0506591796875,0.00360107421875,0.9493408203125,830,59,8193,10000000000001,10000000000001,149
2,2,2,16384,43,0.0528564453125,0.00299072265625,0.9471435546875,866,49,8192,00000000000001,10000000000000,173
2,2,2,16384,44,0.05084228515625,0.0035400390625,0.94915771484375,833,58,8192,00000000000001,10000000000000,161
2,2,2,16384,45,0.049560546875,0.00299072265625,0.950439453125,812,49,8192,00000000000001,10000000000000,159
2,2,2,16384,46,0.05279541015625,0.002685546875,0.94720458984375,865,44,8192,00000000000001,10000000000000,167
2,2,2,16384,47,0.05218505859375,0.00238037109375,0.94781494140625,855,39,8192,00000000000001,10000000000000,168
2,2,2,16384,48,0.049560546875,0.0037841796875,0.950439453125,812,62,8192,00000000000001,10000000000000,175
2,2,2,16384,49,0.050048828125,0.00372314453125,0.949951171875,820,61,8192,00000000000001,10000000000000,172
2,2,2,16384,50,0.052978515625,0.0037841796875,0.947021484375,868,62,8192,00000000000001,10000000000000,161
2,2,2,16384,51,0.051025390625,0.003173828125,0.948974609375,836,52,8192,00000000000001,10000000000000,148
2,2,2,16384,52,0.050537109375,0.00335693359375,0.949462890625,828,55,0,00000000000000,00000000000000,142
2,2,2,16384,53,0.05120849609375,0.00372314453125,0.94879150390625,839,61,8192,00000000000001,10000000000000,154
2,2,2,16384,54,0.05108642578125,0.0035400390625,0.94891357421875,837,58,8192,00000000000001,10000000000000,155
2,2,2,16384,55,0.05047607421875,0.00335693359375,0.94952392578125,827,55,8192,00000000000001,10000000000000,171
2,2,2,16384,56,0.05096435546875,0.003173828125,0.94903564453125,835,52,8192,00000000000001,10000000000000,168
2,2,2,16384,57,0.051025390625,0.00323486328125,0.948974609375,836,53,8192,00000000000001,10000000000000,175
2,2,2,16384,58,0.05157470703125,0.002685546875,0.94842529296875,845,44,0,00000000000000,00000000000000,155
2,2,2,16384,59,0.05126953125,0.00360107421875,0.94873046875,840,59,8193,10000000000001,10000000000001,155
2,2,2,16384,60,0.0482177734375,0.00274658203125,0.9517822265625,790,45,8193,10000000000001,10000000000001,147
2,2,2,16384,61,0.051025390625,0.00396728515625,0.948974609375,836,65,8192,00000000000001,10000000000000,174
2,2,2,16384,62,0.052490234375,0.00323486328125,0.947509765625,860,53,8192,00000000000001,10000000000000,166
2,2,2,16384,63,0.05181884765625,0.00299072265625,0.94818115234375,849,49,8193,10000000000001,10000000000001,156
2,2,2,16384,64,0.05206298828125,0.0030517578125,0.94793701171875,853,50,8192,00000000000001,10000000000000,148
2,2,2,16384,65,0.0487060546875,0.0029296875,0.9512939453125,798,48,8192,00000000000001,10000000000000,172
2,2,2,16384,66,0.0516357421875,0.0029296875,0.9483642578125,846,48,8192,00000000000001,10000000000000,170
2,2,2,16384,67,0.0513916015625,0.0025634765625,0.9486083984375,842,42,8193,10000000000001,10000000000001,159
2,2,2,16384,68,0.0543212890625,0.00384521484375,0.9456787109375,890,63,8192,00000000000001,10000000000000,167
2,2,2,16384,69,0.04925537109375,0.00335693359375,0.95074462890625,807,55,8192,00000000000001,10000000000000,175
2,2,2,16384,70,0.0526123046875,0.00341796875,0.9473876953125,862,56,8193,10000000000001,10000000000001,177
2,2,2,16384,71,0.0533447265625,0.00341796875,0.9466552734375,874,56,8192,00000000000001,10000000000000,169
2,2,2,16384,72,0.0513916015625,0.00341796875,0.9486083984375,842,56,8192,00000000000001,10000000000000,167
2,2,2,16384,73,0.05133056640625,0.00299072265625,0.94866943359375,841,49,8192,00000000000001,10000000000000,184
2,2,2,16384,74,0.05242919921875,0.003662109375,0.94757080078125,859,60,8192,00000000000001,10000000000000,145
2,2,2,16384,75,0.05023193359375,0.0029296875,0.94976806640625,823,48,8192,00000000000001,10000000000000,177
2,2,2,16384,76,0.052978515625,0.00225830078125,0.947021484375,868,37,8192,00000000000001,10000000000000,157
2,2,2,16384,77,0.0499267578125,0.003662109375,0.9500732421875,818,60,8193,10000000000001,10000000000001,140
2,2,2,16384,78,0.05157470703125,0.00238037109375,0.94842529296875,845,39,8192,00000000000001,10000000000000,170
2,2,2,16384,79,0.050537109375,0.0029296875,0.949462890625,828,48,8192,00000000000001,10000000000000,158
2,2,2,16384,80,0.0535888671875,0.003662109375,0.9464111328125,878,60,8192,00000000000001,10000000000000,153
2,2,2,16384,81,0.04840087890625,0.0032958984375,0.95159912109375,793,54,8192,00000000000001,10000000000000,147
2,2,2,16384,82,0.05322265625,0.00384521484375,0.94677734375,872,63,8192,00000000000001,10000000000000,161
2,2,2,16384,83,0.05084228515625,0.00274658203125,0.94915771484375,833,45,8192,00000000000001,10000000000000,179
2,2,2,16384,84,0.0501708984375,0.0028076171875,0.9498291015625,822,46,8192,00000000000001,10000000000000,157
2,2,2,16384,85,0.05108642578125,0.00286865234375,0.94891357421875,837,47,8192,00000000000001,10000000000000,160
2,2,2,16384,86,0.0506591796875,0.0025634765625,0.9493408203125,830,42,8192,00000000000001,10000000000000,151
2,2,2,16384,87,0.0531005859375,0.00341796875,0.9468994140625,870,56,8193,10000000000001,10000000000001,149
2,2,2,16384,88,0.050537109375,0.00244140625,0.949462890625,828,40,8192,00000000000001,10000000000000,162
2,2,2,16384,89,0.05169677734375,0.00384521484375,0.94830322265625,847,63,8192,00000000000001,10000000000000,157
2,2,2,16384,90,0.048828125,0.0028076171875,0.951171875,800,46,8192,00000000000001,10000000000000,155
2,2,2,16384,91,0.05096435546875,0.00262451171875,0.94903564453125,835,43,8192,00000000000001,10000000000000,162
2,2,2,16384,92,0.05108642578125,0.0032958984375,0.94891357421875,837,54,8192,00000000000001,10000000000000,160
2,2,2,16384,93,0.05029296875,0.0029296875,0.94970703125,824,48,8192,00000000000001,10000000000000,166
2,2,2,16384,94,0.05120849609375,0.00244140625,0.94879150390625,839,40,8192,00000000000001,10000000000000,168
2,2,2,16384,95,0.051025390625,0.003662109375,0.948974609375,836,60,8192,00000000000001,10000000000000,154
2,2,2,16384,96,0.04791259765625,0.0032958984375,0.95208740234375,785,54,8192,00000000000001,10000000000000,174
2,2,2,16384,97,0.05267333984375,0.00347900390625,0.94732666015625,863,57,0,00000000000000,00000000000000,154
2,2,2,16384,98,0.05029296875,0.0025634765625,0.94970703125,824,42,8192,00000000000001,10000000000000,154
2,2,2,16384,99,0.05291748046875,0.0032958984375,0.94708251953125,867,54,8193,10000000000001,10000000000001,159
2,2,2,16384,100,0.04937744140625,0.0030517578125,0.95062255859375,809,50,8192,00000000000001,10000000000000,173
2,2,2,16384,101,0.0513916015625,0.0030517578125,0.9486083984375,842,50,8192,00000000000001,10000000000000,155
2,2,2,16384,102,0.0531005859375,0.002685546875,0.9468994140625,870,44,8192,00000000000001,10000000000000,169
2,2,2,16384,103,0.05572509765625,0.0028076171875,0.94427490234375,913,46,8192,00000000000001,10000000000000,175
2,2,2,16384,104,0.05047607421875,0.00286865234375,0.94952392578125,827,47,8192,00000000000001,10000000000000,159
2,2,2,16384,105,0.0521240234375,0.00323486328125,0.9478759765625,854,53,8193,10000000000001,10000000000001,154
2,2,2,16384,106,0.0472412109375,0.002197265625,0.9527587890625,774,36,8192,00000000000001,10000000000000,174
2,2,2,16384,107,0.05377197265625,0.00347900390625,0.94622802734375,881,57,1,10000000000000,00000000000001,151
2,2,2,16384,108,0.0487060546875,0.00274658203125,0.9512939453125,798,45,8192,00000000000001,10000000000000,167
2,2,2,16384,109,0.0496826171875,0.0030517578125,0.9503173828125,814,50,8193,10000000000001,10000000000001,144
2,2,2,16384,110,0.05010986328125,0.0028076171875,0.94989013671875,821,46,8192,00000000000001,10000000000000,155
2,2,2,16384,111,0.05029296875,0.00390625,0.94970703125,824,64,8192,00000000000001,10000000000000,168
2,2,2,16384,112,0.0504150390625,0.003173828125,0.9495849609375,826,52,8192,00000000000001,10000000000000,189
2,2,2,16384,113,0.0528564453125,0.002685546875,0.9471435546875,866,44,8192,00000000000001,10000000000000,156
2,2,2,16384,114,0.051513671875,0.00299072265625,0.948486328125,844,49,8192,00000000000001,10000000000000,158
2,2,2,16384,115,0.0504150390625,0.00335693359375,0.9495849609375,826,55,8192,00000000000001,10000000000000,153
2,2,2,16384,116,0.05059814453125,0.0037841796875,0.94940185546875,829,62,8192,00000000000001,10000000000000,154
2,2,2,16384,117,0.050048828125,0.0032958984375,0.949951171875,820,54,8192,00000000000001,10000000000000,176
2,2,2,16384,118,0.05242919921875,0.00323486328125,0.94757080078125,859,53,8192,00000000000001,10000000000000,191
2,2,2,16384,119,0.048583984375,0.002685546875,0.951416015625,796,44,8192,00000000000001,10000000000000,161
2,2,2,16384,120,0.0509033203125,0.00238037109375,0.9490966796875,834,39,8192,00000000000001,10000000000000,175
2,2,2,16384,121,0.0513916015625,0.00238037109375,0.9486083984375,842,39,8192,00000000000001,10000000000000,171
2,2,2,16384,122,0.05145263671875,0.0025634765625,0.94854736328125,843,42,8192,00000000000001,10000000000000,154
2,2,2,16384,123,0.0528564453125,0.0030517578125,0.9471435546875,866,50,8192,00000000000001,10000000000000,181
2,2,2,16384,124,0.05303955078125,0.0029296875,0.94696044921875,869,48,8192,00000000000001,10000000000000,162
2,2,2,16384,125,0.04925537109375,0.00286865234375,0.95074462890625,807,47,8192,00000000000001,10000000000000,178
2,2,2,16384,126,0.05145263671875,0.0040283203125,0.94854736328125,843,66,8193,10000000000001,10000000000001,162
2,2,2,16384,127,0.05169677734375,0.00274658203125,0.94830322265625,847,45,8192,00000000000001,10000000000000,141
2,2,2,16384,128,0.05255126953125,0.00311279296875,0.94744873046875,861,51,8192,00000000000001,10000000000000,179
2,2,2,16384,129,0.05010986328125,0.00250244140625,0.94989013671875,821,41,0,00000000000000,00000000000000,150
2,2,2,16384,130,0.05242919921875,0.0029296875,0.94757080078125,859,48,8192,00000000000001,10000000000000,171
2,2,2,16384,131,0.048583984375,0.0030517578125,0.951416015625,796,50,8192,00000000000001,10000000000000,143
2,2,2,16384,132,0.05120849609375,0.0035400390625,0.94879150390625,839,58,8192,00000000000001,10000000000000,176
2,2,2,16384,133,0.05328369140625,0.003173828125,0.94671630859375,873,52,8192,00000000000001,10000000000000,159
2,2,2,16384,134,0.04888916015625,0.0030517578125,0.95111083984375,801,50,8192,00000000000001,10000000000000,156
2,2,2,16384,135,0.05120849609375,0.00250244140625,0.94879150390625,839,41,8192,00000000000001,10000000000000,192
2,2,2,16384,136,0.052978515625,0.00341796875,0.947021484375,868,56,8192,00000000000001,10000000000000,162
2,2,2,16384,137,0.0479736328125,0.0032958984375,0.9520263671875,786,54,8192,00000000000001,10000000000000,181
2,2,2,16384,138,0.05328369140625,0.00341796875,0.94671630859375,873,56,8193,10000000000001,10000000000001,160
2,2,2,16384,139,0.05145263671875,0.002685546875,0.94854736328125,843,44,8192,00000000000001,10000000000000,147
2,2,2,16384,140,0.050048828125,0.00225830078125,0.949951171875,820,37,8192,00000000000001,10000000000000,165
2,2,2,16384,141,0.05029296875,0.00213623046875,0.94970703125,824,35,8192,00000000000001,10000000000000,156
2,2,2,16384,142,0.04815673828125,0.00274658203125,0.95184326171875,789,45,8193,10000000000001,10000000000001,151
2,2,2,16384,143,0.05242919921875,0.00347900390625,0.94757080078125,859,57,8192,00000000000001,10000000000000,158
2,2,2,16384,144,0.05010986328125,0.0023193359375,0.94989013671875,821,38,8192,00000000000001,10000000000000,164
2,2,2,16384,145,0.0526123046875,0.0030517578125,0.9473876953125,862,50,8192,00000000000001,10000000000000,159
2,2,2,16384,146,0.04998779296875,0.003173828125,0.95001220703125,819,52,8192,00000000000001,10000000000000,158
2,2,2,16384,147,0.052734375,0.00274658203125,0.947265625,864,45,8192,00000000000001,10000000000000,165
2,2,2,16384,148,0.05328369140625,0.0029296875,0.94671630859375,873,48,0,00000000000000,00000000000000,147
2,2,2,16384,149,0.05047607421875,0.00238037109375,0.94952392578125,827,39,8192,00000000000001,10000000000000,137
2,2,2,16384,150,0.0467529296875,0.00286865234375,0.9532470703125,766,47,8192,00000000000001,10000000000000,178
2,2,2,16384,151,0.05072021484375,0.00244140625,0.94927978515625,831,40,8192,00000000000001,10000000000000,160
2,2,2,16384,152,0.0526123046875,0.003662109375,0.9473876953125,862,60,8192,00000000000001,10000000000000,167
2,2,2,16384,153,0.0528564453125,0.00311279296875,0.9471435546875,866,51,8192,00000000000001,10000000000000,162
2,2,2,16384,154,0.05413818359375,0.00396728515625,0.94586181640625,887,65,8192,00000000000001,10000000000000,158
2,2,2,16384,155,0.0499267578125,0.0028076171875,0.9500732421875,818,46,8192,00000000000001,10000000000000,180
2,2,2,16384,156,0.05126953125,0.0028076171875,0.94873046875,840,46,8192,00000000000001,10000000000000,166
2,2,2,16384,157,0.05108642578125,0.0028076171875,0.94891357421875,837,46,8192,00000000000001,10000000000000,164
2,2,2,16384,158,0.04998779296875,0.00335693359375,0.95001220703125,819,55,8192,00000000000001,10000000000000,154
2,2,2,16384,159,0.05255126953125,0.0035400390625,0.94744873046875,861,58,8192,00000000000001,10000000000000,183
2,2,2,16384,160,0.0513916015625,0.0029296875,0.9486083984375,842,48,8192,00000000000001,10000000000000,154
2,2,2,16384,161,0.050048828125,0.0037841796875,0.949951171875,820,62,8192,00000000000001,10000000000000,168
2,2,2,16384,162,0.0513916015625,0.0029296875,0.9486083984375,842,48,8192,00000000000001,10000000000000,159
2,2,2,16384,163,0.0531005859375,0.004150390625,0.9468994140625,870,68,8192,00000000000001,10000000000000,177
2,2,2,16384,164,0.05126953125,0.00262451171875,0.94873046875,840,43,8192,00000000000001,10000000000000,145
2,2,2,16384,165,0.05340576171875,0.00335693359375,0.94659423828125,875,55,8192,00000000000001,10000000000000,157
2,2,2,16384,166,0.05218505859375,0.00286865234375,0.94781494140625,855,47,8192,00000000000001,10000000000000,187
2,2,2,16384,167,0.0523681640625,0.0035400390625,0.9476318359375,858,58,8192,00000000000001,10000000000000,181
2,2,2,16384,168,0.0523681640625,0.003662109375,0.9476318359375,858,60,8192,00000000000001,10000000000000,159
2,2,2,16384,169,0.049560546875,0.0035400390625,0.950439453125,812,58,8192,00000000000001,10000000000000,179
2,2,2,16384,170,0.0523681640625,0.0030517578125,0.9476318359375,858,50,8192,00000000000001,10000000000000,174
2,2,2,16384,171,0.04791259765625,0.00311279296875,0.95208740234375,785,51,8192,00000000000001,10000000000000,181
2,2,2,16384,172,0.05303955078125,0.00311279296875,0.94696044921875,869,51,8192,00000000000001,10000000000000,167
2,2,2,16384,173,0.05230712890625,0.00286865234375,0.94769287109375,857,47,8192,00000000000001,10000000000000,171
2,2,2,16384,174,0.04949951171875,0.0030517578125,0.95050048828125,811,50,8192,00000000000001,10000000000000,180
2,2,2,16384,175,0.0479736328125,0.00341796875,0.9520263671875,786,56,8192,00000000000001,10000000000000,139
2,2,2,16384,176,0.05242919921875,0.0030517578125,0.94757080078125,859,50,8192,00000000000001,10000000000000,161
2,2,2,16384,177,0.04669189453125,0.00372314453125,0.95330810546875,765,61,8192,00000000000001,10000000000000,158
2,2,2,16384,178,0.0521240234375,0.003173828125,0.9478759765625,854,52,8192,00000000000001,10000000000000,169
2,2,2,16384,179,0.05303955078125,0.0032958984375,0.94696044921875,869,54,8192,00000000000001,10000000000000,185
2,2,2,16384,180,0.0535888671875,0.00396728515625,0.9464111328125,878,65,8193,10000000000001,10000000000001,150
2,2,2,16384,181,0.05291748046875,0.00311279296875,0.94708251953125,867,51,8192,00000000000001,10000000000000,184
2,2,2,16384,182,0.05206298828125,0.003173828125,0.94793701171875,853,52,8192,00000000000001,10000000000000,168
2,2,2,16384,183,0.05035400390625,0.0030517578125,0.94964599609375,825,50,8193,10000000000001,10000000000001,142
2,2,2,16384,184,0.05181884765625,0.00323486328125,0.94818115234375,849,53,8192,00000000000001,10000000000000,157
2,2,2,16384,185,0.05377197265625,0.00341796875,0.94622802734375,881,56,8192,00000000000001,10000000000000,171
2,2,2,16384,186,0.0516357421875,0.003662109375,0.9483642578125,846,60,8192,00000000000001,10000000000000,148
2,2,2,16384,187,0.052001953125,0.00250244140625,0.947998046875,852,41,8192,00000000000001,10000000000000,181
2,2,2,16384,188,0.0506591796875,0.00286865234375,0.9493408203125,830,47,8192,00000000000001,10000000000000,172
2,2,2,16384,189,0.05181884765625,0.00408935546875,0.94818115234375,849,67,0,00000000000000,00000000000000,152
2,2,2,16384,190,0.05316162109375,0.0029296875,0.94683837890625,871,48,8192,00000000000001,10000000000000,158
2,2,2,16384,191,0.0501708984375,0.003662109375,0.9498291015625,822,60,8193,10000000000001,10000000000001,152
2,2,2,16384,192,0.05377197265625,0.003662109375,0.94622802734375,881,60,8192,00000000000001,10000000000000,157
2,2,2,16384,193,0.05194091796875,0.0028076171875,0.94805908203125,851,46,8192,00000000000001,10000000000000,168
2,2,2,16384,194,0.05181884765625,0.00311279296875,0.94818115234375,849,51,8193,10000000000001,10000000000001,155
2,2,2,16384,195,0.04974365234375,0.00323486328125,0.95025634765625,815,53,8192,00000000000001,10000000000000,150
