run_id,evaluation_index,training_objective,expected_energy,cvar_0.10,cvar_0.25,p_opt,p_feas,p_opt_given_feas
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,0,40.915754375755014,84.06221235929513,30.783225378464476,40.915754375755014,0.00023532865594850675,0.004529423700472189,0.05195554037569369
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,1,40.915754375755014,84.06221235929513,30.783225378464476,40.915754375755014,0.00023532865594850675,0.004529423700472189,0.05195554037569369
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,2,53.44815107605752,86.22561734180483,45.05366175183158,53.44815107605752,0.00012847431489825537,0.0021523072208484042,0.05969143886792003
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,3,51.724444624128395,99.28752717735995,34.278822277830315,51.724444624128395,0.00013201813523826896,0.0029121441712740273,0.04533365364961057
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,4,48.04926364164023,120.22274467695703,29.087161771581357,48.04926364164023,0.0001717812420897426,0.002714937895146172,0.06327262306694272
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,5,44.91622673983218,91.39884986018058,28.983260696002684,44.91622673983218,0.00013940655474855383,0.0026698111374549825,0.05221588628229493
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,6,39.35310107477546,82.70867014748458,30.051061222061495,39.35310107477546,0.00010054714474763148,0.002902128270831421,0.034646002989670084
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,7,37.97755133934659,95.23276076487225,27.093531503105492,37.97755133934659,0.0003572672604578909,0.006734785614804588,0.053048052438749695
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,8,65.76292122293749,108.19046313393568,50.1873411480439,65.76292122293749,1.3656500862219139e-05,0.0004209203409515098,0.03244438325633774
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,9,69.61564935484648,114.87926734839559,51.8509674789456,69.61564935484648,3.194482185435114e-05,0.0008394696526752595,0.038053575555171
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,10,35.169074612493255,67.2593590105659,27.823597975972472,35.169074612493255,0.00016493412116161388,0.0029608621035204412,0.05570476280050615
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,11,50.115212083161246,102.79445004739352,36.16083035425186,50.115212083161246,0.0001052006971100764,0.001861971587373007,0.056499625355991887
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,12,34.803729899655245,69.62718333345885,27.499804162279904,34.803729899655245,0.0001738270507288976,0.003003676610837727,0.057871426671467524
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,13,35.758823252956695,71.74621495370963,28.07181577541993,35.758823252956695,0.0001525390120918072,0.002734770531376413,0.055777627534634194
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,14,34.12678384090585,69.41759377256281,27.16582062726975,34.12678384090585,0.00018641778268610752,0.0031421991567290243,0.05932716972662078
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,15,35.060488256400966,67.55085987819477,27.87005026753124,35.060488256400966,0.00018226911377944936,0.0031693608069859507,0.05750973930695715
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,16,34.65177801997526,68.53991380175647,27.651678071151135,34.65177801997526,0.00019145546407661312,0.00307180387609354,0.062326721300999845
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,17,34.15712355436451,68.61895743019122,27.231347994143427,34.15712355436451,0.00019189963003139523,0.0032124632982241685,0.05973597585923433
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,18,34.742682656379145,69.00498213230034,27.449339857287622,34.742682656379145,0.00016537036625982135,0.0028299871602757007,0.05843502351569354
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,19,34.168227447184286,74.61624135941608,26.82177392049436,34.168227447184286,0.0002011775852329551,0.0031749079427427366,0.0633648561977397
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,20,35.13031356141941,74.34787737229678,27.586581535107676,35.13031356141941,0.00015348485400386416,0.002766788324166924,0.055474013918313844
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,21,34.282771587918226,73.4698365270527,27.13614945956814,34.282771587918226,0.00018706659383305744,0.0029564841160665293,0.0632733295661812
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,22,34.58735716355354,79.16923613299494,26.627541294615018,34.58735716355354,0.000188661701466198,0.0038784323561753178,0.0486438035114386
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,23,39.42771889844557,89.4176781518078,29.285838973067946,39.42771889844557,0.00017751847744490684,0.0029499614373328224,0.06017654169927332
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,24,44.78888306817682,80.12966119757452,33.58880792146305,44.78888306817682,0.00011432522961663324,0.002514250599630936,0.045470896828428684
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,25,35.34445071605167,90.99575769305748,25.627202297585743,35.34445071605167,0.0001730393236738626,0.004166790749320743,0.04152820097867188
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,26,28.97087363775939,93.02637229415143,22.68244836781755,28.97087363775939,0.00047023189454575766,0.009557937353809259,0.049198051539681785
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,27,31.762760229824792,92.96326747926759,23.629784712059923,31.762760229824792,0.0005851003458969204,0.0087126313622437,0.06715541167418838
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,28,44.29608843800171,82.74724451897836,33.94239088038868,44.29608843800171,8.084964954074739e-05,0.001844135737836941,0.0438414851368691
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,29,64.53832673048429,111.22425244980764,38.19407455596498,64.53832673048429,9.573094318315852e-05,0.001446790651218821,0.06616779221134159
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,30,42.756185136778264,86.95864560864206,31.941730113479817,42.756185136778264,3.960967669174018e-05,0.0013576353021558824,0.029175491112260598
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,31,40.0723031937587,83.75470140625686,29.156467152980866,40.0723031937587,0.00015753557456957433,0.0027763879489079725,0.056741196644199986
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,32,45.55238924733307,88.79162499589741,32.672972375514846,45.55238924733307,8.429796450070235e-05,0.0019952991341339894,0.042248284008447594
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,33,46.17339471109901,86.04305128068322,35.6846845036498,46.17339471109901,7.873777224919869e-05,0.0013694060739664025,0.05749775303766504
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,34,30.248202001282436,100.60847129234608,23.74010284147481,30.248202001282436,0.0002812623932665015,0.006083608944347407,0.046232819341196614
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,35,60.16528601797782,111.94786454696022,41.10938119770151,60.16528601797782,4.301728572542194e-05,0.0012402847038630526,0.034683396152059405
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,36,47.19499179043392,109.42783099414996,34.13773722471305,47.19499179043392,0.00031427081383781356,0.006035479675515288,0.05207056120373436
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,37,57.270070809625715,111.34063504844147,44.59525408083949,57.270070809625715,0.00013085352110573037,0.001978799833944788,0.06612771987395538
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,38,51.50265684240789,98.36652787521864,37.82427653603377,51.50265684240789,8.19283859905322e-05,0.0019623270805526356,0.04175062699917453
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,39,63.582673896779426,115.18257625998797,34.454766656377274,63.582673896779426,0.00019849755865400308,0.00460563656293575,0.043098832472242596
bfo-13259d95360a04991394ed2018a8744ac83f1c302339fee489df6f9811c713a9,40,33.91436165099726,68.24763635500206,26.637989479845967,33.91436165099726,0.00023846764590465945,0.004207902027417307,0.05667138739231157
