run_id,evaluation_index,training_objective,expected_energy,cvar_0.10,cvar_0.25,p_opt,p_feas,p_opt_given_feas
bfo-c2fa97390e482f0f711dbbc213227618e76b888b4dbbbe88f2b7f992c334329d,914,1000000.0,41.26480460292597,15.630917348553245,20.295488476543596,0.0014153213540786475,0.01954548695858812,0.07241167012504476
bfo-c2fa97390e482f0f711dbbc213227618e76b888b4dbbbe88f2b7f992c334329d,915,41.26475351031538,41.26475351031538,15.630914858590591,20.29548317848523,0.0014153068642982476,0.01954545067678325,0.07241106320354113
bfo-c2fa97390e482f0f711dbbc213227618e76b888b4dbbbe88f2b7f992c334329d,916,41.264701519074436,41.264701519074436,15.630896304169687,20.29544907314195,0.0014152900669358336,0.019545582637366516,0.0724097149311955
bfo-c2fa97390e482f0f711dbbc213227618e76b888b4dbbbe88f2b7f992c334329d,917,41.26469420000884,41.26469420000884,15.630913675895965,20.295480537473697,0.0014152962053823306,0.019545431520054803,0.07241058883402755
bfo-c2fa97390e482f0f711dbbc213227618e76b888b4dbbbe88f2b7f992c334329d,918,41.26469654049792,41.26469654049792,15.630920313705104,20.2954923183563,0.001415301474224067,0.019545412646955116,0.07241092832309938
bfo-c2fa97390e482f0f711dbbc213227618e76b888b4dbbbe88f2b7f992c334329d,919,41.26469311939992,41.26469311939992,15.630916656298199,20.295485774349373,0.0014152981759807308,0.019545449965488036,0.07241062132003938
bfo-c2fa97390e482f0f711dbbc213227618e76b888b4dbbbe88f2b7f992c334329d,920,41.26469531316569,41.26469531316569,15.630931407677359,20.29551318685346,0.0014153111817963092,0.01954535086352448,0.07241165388530128
bfo-c2fa97390e482f0f711dbbc213227618e76b888b4dbbbe88f2b7f992c334329d,921,41.26469148641411,41.26469148641411,15.630908280895973,20.295471053670298,0.001415298458445195,0.01954555090992504,0.07241026180165228
bfo-c2fa97390e482f0f711dbbc213227618e76b888b4dbbbe88f2b7f992c334329d,922,41.26469510929189,41.26469510929189,15.63089897055641,20.29545563174481,0.0014153019230030166,0.019545659203954544,0.072410037862354
bfo-c2fa97390e482f0f711dbbc213227618e76b888b4dbbbe88f2b7f992c334329d,923,41.26469009083306,41.26469009083306,15.63089272474167,20.295443497359177,0.0014152970352344898,0.01954572027949365,0.07240956153042595
bfo-c2fa97390e482f0f711dbbc213227618e76b888b4dbbbe88f2b7f992c334329d,924,41.26469360421117,41.26469360421117,15.63090387371415,20.29546503115729,0.0014152835602878142,0.019545516335797895,0.07240962765950071
bfo-c2fa97390e482f0f711dbbc213227618e76b888b4dbbbe88f2b7f992c334329d,925,41.26468914085814,41.26468914085814,15.630889475652058,20.295437207286955,0.0014153002965997209,0.019545785206616536,0.07240948785831439
bfo-c2fa97390e482f0f711dbbc213227618e76b888b4dbbbe88f2b7f992c334329d,926,41.26468984715116,41.26468984715116,15.630900283844923,20.295455772165894,0.001415319803493392,0.019545801706327526,0.07241042474278316
bfo-c2fa97390e482f0f711dbbc213227618e76b888b4dbbbe88f2b7f992c334329d,927,41.2646903351125,41.2646903351125,15.630903115336471,20.295461729930988,0.001415296748833394,0.019545620662042327,0.07240991592464015
