run_id,evaluation_index,training_objective,expected_energy,cvar_0.10,cvar_0.25,p_opt,p_feas,p_opt_given_feas
bfo-05dc1e20d28e5213bb85b0c81ef118cfb6085fdcbe2fcb1641a527e30326265b,0,113.93970544404355,113.93970544404355,53.046677506554026,67.4468728929501,4.829283614267277e-07,3.849354050359279e-05,0.012545698709674515
bfo-05dc1e20d28e5213bb85b0c81ef118cfb6085fdcbe2fcb1641a527e30326265b,1,113.93970544404355,113.93970544404355,53.046677506554026,67.4468728929501,4.829283614267277e-07,3.849354050359279e-05,0.012545698709674515
bfo-05dc1e20d28e5213bb85b0c81ef118cfb6085fdcbe2fcb1641a527e30326265b,2,105.63283108454888,105.63283108454888,47.948934295628725,61.483240018860386,7.056867253634963e-07,7.67773651978919e-05,0.009191338144316425
bfo-05dc1e20d28e5213bb85b0c81ef118cfb6085fdcbe2fcb1641a527e30326265b,3,95.03210244124521,95.03210244124521,42.543810074950684,54.21285458910486,1.9585183693833016e-05,0.0003499171914951015,0.05597091017492117
bfo-05dc1e20d28e5213bb85b0c81ef118cfb6085fdcbe2fcb1641a527e30326265b,4,99.22781239711694,99.22781239711694,41.2029215487325,54.43641483163496,7.547917955149727e-06,0.00038087980856352753,0.01981705983211971
bfo-05dc1e20d28e5213bb85b0c81ef118cfb6085fdcbe2fcb1641a527e30326265b,5,100.65550945917084,100.65550945917084,43.62676723153484,56.54711749001944,4.671474921348482e-06,0.0003204120895034014,0.014579583837141362
bfo-05dc1e20d28e5213bb85b0c81ef118cfb6085fdcbe2fcb1641a527e30326265b,6,100.61788146029897,100.61788146029897,45.63712859075655,58.572995419689875,9.788872165607828e-06,0.0003047592668196325,0.03212001481615729
bfo-05dc1e20d28e5213bb85b0c81ef118cfb6085fdcbe2fcb1641a527e30326265b,7,85.98717266650812,85.98717266650812,34.95623879561263,45.75031781548903,4.1673361632473355e-05,0.000914060116426168,0.045591488878663336
bfo-05dc1e20d28e5213bb85b0c81ef118cfb6085fdcbe2fcb1641a527e30326265b,8,85.64150260378099,85.64150260378099,35.05267051449648,45.70413217591611,6.501627140016145e-05,0.0014403546321506034,0.045139071968050816
bfo-05dc1e20d28e5213bb85b0c81ef118cfb6085fdcbe2fcb1641a527e30326265b,9,85.83505335935601,85.83505335935601,35.032345121464985,45.808192142378694,7.05059578905116e-05,0.0012362947662607265,0.05703005449401243
