run_id,algorithm,checkpoint_index,checkpoint,basis_index,basis_label,energy,feasible,exact_optimal,decoded_route,magnitude,probability,phase,real,imag
grover_feasible_p2_seed2601,grover_feasible,2,Mixer-1,1,route_1:10010010010101,11.0,True,False,0->1->2->3->4->5->6,0.10512048882422921,0.011050317170644898,2.2982947282415913,-0.0699054849069696,0.07850821836321561
grover_feasible_p2_seed2601,grover_feasible,2,Mixer-1,2,route_2:10010010001001,11.0,True,False,0->1->2->3->5->6,0.10512048882422921,0.011050317170644898,2.2982947282415913,-0.0699054849069696,0.07850821836321561
grover_feasible_p2_seed2601,grover_feasible,2,Mixer-1,3,route_3:10010001000010,11.0,True,False,0->1->2->4->6,0.10512048882422921,0.011050317170644898,2.2982947282415913,-0.0699054849069696,0.07850821836321561
grover_feasible_p2_seed2601,grover_feasible,3,Cost-2,0,route_0:10010001000101,10.0,True,True,0->1->2->4->5->6,0.19700314153850682,0.03881023777604095,1.7660141900077613,-0.03821472151468988,0.19326115190486587
grover_feasible_p2_seed2601,grover_feasible,3,Cost-2,1,route_1:10010010010101,11.0,True,False,0->1->2->3->4->5->6,0.10512048882422921,0.011050317170644898,2.2982947282415913,-0.0699054849069696,0.07850821836321561
grover_feasible_p2_seed2601,grover_feasible,3,Cost-2,2,route_2:10010010001001,11.0,True,False,0->1->2->3->5->6,0.10512048882422921,0.011050317170644898,2.2982947282415913,-0.0699054849069696,0.07850821836321561
grover_feasible_p2_seed2601,grover_feasible,3,Cost-2,3,route_3:10010001000010,11.0,True,False,0->1->2->4->6,0.10512048882422921,0.011050317170644898,2.2982947282415913,-0.0699054849069696,0.07850821836321561
grover_feasible_p2_seed2601,grover_feasible,4,Mixer-2,0,route_0:10010001000101,10.0,True,True,0->1->2->4->5->6,0.4134332167413466,0.17092702470509727,0.64783473490679,0.3296684720097165,0.24949092822761315
grover_feasible_p2_seed2601,grover_feasible,4,Mixer-2,1,route_1:10010010010101,11.0,True,False,0->1->2->3->4->5->6,0.3270245282007033,0.10694504204489261,0.42466097404826814,0.2979777086174368,0.13473799468596287
grover_feasible_p2_seed2601,grover_feasible,4,Mixer-2,2,route_2:10010010001001,11.0,True,False,0->1->2->3->5->6,0.3270245282007033,0.10694504204489261,0.42466097404826814,0.2979777086174368,0.13473799468596287
grover_feasible_p2_seed2601,grover_feasible,4,Mixer-2,3,route_3:10010001000010,11.0,True,False,0->1->2->4->6,0.3270245282007033,0.10694504204489261,0.42466097404826814,0.2979777086174368,0.13473799468596287
