algorithm,gamma,beta,expected_normalized_objective,expected_hc,p_feas,p_opt,probability_sum
grover_global,0.0,0.0,0.38578680203045684,86.0,0.001220703125,6.103515625e-05,1.0
grover_global,0.0,0.1308996938995747,0.3857868020304568,85.99999999999999,0.0012207031249999998,6.1035156249999986e-05,0.9999999999999999
grover_global,0.0,0.2617993877991494,0.3857868020304568,85.99999999999999,0.0012207031249999998,6.1035156249999986e-05,0.9999999999999999
grover_global,0.0,0.39269908169872414,0.38578680203045684,86.0,0.001220703125,6.103515625e-05,1.0
grover_global,0.0,0.5235987755982988,0.38578680203045684,86.0,0.001220703125,6.103515625e-05,1.0
grover_global,0.0,0.6544984694978735,0.38578680203045684,86.0,0.001220703125,6.103515625e-05,1.0
grover_global,0.0,0.7853981633974483,0.38578680203045684,86.0,0.001220703125,6.103515625e-05,1.0
grover_global,0.0,0.916297857297023,0.38578680203045684,86.0,0.001220703125,6.103515625e-05,1.0
grover_global,0.0,1.0471975511965976,0.38578680203045684,86.0,0.001220703125,6.103515625e-05,1.0
grover_global,0.0,1.1780972450961724,0.38578680203045684,86.0,0.001220703125,6.103515625e-05,1.0
grover_global,0.0,1.308996938995747,0.38578680203045684,86.0,0.001220703125,6.103515625e-05,1.0
grover_global,0.0,1.4398966328953218,0.3857868020304568,85.99999999999999,0.0012207031249999998,6.1035156249999986e-05,0.9999999999999999
grover_global,0.0,1.5707963267948966,0.38578680203045684,86.0,0.001220703125,6.103515625e-05,1.0
grover_global,0.0,1.7016960206944711,0.38578680203045684,86.0,0.001220703125,6.103515625e-05,1.0
grover_global,0.0,1.832595714594046,0.3857868020304568,85.99999999999999,0.0012207031249999998,6.1035156249999986e-05,0.9999999999999999
grover_global,0.0,1.9634954084936205,0.38578680203045684,86.0,0.001220703125,6.103515625e-05,1.0
grover_global,0.0,2.0943951023931953,0.38578680203045684,86.0,0.001220703125,6.103515625e-05,1.0
grover_global,0.0,2.22529479629277,0.38578680203045684,86.0,0.001220703125,6.103515625e-05,1.0
grover_global,0.0,2.356194490192345,0.38578680203045684,86.0,0.001220703125,6.103515625e-05,1.0
grover_global,0.0,2.4870941840919194,0.38578680203045684,86.0,0.001220703125,6.103515625e-05,1.0
grover_global,0.0,2.617993877991494,0.3857868020304567,85.99999999999999,0.0012207031249999996,6.103515624999997e-05,0.9999999999999999
grover_global,0.0,2.748893571891069,0.38578680203045684,86.0,0.001220703125,6.103515625e-05,1.0
grover_global,0.0,2.8797932657906435,0.38578680203045684,86.0,0.001220703125,6.103515625e-05,1.0
grover_global,0.0,3.010692959690218,0.385786802030457,86.00000000000001,0.0012207031250000004,6.103515625000003e-05,1.0000000000000002
grover_global,0.0,3.141592653589793,0.38578680203045684,86.0,0.001220703125,6.103515625e-05,1.0
grover_global,0.2617993877991494,0.0,0.38578680203045684,86.0,0.001220703125,6.103515625e-05,1.0
grover_global,0.2617993877991494,0.1308996938995747,0.3877751170679259,86.39169806238141,0.0011896126727723346,5.943462752890842e-05,1.0
grover_global,0.2617993877991494,0.2617993877991494,0.3897321204157897,86.77722772191056,0.0011592130990113834,5.7870034135885206e-05,0.9999999999999999
grover_global,0.2617993877991494,0.39269908169872414,0.39162432720418244,87.14999245922395,0.001130024548852551,5.6368146697672205e-05,1.0
grover_global,0.2617993877991494,0.5235987755982988,0.3934193612503359,87.50361416631615,0.00110254644648165,5.495466292473909e-05,1.0
grover_global,0.2617993877991494,0.6544984694978735,0.39508650902404296,87.83204227773646,0.001077248949848616,5.365376791633252e-05,1.0
grover_global,0.2617993877991494,0.7853981633974483,0.3965972451646747,88.12965729744091,0.0010545649061346302,5.2487720346722566e-05,0.9999999999999999
grover_global,0.2617993877991494,0.916297857297023,0.3979257205580099,88.39136694992793,0.001034882445616845,5.147647161311472e-05,1.0
grover_global,0.2617993877991494,1.0471975511965976,0.3990492046217455,88.61269331048383,0.0010185383406517282,5.063732446171209e-05,0.9999999999999999
grover_global,0.2617993877991494,1.1780972450961724,0.3999484742320622,88.78984942371625,0.0010058122434066757,4.998463693293076e-05,0.9999999999999998
grover_global,0.2617993877991494,1.308996938995747,0.40060814263660316,88.91980409941081,0.0009969219009338902,4.952957669134731e-05,0.9999999999999998
grover_global,0.2617993877991494,1.4398966328953218,0.4010169227260721,89.00033377703619,0.0009920194294579506,4.9279929943861845e-05,1.0
grover_global,0.2617993877991494,1.5707963267948966,0.40116782015980246,89.03006057148107,0.000991188711625031,4.9239968215538886e-05,1.0
grover_global,0.2617993877991494,1.7016960206944711,0.4010582530408669,89.00847584905077,0.0009944439612475722,4.941037526262962e-05,1.0000000000000002
grover_global,0.2617993877991494,1.832595714594046,0.4006900960930478,88.9359489303304,0.0010017294801020053,4.9788235373312486e-05,0.9999999999999999
grover_global,0.2617993877991494,1.9634954084936205,0.40006964858379507,88.81372077100762,0.0010129206109408052,5.036708325633114e-05,0.9999999999999998
grover_global,0.2617993877991494,2.0943951023931953,0.3992075265420124,88.64388272877646,0.0010278258704125515,5.1137014663920165e-05,0.9999999999999998
grover_global,0.2617993877991494,2.22529479629277,0.3981184811148602,88.42934077962744,0.0010461902253951646,5.208485585623043e-05,1.0
grover_global,0.2617993877991494,2.356194490192345,0.39682114617153724,88.17376579579282,0.00106769945668333,5.31943890076702e-05,0.9999999999999996
grover_global,0.2617993877991494,2.4870941840919194,0.3953377194726134,87.88153073610484,0.0010919855353662225,5.4446629698397714e-05,0.9999999999999999
grover_global,0.2617993877991494,2.617993877991494,0.3936935828601903,87.55763582345749,0.0011186329199042039,5.582015174300785e-05,0.9999999999999998
grover_global,0.2617993877991494,2.748893571891069,0.3919168679675477,87.2076229896069,0.0011471856661597795,5.729145379850517e-05,1.0
grover_global,0.2617993877991494,2.8797932657906435,0.39003797487909697,86.83748105118212,0.0011771552287281987,5.8835361478798014e-05,1.0
grover_global,0.2617993877991494,3.010692959690218,0.3880890519765092,86.4535432393723,0.0012080288200847838,6.042545809542451e-05,1.0
