algorithm,depth,seed,representation,search_dimension,mixer_type,parameter_count,initialization_source,evaluation_budget,evaluation_budget_used,optimizer_reason,optimizer_success,optimizer_wall_time_seconds,p_feas,p_opt,invalid_mass,expected_cost_full,expected_cost_feasible,feasible_conditional_p_opt,normalized_regret,bsp
penalty_x,75,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),150,continuation_from_p74_plus_seed_small_angle,305,305,evaluation_budget_exhausted,False,40.719754500023555,0.001109927019206389,5.537582957365342e-05,0.9988900729807937,26.169535276171654,12.201047131020436,0.04989141503488022,1.6169535276171654,nan
penalty_x,76,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),152,continuation_from_p75_plus_seed_small_angle,308,308,evaluation_budget_exhausted,False,39.58808229997521,0.0011090096755583302,5.5329001528692996e-05,0.9988909903244415,26.171013700515065,12.201056359088797,0.04989045880130635,1.6171013700515064,nan
penalty_x,77,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),154,continuation_from_p76_plus_seed_small_angle,311,311,evaluation_budget_exhausted,False,41.92899760004366,0.0011052305198419137,5.513609394638064e-05,0.9988947694801581,26.177115556025093,12.201094462890953,0.049886510512093904,1.6177115556025092,nan
penalty_x,78,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),156,continuation_from_p77_plus_seed_small_angle,314,314,evaluation_budget_exhausted,False,53.079524700006004,0.0011008478473205235,5.4912395682338476e-05,0.9988991521526795,26.18421660644477,12.201138842062267,0.04988191221520384,1.618421660644477,nan
penalty_x,79,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),158,continuation_from_p78_plus_seed_small_angle,317,317,evaluation_budget_exhausted,False,46.52926080004545,0.0010953210414467733,5.463031511646216e-05,0.9989046789585532,26.19322124615204,12.201195176333677,0.04987607564290263,1.6193221246152039,nan
penalty_x,80,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),160,continuation_from_p79_plus_seed_small_angle,320,320,evaluation_budget_exhausted,False,45.77450360002695,0.001091198816841215,5.4419940918275384e-05,0.9989088011831587,26.199964696753643,12.201237404582969,0.04987170081049883,1.6199964696753644,nan
penalty_x,81,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),162,continuation_from_p80_plus_seed_small_angle,323,323,evaluation_budget_exhausted,False,50.94300079997629,0.001085834290808532,5.414617936248417e-05,0.9989141657091913,26.20879132976202,12.201292732827204,0.049865969255922044,1.6208791329762018,nan
penalty_x,82,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),164,continuation_from_p81_plus_seed_small_angle,326,326,evaluation_budget_exhausted,False,46.745343999995384,0.0010809127438880387,5.3895052300666746e-05,0.998919087256112,26.216917946525985,12.201343724225621,0.04986068728064623,1.6216917946525986,nan
penalty_x,83,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),166,continuation_from_p82_plus_seed_small_angle,329,329,evaluation_budget_exhausted,False,47.08519509999314,0.0010781219943831525,5.375266210830004e-05,0.9989218780056166,26.221540442612337,12.201372751086721,0.049857680659835375,1.6221540442612337,nan
penalty_x,84,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),168,continuation_from_p83_plus_seed_small_angle,332,332,evaluation_budget_exhausted,False,46.23557060002349,0.0010769856124630364,5.369468318401148e-05,0.9989230143875367,26.223426296827487,12.201384598118,0.04985645357064076,1.6223426296827488,nan
penalty_x,85,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),170,continuation_from_p84_plus_seed_small_angle,335,335,evaluation_budget_exhausted,False,48.45393260003766,0.0010746855691678827,5.357732376855819e-05,0.998925314430832,26.22726803316067,12.201408742417875,0.04985395291949675,1.622726803316067,nan
penalty_x,86,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),172,continuation_from_p85_plus_seed_small_angle,338,338,evaluation_budget_exhausted,False,53.049901199992746,0.0010723434233566617,5.345783536071298e-05,0.9989276565766434,26.231167891034296,12.201433261147853,0.049851413452398165,1.6231167891034297,nan
penalty_x,87,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),174,continuation_from_p86_plus_seed_small_angle,341,341,evaluation_budget_exhausted,False,50.67295330000343,0.0010655117745027186,5.3109329382835916e-05,0.9989344882254974,26.24259927535403,12.201505201515944,0.04984396292347158,1.624259927535403,nan
penalty_x,88,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),176,continuation_from_p87_plus_seed_small_angle,344,344,evaluation_budget_exhausted,False,50.79030660004355,0.0010628117454387549,5.2971600694725425e-05,0.9989371882545615,26.24714032259486,12.201533808333323,0.049841000461335175,1.624714032259486,nan
penalty_x,89,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),178,continuation_from_p88_plus_seed_small_angle,347,347,evaluation_budget_exhausted,False,49.71158000000287,0.0010605581782320126,5.285663035568003e-05,0.9989394418217679,26.250969112224535,12.201557941891812,0.049838501499082186,1.6250969112224536,nan
penalty_x,90,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),180,continuation_from_p89_plus_seed_small_angle,350,350,evaluation_budget_exhausted,False,58.260727699962445,0.001053409876547512,5.2492036193881264e-05,0.9989465901234524,26.263079075802953,12.20163434177817,0.049830590506632404,1.6263079075802953,nan
penalty_x,91,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),182,continuation_from_p90_plus_seed_small_angle,353,353,evaluation_budget_exhausted,False,58.32824190001702,0.001051973712095589,5.241879075918765e-05,0.9989480262879042,26.265522417026567,12.201649770328457,0.04982899302185656,1.6265522417026568,nan
penalty_x,92,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),184,continuation_from_p91_plus_seed_small_angle,356,356,evaluation_budget_exhausted,False,56.601380199950654,0.0010514737272991528,5.239329165807884e-05,0.9989485262727009,26.266373735832527,12.201655147081256,0.04982843631543494,1.6266373735832527,nan
penalty_x,93,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),186,continuation_from_p92_plus_seed_small_angle,359,359,evaluation_budget_exhausted,False,57.268663199967705,0.0010471774798201574,5.2174171137582315e-05,0.9989528225201798,26.273738478582036,12.201701682591485,0.049823618386582114,1.6273738478582036,nan
penalty_x,94,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),188,continuation_from_p93_plus_seed_small_angle,362,362,evaluation_budget_exhausted,False,62.000082799990196,0.001043417723093889,5.1982444848551805e-05,0.9989565822769061,26.280181470301784,12.201742428762097,0.04981939993736747,1.6280181470301784,nan
penalty_x,95,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),190,continuation_from_p94_plus_seed_small_angle,365,365,evaluation_budget_exhausted,False,57.44024410005659,0.001040408826798177,5.1828986378184595e-05,0.9989595911732019,26.285400469857993,12.20177545604156,0.049815981029002365,1.6285400469857993,nan
penalty_x,96,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),192,continuation_from_p95_plus_seed_small_angle,368,368,evaluation_budget_exhausted,False,62.864692500035744,0.0010386537701830248,5.173949626239879e-05,0.9989613462298168,26.288426769031478,12.201794617148641,0.0498139974529545,1.6288426769031479,nan
penalty_x,97,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),194,continuation_from_p96_plus_seed_small_angle,371,371,evaluation_budget_exhausted,False,61.87046859995462,0.0010381691752120248,5.171478799948879e-05,0.9989618308247881,26.289262271751472,12.201799908304286,0.049813449709607396,1.6289262271751472,nan
penalty_x,98,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),196,continuation_from_p97_plus_seed_small_angle,374,374,evaluation_budget_exhausted,False,62.58429880003678,0.0010311877211202805,5.135884571045992e-05,0.9989688122788798,26.301341258992277,12.201876465381421,0.049805524889943185,1.6301341258992277,nan
penalty_x,99,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),198,continuation_from_p98_plus_seed_small_angle,377,377,evaluation_budget_exhausted,False,65.03261360002216,0.0010291724450449966,5.1256108388728086e-05,0.998970827554955,26.304841236062206,12.20189867007056,0.0498032265005765,1.6304841236062206,nan
penalty_x,100,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),200,continuation_from_p99_plus_seed_small_angle,380,380,evaluation_budget_exhausted,False,63.81801260000793,0.0010221984714726582,5.0900607864792346e-05,0.9989778015285272,26.317007200148286,12.201975930339216,0.049795229874939055,1.6317007200148286,nan
penalty_x,101,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),202,continuation_from_p100_plus_seed_small_angle,383,383,evaluation_budget_exhausted,False,67.1568530999939,0.0010211538110360722,5.084735936209505e-05,0.998978846188964,26.318837344668022,12.20198756293612,0.049794025946497567,1.6318837344668022,nan
penalty_x,102,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),204,continuation_from_p101_plus_seed_small_angle,386,386,evaluation_budget_exhausted,False,68.66600949998247,0.0010182836883867574,5.0701067741974534e-05,0.998981716311613,26.323876170460885,12.202019604044434,0.04979070991729135,1.6323876170460885,nan
penalty_x,103,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),206,continuation_from_p102_plus_seed_small_angle,389,389,evaluation_budget_exhausted,False,70.90525999997044,0.0010157687712598663,5.0572846760824005e-05,0.9989842312287402,26.328366470249332,12.202048160107209,0.04978775504005512,1.6328366470249331,nan
penalty_x,104,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),208,continuation_from_p103_plus_seed_small_angle,392,392,evaluation_budget_exhausted,False,69.77964029996656,0.0010111085267728304,5.033534042446127e-05,0.998988891473227,26.336596750570983,12.202100564212477,0.04978233205600323,1.6336596750570984,nan
penalty_x,105,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),210,continuation_from_p104_plus_seed_small_angle,395,395,evaluation_budget_exhausted,False,71.7390185999684,0.0010022786749392426,4.9885389553991584e-05,0.9989977213250607,26.352292423776724,12.20220065365097,0.049771975400968796,1.6352292423776724,nan
penalty_x,106,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),212,continuation_from_p105_plus_seed_small_angle,398,398,evaluation_budget_exhausted,False,83.80594559997553,0.0009998090244139378,4.9759555231461233e-05,0.999000190975586,26.356705618463195,12.202228831965204,0.04976905990684471,1.6356705618463194,nan
penalty_x,107,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),214,continuation_from_p106_plus_seed_small_angle,400,400,evaluation_budget_exhausted,False,75.88236970000435,0.0009979202424314627,4.966332077702519e-05,0.9990020797575685,26.36008903583467,12.202250445657555,0.04976682370528832,1.6360089035834668,nan
penalty_x,108,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),216,continuation_from_p107_plus_seed_small_angle,400,400,evaluation_budget_exhausted,False,75.94702859997051,0.0009965997137502025,4.9596043011790246e-05,0.99900340028625,26.362455318206855,12.202265567888128,0.04976525913815533,1.6362455318206854,nan
penalty_x,109,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),218,continuation_from_p108_plus_seed_small_angle,400,400,evaluation_budget_exhausted,False,74.28540240001166,0.000996011062307445,4.95660535338828e-05,0.9990039889376926,26.363510539233353,12.202272313156351,0.049764561268078496,1.6363510539233352,nan
penalty_x,110,2601,14 edge bits; all 2^14 bitstrings,16384,H_X=sum_j X_j (course beta/q scaling),220,continuation_from_p109_plus_seed_small_angle,400,400,evaluation_budget_exhausted,False,76.0898924000212,0.0009884231598798123,4.9179504271215244e-05,0.9990115768401201,26.377175982264266,12.202359746866094,0.04975551592416678,1.6377175982264265,nan
grover_cost_phase,1,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",2,depth_derived_seed,83,17,converged,True,0.03612619999330491,1.0,0.049999999999999996,0.0,12.2,12.2,0.049999999999999996,0.21999999999999992,0.049999999999999996
grover_cost_phase,2,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",4,continuation_from_p1_plus_seed_small_angle,86,86,evaluation_budget_exhausted,False,0.0891138999722898,1.0,0.04985285875809476,0.0,12.201419369501458,12.201419369501458,0.04985285875809476,0.22014193695014583,0.04985285875809476
grover_cost_phase,3,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",6,continuation_from_p2_plus_seed_small_angle,89,89,evaluation_budget_exhausted,False,0.10013729997444898,1.0,0.04986231578417486,0.0,12.201327982414837,12.201327982414837,0.04986231578417486,0.22013279824148366,0.04986231578417486
grover_cost_phase,4,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",8,continuation_from_p3_plus_seed_small_angle,92,92,evaluation_budget_exhausted,False,0.12314160005189478,1.0,0.049468802963051055,0.0,12.205131093461276,12.205131093461276,0.049468802963051055,0.22051310934612758,0.049468802963051055
grover_cost_phase,5,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",10,continuation_from_p4_plus_seed_small_angle,95,95,evaluation_budget_exhausted,False,0.1256165000377223,1.0,0.0494373474882116,0.0,12.205435917099635,12.205435917099635,0.0494373474882116,0.2205435917099635,0.0494373474882116
grover_cost_phase,6,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",12,continuation_from_p5_plus_seed_small_angle,98,98,evaluation_budget_exhausted,False,0.12205530004575849,1.0,0.049331047427655705,0.0,12.206466874574666,12.206466874574666,0.049331047427655705,0.22064668745746657,0.049331047427655705
grover_cost_phase,7,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",14,continuation_from_p6_plus_seed_small_angle,101,101,evaluation_budget_exhausted,False,0.1408868000144139,1.0,0.04888921499364283,0.0,12.210761559133253,12.210761559133253,0.04888921499364283,0.22107615591332533,0.04888921499364283
grover_cost_phase,8,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",16,continuation_from_p7_plus_seed_small_angle,104,104,evaluation_budget_exhausted,False,0.17773039999883622,1.0,0.048194748127804804,0.0,12.217551363460961,12.217551363460961,0.048194748127804804,0.22175513634609612,0.048194748127804804
grover_cost_phase,9,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",18,continuation_from_p8_plus_seed_small_angle,107,107,evaluation_budget_exhausted,False,0.1671998999081552,1.0,0.04823932857406645,0.0,12.217114591532301,12.217114591532301,0.04823932857406645,0.2217114591532301,0.04823932857406645
grover_cost_phase,10,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",20,continuation_from_p9_plus_seed_small_angle,110,110,evaluation_budget_exhausted,False,0.3163784999633208,1.0,0.04833058464629864,0.0,12.216201760611934,12.216201760611934,0.04833058464629864,0.2216201760611934,0.04833058464629864
grover_cost_phase,11,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",22,continuation_from_p10_plus_seed_small_angle,113,113,evaluation_budget_exhausted,False,0.4740685001015663,1.0,0.046858999171752146,0.0,12.230786309895672,12.230786309895672,0.046858999171752146,0.2230786309895672,0.046858999171752146
grover_cost_phase,12,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",24,continuation_from_p11_plus_seed_small_angle,116,116,evaluation_budget_exhausted,False,0.37949740001931787,1.0,0.045488778120261565,0.0,12.244688521410627,12.244688521410627,0.045488778120261565,0.22446885214106266,0.045488778120261565
grover_cost_phase,13,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",26,continuation_from_p12_plus_seed_small_angle,119,119,evaluation_budget_exhausted,False,0.3388482000445947,1.0,0.05575290674333162,0.0,12.172374036023111,12.172374036023111,0.05575290674333162,0.2172374036023111,0.05575290674333162
grover_cost_phase,14,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",28,continuation_from_p13_plus_seed_small_angle,122,122,evaluation_budget_exhausted,False,0.34696329990401864,1.0,0.17742439458486395,0.0,11.270485101887154,11.270485101887154,0.17742439458486395,0.12704851018871538,0.17742439458486395
grover_cost_phase,15,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",30,continuation_from_p14_plus_seed_small_angle,125,125,evaluation_budget_exhausted,False,0.29536270000971854,1.0,0.18206060762371054,0.0,11.25218504152186,11.25218504152186,0.18206060762371054,0.12521850415218605,0.18206060762371054
grover_cost_phase,16,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",32,continuation_from_p15_plus_seed_small_angle,128,128,evaluation_budget_exhausted,False,0.4293620999669656,1.0,0.18544533334052954,0.0,11.24851344764633,11.24851344764633,0.18544533334052954,0.12485134476463297,0.18544533334052954
grover_cost_phase,17,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",34,continuation_from_p16_plus_seed_small_angle,131,131,evaluation_budget_exhausted,False,0.38266669993754476,1.0,0.1888605713027222,0.0,11.245448423436368,11.245448423436368,0.1888605713027222,0.12454484234363683,0.1888605713027222
grover_cost_phase,18,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",36,continuation_from_p17_plus_seed_small_angle,134,134,evaluation_budget_exhausted,False,0.40745329996570945,1.0,0.1853522035909374,0.0,11.245761828396706,11.245761828396706,0.1853522035909374,0.12457618283967058,0.1853522035909374
grover_cost_phase,19,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",38,continuation_from_p18_plus_seed_small_angle,137,137,evaluation_budget_exhausted,False,0.4043508000904694,1.0,0.18480703392004613,0.0,11.244647685859277,11.244647685859277,0.18480703392004613,0.12446476858592774,0.18480703392004613
grover_cost_phase,20,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",40,continuation_from_p19_plus_seed_small_angle,140,140,evaluation_budget_exhausted,False,0.8183156999293715,1.0,0.18385835368221304,0.0,11.239782045601586,11.239782045601586,0.18385835368221304,0.12397820456015865,0.18385835368221304
grover_cost_phase,21,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",42,continuation_from_p20_plus_seed_small_angle,143,143,evaluation_budget_exhausted,False,0.7012963000452146,1.0,0.18277807065378807,0.0,11.243019083176456,11.243019083176456,0.18277807065378807,0.12430190831764562,0.18277807065378807
grover_cost_phase,22,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",44,continuation_from_p21_plus_seed_small_angle,146,146,evaluation_budget_exhausted,False,0.7535935000050813,1.0,0.18255014248195292,0.0,11.246075828088308,11.246075828088308,0.18255014248195292,0.12460758280883084,0.18255014248195292
grover_cost_phase,23,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",46,continuation_from_p22_plus_seed_small_angle,149,149,evaluation_budget_exhausted,False,0.5468126999912784,1.0,0.1794515414305813,0.0,11.248953277396708,11.248953277396708,0.1794515414305813,0.12489532773967085,0.1794515414305813
grover_cost_phase,24,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",48,continuation_from_p23_plus_seed_small_angle,152,152,evaluation_budget_exhausted,False,0.4561930999625474,1.0,0.17933911546816536,0.0,11.249149105660353,11.249149105660353,0.17933911546816536,0.12491491056603525,0.17933911546816536
grover_cost_phase,25,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",50,continuation_from_p24_plus_seed_small_angle,155,155,evaluation_budget_exhausted,False,0.5408244000282139,1.0,0.1767549091681491,0.0,11.254168097603797,11.254168097603797,0.1767549091681491,0.1254168097603797,0.1767549091681491
grover_cost_phase,26,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",52,continuation_from_p25_plus_seed_small_angle,158,158,evaluation_budget_exhausted,False,0.5193593000294641,1.0,0.17460914137298936,0.0,11.258789750595135,11.258789750595135,0.17460914137298936,0.12587897505951345,0.17460914137298936
grover_cost_phase,27,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",54,continuation_from_p26_plus_seed_small_angle,161,161,evaluation_budget_exhausted,False,0.6506647999631241,1.0,0.17207817596196257,0.0,11.26563251833548,11.26563251833548,0.17207817596196257,0.12656325183354794,0.17207817596196257
grover_cost_phase,28,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",56,continuation_from_p27_plus_seed_small_angle,164,164,evaluation_budget_exhausted,False,0.7415778000140563,1.0,0.16952717916896753,0.0,11.27235488709674,11.27235488709674,0.16952717916896753,0.1272354887096739,0.16952717916896753
grover_cost_phase,29,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",58,continuation_from_p28_plus_seed_small_angle,167,167,evaluation_budget_exhausted,False,0.5946525000035763,1.0,0.16557413659235928,0.0,11.284040977650292,11.284040977650292,0.16557413659235928,0.12840409776502923,0.16557413659235928
grover_cost_phase,30,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",60,continuation_from_p29_plus_seed_small_angle,170,170,evaluation_budget_exhausted,False,0.7612214999971911,1.0,0.16482908730841445,0.0,11.285891254498793,11.285891254498793,0.16482908730841445,0.1285891254498793,0.16482908730841445
grover_cost_phase,31,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",62,continuation_from_p30_plus_seed_small_angle,173,173,evaluation_budget_exhausted,False,0.7206528999377042,1.0,0.16141063195129002,0.0,11.296660262232454,11.296660262232454,0.16141063195129002,0.12966602622324536,0.16141063195129002
grover_cost_phase,32,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",64,continuation_from_p31_plus_seed_small_angle,176,176,evaluation_budget_exhausted,False,1.1470764999976382,1.0,0.15625128516484155,0.0,11.31414717282877,11.31414717282877,0.15625128516484155,0.131414717282877,0.15625128516484155
grover_cost_phase,33,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",66,continuation_from_p32_plus_seed_small_angle,179,179,evaluation_budget_exhausted,False,1.0773619000101462,1.0,0.17796200670706852,0.0,11.320752101681252,11.320752101681252,0.17796200670706852,0.13207521016812523,0.17796200670706852
grover_cost_phase,34,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",68,continuation_from_p33_plus_seed_small_angle,182,182,evaluation_budget_exhausted,False,1.2958918999647722,1.0,0.1732728071541454,0.0,11.325783643362403,11.325783643362403,0.1732728071541454,0.1325783643362403,0.1732728071541454
grover_cost_phase,35,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",70,continuation_from_p34_plus_seed_small_angle,185,185,evaluation_budget_exhausted,False,1.228629499906674,1.0,0.1723558030913416,0.0,11.327215326025186,11.327215326025186,0.1723558030913416,0.13272153260251862,0.1723558030913416
grover_cost_phase,36,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",72,continuation_from_p35_plus_seed_small_angle,188,188,evaluation_budget_exhausted,False,1.2759786000242457,1.0,0.172243355483167,0.0,11.327407767068788,11.327407767068788,0.172243355483167,0.1327407767068788,0.172243355483167
grover_cost_phase,37,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",74,continuation_from_p36_plus_seed_small_angle,191,191,evaluation_budget_exhausted,False,1.3362978999502957,1.0,0.1688735752133068,0.0,11.334462194395062,11.334462194395062,0.1688735752133068,0.13344621943950621,0.1688735752133068
grover_cost_phase,38,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",76,continuation_from_p37_plus_seed_small_angle,194,194,evaluation_budget_exhausted,False,1.363039999967441,1.0,0.1641861622461171,0.0,11.34518649129994,11.34518649129994,0.1641861622461171,0.13451864912999395,0.1641861622461171
grover_cost_phase,39,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",78,continuation_from_p38_plus_seed_small_angle,197,197,evaluation_budget_exhausted,False,1.586940599954687,1.0,0.15992008855578727,0.0,11.356719398440486,11.356719398440486,0.15992008855578727,0.1356719398440486,0.15992008855578727
grover_cost_phase,40,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",80,continuation_from_p39_plus_seed_small_angle,200,200,evaluation_budget_exhausted,False,1.458755899919197,1.0,0.15438951499056833,0.0,11.373890662885913,11.373890662885913,0.15438951499056833,0.13738906628859127,0.15438951499056833
grover_cost_phase,41,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",82,continuation_from_p40_plus_seed_small_angle,203,203,evaluation_budget_exhausted,False,1.5526660999748856,1.0,0.15095778727611325,0.0,11.387624598063045,11.387624598063045,0.15095778727611325,0.1387624598063045,0.15095778727611325
grover_cost_phase,42,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",84,continuation_from_p41_plus_seed_small_angle,206,206,evaluation_budget_exhausted,False,1.8899808999849483,1.0,0.14546090226469077,0.0,11.405562885355133,11.405562885355133,0.14546090226469077,0.1405562885355133,0.14546090226469077
grover_cost_phase,43,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",86,continuation_from_p42_plus_seed_small_angle,209,209,evaluation_budget_exhausted,False,1.9455067000817508,1.0,0.13953184015271183,0.0,11.427490433647463,11.427490433647463,0.13953184015271183,0.14274904336474634,0.13953184015271183
grover_cost_phase,44,2601,logical_feasible_routes_20_routes,20,"H_G,F=|s_F><s_F| (rank-one feasible Grover mixer)",88,continuation_from_p43_plus_seed_small_angle,212,212,evaluation_budget_exhausted,False,2.1047499000560492,1.0,0.13489936353705215,0.0,11.446339404110411,11.446339404110411,0.13489936353705215,0.1446339404110411,0.13489936353705215
