schema,configuration_sha256,run_id,cell_identity_sha256,algorithm,depth,seed,optimizer,optimizer_status,optimizer_success,optimizer_message,budget_multiplier,max_evals,actual_evals,parameterization,fourier_q,active_parameter_count,physical_angle_count,evaluations_per_active_parameter,initialization_source,fourier_initialization_source,initial_parameters_hash,initial_physical_angles_hash,fourier_initial_fit_rmse_gamma,fourier_initial_fit_rmse_beta,objective_kind,cvar_alpha,initial_objective,final_objective,expected_penalized_energy,final_cvar_010,final_cvar_025,p_opt,p_feas,p_opt_given_feas,expected_feasible_route_cost,invalid_probability_mass,best_route_cost,reference_optimal_cost,wall_time_s,optimization_time_s,state_evaluation_time_s,evaluation_budget_exhausted,gamma_final,beta_final,fourier_coefficients_u,fourier_coefficients_v,historical_comparator_p_opt,p_opt_recovery_factor,historical_comparator_p_feas,historical_comparator_p_opt_given_feas,n_qubits,search_space_size,feasible_state_count,optimal_state_count,probability_normalization,distribution_sha256,optimizer_trace_sha256,energy_vector_sha256,feasible_mask_sha256,optimal_mask_sha256,initial_state_sha256,cost_phase_kind,feasible_projection,threshold_phase,development_only,status,row_sha256,historical_p_feas,historical_p_opt_given_feas,p_opt_absolute_change,p_feas_absolute_change,p_opt_given_feas_absolute_change
sciqis-global-depth110-recovery-bfo-row-v1,62c486b93d296ea5bfd4cf30e70800e7b77a1b1767a387c1b1c65cd6e95ffe95,bfo-364e03eb9d75855b629a6bdc03fae3d9a50733285c9b8b912d5e514cefc3fa47,364e03eb9d75855b629a6bdc03fae3d9a50733285c9b8b912d5e514cefc3fa47,global_grover,21,168900,COBYLA,EVALUATION_BUDGET_EXHAUSTED,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,25,1050,1050,DIRECT,,42,42,25.0,IMMUTABLE_HISTORICAL_DIRECT_INITIAL_SCHEDULE,,4c9e966641c3a316ac96259189a076eb2f91fb87a365a54c868e717bf81c3c44,4c9e966641c3a316ac96259189a076eb2f91fb87a365a54c868e717bf81c3c44,,,cvar_0.10,0.1,26.751785429778316,26.02564480739643,67.68325317377433,26.02564480739643,32.63182290909726,0.0002573401958283472,0.004834794204906051,0.05322671140112111,12.187916899975937,0.9951652057950939,10.0,10.0,15.56952726887539,15.457315707113594,5.785322119714692,True,"[0.6602737285598383,0.7398493131500349,0.05469877208646052,0.06910744759321379,0.0032924980644672757,0.0004226628060244506,0.4654792709927962,0.35921519242540206,0.2656799202131486,1.2570152046271894,0.28232699844276116,0.00011596964356773167,0.3972773355660536,0.0010333450223570472,0.6824300622834173,0.46846680406510083,0.5517940389394557,1.533056391641452,0.5295590493775412,0.5527592860374766,0.5489345993043496]","[2.822058588079879,1.2709427451483064,3.1415276867474664,2.472461586833009,2.36429487776123,3.1404689189125423,2.816342946663663,2.995114492290939,2.017392601257795,2.9350241610880445,3.1249488125014335,2.353774079746589,2.990920884442639,1.0619331919943684,1.5230286588935233,2.23441289971572,1.9199017394261308,1.0295427766908423,1.5273977022308316,0.5268520745125987,0.5429180140084776]",,,0.0002146538324896903,1.1988614078936004,0.0042474732243904575,0.05053683005158782,14,16384,20,1,1.0000000000000002,66260b87b26bd8c5cd84d8b423ecfeec14c1de7e9b74f030f68857c710f5e44b,9db8e5f26063fd46c52e2e134f61ce8832c952202f9af8034bcf9bb26efe2f12,44ac2d21b3255a2aa149aaa81f80c466ca1517d6cd4c6f066747a562a336266d,1c11baaeb0193f9b5f9ad7afbd56514fe756ce7b570dbf4c4392386ba11b8605,ff9462c43c8f475a01ec84c9537ae969d658316e907021cc83f5094baa3e4ca5,af3c508b2ca1c6219fadbcf347c5340520d5438a6caaa01839f4c8abd4c13506,continuous_raw_penalized_cost,False,False,False,COMPLETE,459af4d63320ac11774fb721dea31331aaa6725b6dc379714daaf533baab1332,0.0042474732243904575,0.05053683005158782,4.268636333865688e-05,0.0005873209805155937,0.0026898813495332893
sciqis-global-depth110-recovery-bfo-row-v1,62c486b93d296ea5bfd4cf30e70800e7b77a1b1767a387c1b1c65cd6e95ffe95,bfo-c98ff20768b3d204c55911c8c4a8b4449883f0fecda03c7fd303cd97509f8d61,c98ff20768b3d204c55911c8c4a8b4449883f0fecda03c7fd303cd97509f8d61,global_grover,21,168900,COBYLA,EVALUATION_BUDGET_EXHAUSTED,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,25,1050,1050,DIRECT,,42,42,25.0,IMMUTABLE_HISTORICAL_DIRECT_INITIAL_SCHEDULE,,4c9e966641c3a316ac96259189a076eb2f91fb87a365a54c868e717bf81c3c44,4c9e966641c3a316ac96259189a076eb2f91fb87a365a54c868e717bf81c3c44,,,cvar_0.25,0.25,33.80251247434465,32.59691140312509,69.2366641127446,25.987894045360544,32.59691140312509,0.00025083043575782155,0.004906674678801069,0.05112024989989986,12.194622732138495,0.995093325321199,10.0,10.0,13.280130562139675,13.226338095031679,5.651812058640644,True,"[0.6611649026480882,0.7318176798000673,0.08946741531294368,0.07096510261239497,2.9638859361799376e-05,0.012490294602516262,0.45706692861337495,0.37334505246917865,0.22457775511003902,1.3063219824900825,0.3042302647189086,0.008998347770189418,0.33061154475956694,0.023671638706960874,0.6521411611960396,0.4646547064822034,0.5461622344610911,1.5382416566963073,0.3801021841477631,0.024378311200781877,0.027774511951823077]","[2.5807084838963044,1.2924569742304721,2.8177965418011066,2.533657510053917,2.1713162702648194,3.134264334980011,2.4206626670689646,2.5706502646632328,1.9410174573213714,3.018813125391351,2.8674819462061008,2.723712588751987,2.740561186624774,1.0734785740332766,1.6014000009093305,2.073047661826437,1.9827146686794686,1.5501196817311433,1.526878186731816,0.05223260509187099,0.059493510289332384]",,,0.0002146538324896903,1.1685346254876152,0.0042474732243904575,0.05053683005158782,14,16384,20,1,1.0000000000000004,d6023c7ed55ca47dcfb7a4acda9089395e14e90cc0198c9a902051d12eaf9f9e,1d7e106abcf5ecc4357f6a8c692a9710c9b32f243bdc8df5afcce8684efa0bef,44ac2d21b3255a2aa149aaa81f80c466ca1517d6cd4c6f066747a562a336266d,1c11baaeb0193f9b5f9ad7afbd56514fe756ce7b570dbf4c4392386ba11b8605,ff9462c43c8f475a01ec84c9537ae969d658316e907021cc83f5094baa3e4ca5,af3c508b2ca1c6219fadbcf347c5340520d5438a6caaa01839f4c8abd4c13506,continuous_raw_penalized_cost,False,False,False,COMPLETE,60f99e816ec9eb30ecaf160bdfca740068510480470e9a1e19f35bb56588b41f,0.0042474732243904575,0.05053683005158782,3.617660326813124e-05,0.0006592014544106115,0.0005834198483120404
sciqis-global-depth110-recovery-bfo-row-v1,62c486b93d296ea5bfd4cf30e70800e7b77a1b1767a387c1b1c65cd6e95ffe95,bfo-80de6bc433a1fa6c9fae35c1227c8b653566dcc3426d0adf3bd9b525b7744fde,80de6bc433a1fa6c9fae35c1227c8b653566dcc3426d0adf3bd9b525b7744fde,global_grover,21,168900,COBYLA,EVALUATION_BUDGET_EXHAUSTED,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,10,420,420,DIRECT,,42,42,10.0,IMMUTABLE_HISTORICAL_DIRECT_INITIAL_SCHEDULE,,4c9e966641c3a316ac96259189a076eb2f91fb87a365a54c868e717bf81c3c44,4c9e966641c3a316ac96259189a076eb2f91fb87a365a54c868e717bf81c3c44,,,expectation,,61.52287744777955,61.51671828402157,61.51671828402157,26.738044938941144,33.773139002962864,0.00021357094420650931,0.0042580805070800585,0.05015662429383321,12.204691793409687,0.9957419194929199,10.0,10.0,3.665726931998506,3.640012993942946,1.1732053651940078,True,"[0.6523252906979708,0.7375078706699187,0.08818302885062694,0.07391157268283788,0.008173793843080073,3.175483507512489e-05,0.4603181191295707,0.3693972736619273,0.23076466405116208,1.3161857762706006,0.3094488770923277,0.000589204086004625,0.3343573451837507,0.022347467781084405,0.6491040380225936,0.46629308007060905,0.5452201890007042,1.0424573683025888,0.004600939493460307,0.04469065201035806,0.03895051342508041]","[2.8319261396235125,1.316247398313366,3.1415910613085436,2.0516679175109713,2.5441983273058386,3.141585275135412,2.8381290082931714,2.990100908331997,2.172239192540805,2.503594694566623,3.133810827106033,2.320033176689625,3.007010880946507,1.5471990107695912,1.5222021788689926,2.792343644329028,1.4682073712217223,1.5408232950723761,1.5174943457227825,0.02709187883298131,0.5388733292312956]",,,0.0002146538324896903,0.9949551877522009,0.0042474732243904575,0.05053683005158782,14,16384,20,1,1.0,30af015c38ba6f61d4ff89febe5aa6e9214f211eb7a0aa6a0149dd9f259f2a91,55e9d1768f6bd67b6a015a64736afa29bec4b85850690a45c1f324195b06816b,44ac2d21b3255a2aa149aaa81f80c466ca1517d6cd4c6f066747a562a336266d,1c11baaeb0193f9b5f9ad7afbd56514fe756ce7b570dbf4c4392386ba11b8605,ff9462c43c8f475a01ec84c9537ae969d658316e907021cc83f5094baa3e4ca5,af3c508b2ca1c6219fadbcf347c5340520d5438a6caaa01839f4c8abd4c13506,continuous_raw_penalized_cost,False,False,False,COMPLETE,f432e0ec8228a129ba378d90a36f4ba0edf472a02862ca6eab6c6d1ff051d77a,0.0042474732243904575,0.05053683005158782,-1.0828882831809934e-06,1.0607282689601046e-05,-0.0003802057577546106
sciqis-global-depth110-recovery-bfo-row-v1,62c486b93d296ea5bfd4cf30e70800e7b77a1b1767a387c1b1c65cd6e95ffe95,bfo-de53e2a9e84e83518a58fc93d6c825bee3dbfe0dd48cef267c99064ff6363b10,de53e2a9e84e83518a58fc93d6c825bee3dbfe0dd48cef267c99064ff6363b10,global_grover,21,168900,COBYLA,EVALUATION_BUDGET_EXHAUSTED,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,25,1050,1050,DIRECT,,42,42,25.0,IMMUTABLE_HISTORICAL_DIRECT_INITIAL_SCHEDULE,,4c9e966641c3a316ac96259189a076eb2f91fb87a365a54c868e717bf81c3c44,4c9e966641c3a316ac96259189a076eb2f91fb87a365a54c868e717bf81c3c44,,,expectation,,61.52287744777955,61.51396592192512,61.51396592192512,26.738573372348704,33.774980378599096,0.00021402307390140359,0.004257729569721731,0.05026694870980059,12.203586225252433,0.9957422704302783,10.0,10.0,8.726892019156367,8.575249199056998,2.8891272873152047,True,"[0.6529349971503741,0.737399485446709,0.08819272903064082,0.07401543366343544,0.008274272494168237,5.4951107280281504e-05,0.46040548038987295,0.36938184836142884,0.23089877563433797,1.3163094594033664,0.30944315669090644,0.0005635191995981253,0.3342518396923795,0.02211809741534757,0.6488122822713053,0.4660526368806013,0.5450592557373034,1.0425370988747895,0.004669638551596275,0.044717310195624894,0.03897143482222617]","[2.8318573178011244,1.3161705036220772,3.1415651294947327,2.0516925944476334,2.5441369155844518,3.1415750843752273,2.8380099735621274,2.9900532688564962,2.1722111107809066,2.5035921874618503,3.1337503399626585,2.32006027282373,3.0069997696880484,1.547154268483808,1.5222594204316897,2.792408164256687,1.4676057662616966,1.5408383863173725,1.5175002843699077,0.02703004076182956,0.5389092192330907]",,,0.0002146538324896903,0.9970615079126667,0.0042474732243904575,0.05053683005158782,14,16384,20,1,1.0,aecdcdecda854b06867fafacaed0ca965f13a476498b7522e24c77d262970c72,9a39338861f946a906b553a2bbbbd81985aad42ecb73c32d2fcc48420b20da95,44ac2d21b3255a2aa149aaa81f80c466ca1517d6cd4c6f066747a562a336266d,1c11baaeb0193f9b5f9ad7afbd56514fe756ce7b570dbf4c4392386ba11b8605,ff9462c43c8f475a01ec84c9537ae969d658316e907021cc83f5094baa3e4ca5,af3c508b2ca1c6219fadbcf347c5340520d5438a6caaa01839f4c8abd4c13506,continuous_raw_penalized_cost,False,False,False,COMPLETE,c7bc6164c57c9b335f57a3441cb2a1cb60a51676ef84c517bdb3f6576acb42d9,0.0042474732243904575,0.05053683005158782,-6.307585882867224e-07,1.025634533127328e-05,-0.00026988134178723006
sciqis-global-depth110-recovery-bfo-row-v1,62c486b93d296ea5bfd4cf30e70800e7b77a1b1767a387c1b1c65cd6e95ffe95,bfo-22d07ac0da0ea6fe26e8c5c2a6394b06a3a67be078fe535859e00d8c30c957f3,22d07ac0da0ea6fe26e8c5c2a6394b06a3a67be078fe535859e00d8c30c957f3,global_grover,21,168900,COBYLA,EVALUATION_BUDGET_EXHAUSTED,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,50,2100,2100,DIRECT,,42,42,50.0,IMMUTABLE_HISTORICAL_DIRECT_INITIAL_SCHEDULE,,4c9e966641c3a316ac96259189a076eb2f91fb87a365a54c868e717bf81c3c44,4c9e966641c3a316ac96259189a076eb2f91fb87a365a54c868e717bf81c3c44,,,expectation,,61.52287744777955,61.510510201093254,61.510510201093254,26.73828083775306,33.77533897411537,0.00021474354595552996,0.004258284502349576,0.05042959103297156,12.202100073526694,0.9957417154976504,10.0,10.0,17.599128324072808,17.560102469986305,6.063802493037656,True,"[0.6536823051523425,0.7372734468351643,0.08829742196271832,0.07418011682862627,0.008352375692220375,0.0001035342804070135,0.46048244993307946,0.36946453848388944,0.23102116491081312,1.3164846688538387,0.30933921700708145,0.0005237546803646909,0.33415204614331423,0.021802076514436254,0.6485367384499338,0.46566564416527434,0.5448037534031551,1.0425431084162486,0.004702067948383728,0.044782010868543755,0.039040808610541794]","[2.8318425234512286,1.3161399144220345,3.1415767585589327,2.0516823485204907,2.544175617915279,3.1415470199213367,2.837952704889378,2.9900795683078054,2.17224506529839,2.503579419399178,3.1336399561861104,2.320085311506227,3.0070596981670055,1.5471155236340268,1.5221249565990722,2.7923282817628987,1.4668309829119086,1.5408297616985276,1.517452231230887,0.02717461574095732,0.5389353214649023]",,,0.0002146538324896903,1.0004179448594004,0.0042474732243904575,0.05053683005158782,14,16384,20,1,1.0,8f3099e385b2093d3bbbe3aabac890883b5caea593ade714ce83e7faca8df8f8,cb2ab0049f65c72c60d955783fbe1980174940065065aaca5623b8dca42099ca,44ac2d21b3255a2aa149aaa81f80c466ca1517d6cd4c6f066747a562a336266d,1c11baaeb0193f9b5f9ad7afbd56514fe756ce7b570dbf4c4392386ba11b8605,ff9462c43c8f475a01ec84c9537ae969d658316e907021cc83f5094baa3e4ca5,af3c508b2ca1c6219fadbcf347c5340520d5438a6caaa01839f4c8abd4c13506,continuous_raw_penalized_cost,False,False,False,COMPLETE,effc4eba87151bfb7d6bcd6889c0b79a15f434599748b8421f884419e7563acb,0.0042474732243904575,0.05053683005158782,8.971346583964957e-08,1.0811277959118723e-05,-0.00010723901861626334
sciqis-global-depth110-recovery-bfo-row-v1,62c486b93d296ea5bfd4cf30e70800e7b77a1b1767a387c1b1c65cd6e95ffe95,bfo-35ce049857cc790fc216aae9a1165a26a94060ec50452b19c70c15a0afaae44c,35ce049857cc790fc216aae9a1165a26a94060ec50452b19c70c15a0afaae44c,global_grover,22,176819,COBYLA,EVALUATION_BUDGET_EXHAUSTED,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,25,1100,1100,DIRECT,,44,44,25.0,IMMUTABLE_HISTORICAL_DIRECT_INITIAL_SCHEDULE,,9aba6564b2c7b5bf42a9fca086bdc94bebacbcb15ff954d3b6f31b73ee5919c6,9aba6564b2c7b5bf42a9fca086bdc94bebacbcb15ff954d3b6f31b73ee5919c6,,,cvar_0.10,0.1,26.75343967110482,26.046044466513724,67.85694290869036,26.046044466513724,32.66090869117627,0.00024788432247412447,0.004946876506180578,0.0501092602906946,12.20416867892248,0.9950531234938195,10.0,10.0,15.303004255983979,15.255901808850467,6.281726269982755,True,"[0.6339956637928907,0.7472905435783046,0.08748069410615819,0.0811247471821499,0.000270036887968913,0.00039724304740723035,0.5224648652094381,0.3704198694281653,0.20705431456835882,1.278923895851781,0.29892934422154954,0.00017647590577116968,0.33094760304048176,0.013622120322770128,0.6528975162593351,0.4798092544476179,0.5526970104118742,1.5447853708589658,0.46675975218694093,0.012020209535111294,0.0418339903747438,0.03911148671623]","[2.830907846175567,1.3055160246690647,3.141091629190054,2.0425191201025235,2.5374333938249816,3.1266693483458114,2.8298088455916934,2.9728465105690933,2.1751510225648585,3.027607814492054,3.0918112041689136,2.8057172097867413,3.003951938226535,1.562185589812938,1.5551620035199125,2.783163627012055,1.93027063415289,1.532007566508097,2.032231876100772,0.00831057098001198,0.5616244034396517,0.5428403592790878]",,,0.0002153104546449675,1.1512879060279217,0.004261535978153497,0.05052414334848828,14,16384,20,1,1.0,8ac458a897097d1137c1dc862c3faeeafff68b0b33c8f6bc52a86b22d8a2ebf9,44502fbbe68e92a2848ca73a5ebb65a50672e8c282cc04541195d8a724c964a8,44ac2d21b3255a2aa149aaa81f80c466ca1517d6cd4c6f066747a562a336266d,1c11baaeb0193f9b5f9ad7afbd56514fe756ce7b570dbf4c4392386ba11b8605,ff9462c43c8f475a01ec84c9537ae969d658316e907021cc83f5094baa3e4ca5,af3c508b2ca1c6219fadbcf347c5340520d5438a6caaa01839f4c8abd4c13506,continuous_raw_penalized_cost,False,False,False,COMPLETE,1f4b0df5b4cbb24630c4ea7ad9fcece7b00d3dccd8543892e3b424c9deedb996,0.004261535978153497,0.05052414334848828,3.257386782915697e-05,0.0006853405280270808,-0.0004148830577936774
sciqis-global-depth110-recovery-bfo-row-v1,62c486b93d296ea5bfd4cf30e70800e7b77a1b1767a387c1b1c65cd6e95ffe95,bfo-b4468b73aaba908259595c434d8a9488f707d56ab07b766e04c057f61e6a0ac2,b4468b73aaba908259595c434d8a9488f707d56ab07b766e04c057f61e6a0ac2,global_grover,22,176819,COBYLA,EVALUATION_BUDGET_EXHAUSTED,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,25,1100,1100,DIRECT,,44,44,25.0,IMMUTABLE_HISTORICAL_DIRECT_INITIAL_SCHEDULE,,9aba6564b2c7b5bf42a9fca086bdc94bebacbcb15ff954d3b6f31b73ee5919c6,9aba6564b2c7b5bf42a9fca086bdc94bebacbcb15ff954d3b6f31b73ee5919c6,,,cvar_0.25,0.25,33.802987852345744,32.592100996497436,69.34123287941368,25.988266757745574,32.592100996497436,0.0002567739453417958,0.004891739083686721,0.0524913412078951,12.181013545189044,0.9951082609163133,10.0,10.0,14.30041139293462,14.252696227049455,6.37455435260199,True,"[0.658378280620305,0.7360520805971758,0.08023182486409983,0.062196387016035574,0.006840278088719483,0.0015711963328836982,0.4411759053294275,0.36966508444060564,0.2275541367882762,1.3236882048229697,0.317326097922046,0.002092161066352285,0.3177982269968641,0.02681059571473928,0.6558845112746514,0.47577818530844457,0.5546591243357929,1.0476047886639583,0.013161498603046249,0.0532423053643621,0.04127965115299823,0.01515440608182048]","[2.654838691670386,1.323473840822816,2.9662008222644,2.5450430312824643,2.5211048748462828,2.965174180870573,2.6611398033949256,2.8113892676217644,2.1769964785265987,3.000809397452015,2.960295866116372,2.8189608752004722,2.826072332085525,2.042868916042749,1.535833920953948,2.621204034174042,1.9876915106224768,1.537401995991612,1.5165677790564482,0.5281411322389421,1.0338013532706942,0.5393926099609829]",,,0.0002153104546449675,1.1925753710622125,0.004261535978153497,0.05052414334848828,14,16384,20,1,1.0,06128c5b2ea0415683abbf2545d36b01928ecc21217522b93fe73dab9212c655,6a6d590a7870a4645a359b22deaa9d5921e267937b8152db327e3b14f9047b75,44ac2d21b3255a2aa149aaa81f80c466ca1517d6cd4c6f066747a562a336266d,1c11baaeb0193f9b5f9ad7afbd56514fe756ce7b570dbf4c4392386ba11b8605,ff9462c43c8f475a01ec84c9537ae969d658316e907021cc83f5094baa3e4ca5,af3c508b2ca1c6219fadbcf347c5340520d5438a6caaa01839f4c8abd4c13506,continuous_raw_penalized_cost,False,False,False,COMPLETE,0e8e10a5eac296a7dc479e214b42e3ff3a83e491881971ebe6f50514d8bdccc1,0.004261535978153497,0.05052414334848828,4.1463490696828296e-05,0.0006302031055332238,0.0019671978594068204
sciqis-global-depth110-recovery-bfo-row-v1,62c486b93d296ea5bfd4cf30e70800e7b77a1b1767a387c1b1c65cd6e95ffe95,bfo-f2afefbc154e6b14c9f5f5f70a9a46c4f73e5b69876d3265f1dab0796c46eb6e,f2afefbc154e6b14c9f5f5f70a9a46c4f73e5b69876d3265f1dab0796c46eb6e,global_grover,22,176819,COBYLA,EVALUATION_BUDGET_EXHAUSTED,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,10,440,440,DIRECT,,44,44,10.0,IMMUTABLE_HISTORICAL_DIRECT_INITIAL_SCHEDULE,,9aba6564b2c7b5bf42a9fca086bdc94bebacbcb15ff954d3b6f31b73ee5919c6,9aba6564b2c7b5bf42a9fca086bdc94bebacbcb15ff954d3b6f31b73ee5919c6,,,expectation,,61.521479780742396,61.51642084195249,61.51642084195249,26.73689070762504,33.77005849127849,0.00021528225147425707,0.0042635209108114105,0.05049400623985346,12.20392038749767,0.9957364790891886,10.0,10.0,3.3544966399203986,3.3332017580978572,1.277699857018888,True,"[0.6518134797275014,0.7392135877957464,0.08888049633324732,0.07322473009863704,0.006946917727818729,9.071008161404894e-05,0.4599713646097157,0.3728568831087768,0.2310335067213219,1.3154575491935085,0.30899951989035424,0.0001682408950641195,0.33485219466133975,0.021915014397197195,0.6474975952666202,0.46634460638829084,0.544896000529466,1.0425008003736933,0.008004912431039355,0.04591047706955931,0.03785893272253038,0.011068090380123111]","[2.278830008846597,1.3167444637799761,2.96499134405422,2.0509171366211283,2.5431207056202756,2.7266792110688876,2.9064783421938634,3.1168948693471448,2.1719572237279117,2.505073725788002,2.720447066319933,2.3196702384944983,3.135074003204071,2.0461021237806754,1.521980249665706,2.616284939299784,1.4691727918241113,1.5399249203209946,1.5168918743478654,0.025413662232854697,1.0390745238799277,0.5382519991181094]",,,0.0002153104546449675,0.9998690116057907,0.004261535978153497,0.05052414334848828,14,16384,20,1,1.0000000000000002,3247f8a57f7c64071acda91f7e6fa877da04020775bebc13091e6f5b041ceca8,019c01a75eea92597e9f7c6666a3abae4fe128ebd5db467fa1c7cc44756a4820,44ac2d21b3255a2aa149aaa81f80c466ca1517d6cd4c6f066747a562a336266d,1c11baaeb0193f9b5f9ad7afbd56514fe756ce7b570dbf4c4392386ba11b8605,ff9462c43c8f475a01ec84c9537ae969d658316e907021cc83f5094baa3e4ca5,af3c508b2ca1c6219fadbcf347c5340520d5438a6caaa01839f4c8abd4c13506,continuous_raw_penalized_cost,False,False,False,COMPLETE,f5fb72b2fd9b21b879f388a5b5ffaef7a205a4f690b65dedd7865d52c9acf748,0.004261535978153497,0.05052414334848828,-2.8203170710433068e-08,1.9849326579135865e-06,-3.0137108634822884e-05
sciqis-global-depth110-recovery-bfo-row-v1,62c486b93d296ea5bfd4cf30e70800e7b77a1b1767a387c1b1c65cd6e95ffe95,bfo-164d0f4416cf2a01b27766204c9aeea1a15c7db2d157ddc068ef62d4c1dc96b3,164d0f4416cf2a01b27766204c9aeea1a15c7db2d157ddc068ef62d4c1dc96b3,global_grover,22,176819,COBYLA,EVALUATION_BUDGET_EXHAUSTED,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,25,1100,1100,DIRECT,,44,44,25.0,IMMUTABLE_HISTORICAL_DIRECT_INITIAL_SCHEDULE,,9aba6564b2c7b5bf42a9fca086bdc94bebacbcb15ff954d3b6f31b73ee5919c6,9aba6564b2c7b5bf42a9fca086bdc94bebacbcb15ff954d3b6f31b73ee5919c6,,,expectation,,61.521479780742396,61.51435136019376,61.51435136019376,26.736359442009256,33.76926558468781,0.0002156332194708184,0.0042633564829933504,0.05057827566870972,12.202666578122262,0.9957366435170066,10.0,10.0,7.955430357949808,7.781104304129258,3.1799084073863924,True,"[0.6522658753240392,0.7393225191185223,0.08874786651755158,0.07321651321683972,0.007089031529379497,0.00018877173014126956,0.46009245249680997,0.3728161983092086,0.23104465577517494,1.31545472348063,0.3089218118073839,0.00018949305092378656,0.33489257649273163,0.02183606659507183,0.6473099772164962,0.46609302110221046,0.544670276683982,1.042473127374134,0.008057665745581716,0.04588234949012801,0.037870564188996425,0.010995038192191475]","[2.2789397452380022,1.31657694129886,2.9650526661735483,2.0508808119417536,2.5431233403437323,2.726679757885047,2.90637507443708,3.1169173920159814,2.1719652650292574,2.505079330828715,2.72048023030813,2.3196242271048555,3.1351087564728384,2.046086301417558,1.521998483214229,2.6162599559200395,1.46868740449101,1.5400275181533707,1.5169635166112256,0.025382567609197926,1.0390446059293448,0.5382056560734609]",,,0.0002153104546449675,1.0014990671325419,0.004261535978153497,0.05052414334848828,14,16384,20,1,1.0,ccc2c38ea87adc28e52866683317634b79cac30a02203fd06a7f187df16c68f4,4caeca83f2b5d70e305f3fe7a345ed3bb5a55ef11f876529d71eb396fcfd0486,44ac2d21b3255a2aa149aaa81f80c466ca1517d6cd4c6f066747a562a336266d,1c11baaeb0193f9b5f9ad7afbd56514fe756ce7b570dbf4c4392386ba11b8605,ff9462c43c8f475a01ec84c9537ae969d658316e907021cc83f5094baa3e4ca5,af3c508b2ca1c6219fadbcf347c5340520d5438a6caaa01839f4c8abd4c13506,continuous_raw_penalized_cost,False,False,False,COMPLETE,0b3f7da992abab6e42fec77860aa00c70241c0035d738cb887487b2272e9e233,0.004261535978153497,0.05052414334848828,3.227648258509008e-07,1.8205048398535484e-06,5.4132320221438046e-05
sciqis-global-depth110-recovery-bfo-row-v1,62c486b93d296ea5bfd4cf30e70800e7b77a1b1767a387c1b1c65cd6e95ffe95,bfo-f75add189723df68f28e68886747ef9b02ef0cba3015093aa571ffeaa3cfcd1c,f75add189723df68f28e68886747ef9b02ef0cba3015093aa571ffeaa3cfcd1c,global_grover,22,176819,COBYLA,EVALUATION_BUDGET_EXHAUSTED,False,Return from COBYLA because the objective function has been evaluated MAXFUN times.,50,2200,2200,DIRECT,,44,44,50.0,IMMUTABLE_HISTORICAL_DIRECT_INITIAL_SCHEDULE,,9aba6564b2c7b5bf42a9fca086bdc94bebacbcb15ff954d3b6f31b73ee5919c6,9aba6564b2c7b5bf42a9fca086bdc94bebacbcb15ff954d3b6f31b73ee5919c6,,,expectation,,61.521479780742396,61.51098907601195,61.51098907601195,26.73749866893048,33.77200949833124,0.00021635883341572003,0.0042617209223009015,0.050767949699275,12.200713027001118,0.9957382790776991,10.0,10.0,15.907641411060467,15.861896316055208,6.511928295018151,True,"[0.6529848588254127,0.7393886944792507,0.08874590644740202,0.07322622931668311,0.007224545307549122,0.0004063181532415869,0.46009459807812464,0.3729215342868035,0.23106774989635445,1.3156044291685351,0.30882384997080875,0.00013432641491732097,0.33473102608642075,0.02153428177071775,0.6471992279168344,0.46572774685638907,0.5443462862755022,1.0424091256256598,0.008026573810420778,0.04586786161339073,0.03793191203190712,0.010921435014932793]","[2.2790067485549312,1.316551294871858,2.9650095664493232,2.050761112344083,2.54309160510745,2.726723996605922,2.9063167818659723,3.1167648970214765,2.171928511235695,2.505141843005332,2.7204042442072405,2.319594015416204,3.1351733440944898,2.046085325376448,1.5219875815322355,2.616238934987982,1.467895322875119,1.5399986303014899,1.516841250525221,0.02542239769292532,1.0391895574380243,0.5383245768726918]",,,0.0002153104546449675,1.0048691493986264,0.004261535978153497,0.05052414334848828,14,16384,20,1,0.9999999999999999,8c8996d6a0ca23d087835520dae5154261bffb387a2d581dfc80ba207db3fe12,b058c04a346f6f64b2e8e166bb3403ef0a922daa3b922f368802dd2c0518a43c,44ac2d21b3255a2aa149aaa81f80c466ca1517d6cd4c6f066747a562a336266d,1c11baaeb0193f9b5f9ad7afbd56514fe756ce7b570dbf4c4392386ba11b8605,ff9462c43c8f475a01ec84c9537ae969d658316e907021cc83f5094baa3e4ca5,af3c508b2ca1c6219fadbcf347c5340520d5438a6caaa01839f4c8abd4c13506,continuous_raw_penalized_cost,False,False,False,COMPLETE,a9c538316762c90c6feec6d3d2325bbae570b9586b8e5a68f7ae0eaa50bf2cdb,0.004261535978153497,0.05052414334848828,1.0483787707525226e-06,1.8494414740465037e-07,0.0002438063507867183
